股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
600679,上海凤凰,2.6,50492515,-0.17,18.99,26935075,10.02,5天4板,26935075,332537360,-305602285,两轮车、国有企业,10.21,643108391,2969016920,0.732077,36436807
601766,中国中车,3.2,5025238,0.86,8.24,25126756,0.98,,25126756,222444972,-197318216,中字头、一带一路,0.12,656343261,80256989268,0.556782,15261166
600818,中路股份,1.3,250710,0.88,14.0,22451089,3.09,,22451089,43691173,-21240084,两轮车、稀土永磁,2.19,188421907,2979373904,1.07153,0
600495,晋西车轴,3.0,261792,1.0,4.06,21868226,1.5,,21868226,36816283,-14948057,高铁、国有企业,0.5,105105576,3394696436,1.24557,0
689009,九号公司,0.6,696490,0.52,47.05,8178798,-1.84,,8178798,110950303,-102771505,科创板、三季报增长,-2.35,507932093,23853015731,1.28208,0
603129,春风动力,4.2,566428,0.53,149.78,6246957,1.01,,6246957,30709968,-24463011,年报增长、两轮车,0.48,173666405,14020456517,0.540274,0
600528,中铁工业,20.3,2445550,1.47,8.26,5734113,1.1,,5734113,30728140,-24994027,基础建设、国有企业,-0.36,124865604,8357441440,1.07292,0
688187,时代电气,1.0,763363,0.23,47.84,4078267,-0.62,,4078267,44309395,-40231128,碳化硅、汽车零部件,-0.85,197752995,13362755534,1.00792,0
603787,新日股份,0.4,264480,0.62,11.47,3227739,1.24,,3227739,4803235,-1575496,两轮车、锂电池,0.61,57508424,929421401,0.513961,0
603111,康尼机电,2.9,221250,0.81,6.21,1408301,0.16,,1408301,4713875,-3305574,机器人概念、工业母机,-0.64,45989012,4670316650,0.691426,0
600099,林海股份,18.3,1119258,3.13,9.94,1317148,3.87,,1317148,5737623,-4420475,无人驾驶、农机,0.71,77919042,1260585084,0.999292,0
603680,今创集团,10.5,219996,0.58,8.66,1238189,-0.23,,1238189,1711657,-473468,高铁、轨道交通,-0.8,23443395,1445699833,1.08903,0
