股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
600831,ST广网  ,2.7,187416,-0.72,5.51,6784915,-0.18,,6784915,16879670,-10094755,ST板块、广电网,0.55,62383884,2769628332,1.80041,0
300358,楚天科技,0.2,108576,-0.08,12.31,3874064,-1.44,,3874064,9132287,-5258223,病毒防治、并购重组,-1.36,53209892,4308128543,1.13458,0
002649,博彦科技,4.2,1162741,0.17,11.62,2946544,0.26,,2946544,13013997,-10067453,阿里系AI、数字经济,0.09,121531134,5916960457,0.934216,0
000055,方大集团,0.5,51516,-0.41,4.83,1038599,-1.02,,1038599,3341504,-2302905,华为概念、光伏,-0.62,28829145,2689729041,1.07924,0
300449,汉邦高科,1.0,15525,0.0,5.71,588081,-0.7,,588081,2230628,-1642547,VR/AR/MR、人工智能,-0.7,21338594,1579669458,0.507213,0
600551,时代出版,0.3,14599,-0.18,11.24,190593,-0.09,,190593,1540647,-1350054,文化传媒、教育,0.09,14363362,1787590325,0.451918,0
600757,长江传媒,0.9,213665,-0.53,7.55,144677,-0.53,,144677,10249064,-10104387,文化传媒、高股息,0.0,57840858,4040903184,0.833665,0
603607,京华激光,0.7,7966890,-3.82,18.05,35398,1.52,,35398,64634517,-64599119,卡牌概念、光刻机,5.56,490014827,1803729257,0.815079,4111267
603533,掌阅科技,2.0,287328,0.2,19.52,2297,-0.61,,2297,3291364,-3289067,字节概念、网红经济,-0.81,75309981,4163220182,0.727485,0
300364,中文在线,0.8,893100,-0.54,12.94,-201499,-0.99,,-201499,34558581,-34760080,文化传媒、网红经济,-0.46,196138375,8262133641,0.714625,0
688228,开普云  ,3.2,369676,0.0,38.44,-320581,-0.21,,-320581,1278536,-1599117,云计算、算力,-0.21,28044194,1151379815,0.743386,0
600818,中路股份,0.2,15000,-0.13,14.69,-341231,-2.2,,-341231,4393716,-4734947,两轮车、美容护理,-2.07,70251843,2263181876,0.83399,0
603598,引力传媒,0.5,41625,0.0,9.24,-504060,-0.11,,-504060,0,-504060,文化传媒、短剧,-0.11,35724915,1234571384,0.82587,0
002474,榕基软件,4.0,750141,0.14,7.31,-571784,0.41,,-571784,8562055,-9133839,AI政务、国产软件,0.27,69502355,3678040476,0.482546,0
300183,东软载波,0.4,74350,-0.13,14.8,-650099,-0.6,,-650099,1280068,-1930167,智能电网、一带一路,-0.47,36595116,3318011067,0.753745,0
002660,茂硕电源,0.3,111020,-0.23,8.49,-655736,-0.82,,-655736,0,-655736,电源、LED,-0.59,22195053,1518346863,0.714706,0
603721,中广天择,3.5,110418,0.18,16.66,-1186688,-0.24,,-1186688,971777,-2158465,阶跃星辰、湖南,-0.42,26118523,1075382200,0.798335,0
601811,新华文轩,1.1,116145,-0.38,13.09,-1484188,-0.08,,-1484188,410520,-1894708,高股息、地方国企,0.31,19562244,10381860129,0.561325,0
601999,出版传媒,0.9,115478,-0.16,6.33,-1491896,-0.94,,-1491896,3775208,-5267104,文化传媒、教育,-0.78,32455237,1134684718,0.80848,0
300188,国投智能,1.5,252234,-0.13,15.57,-1842112,-0.13,,-1842112,14603963,-16446075,文生视频、AI安全,0.0,98934443,7104368615,0.548285,0
002712,思美传媒,0.7,35945,-0.18,5.47,-2030235,-1.26,,-2030235,941488,-2971723,小红书概念、短剧,-1.08,37054321,1834209823,0.895934,0
300654,世纪天鸿,0.6,53144,0.21,9.36,-2247664,-1.16,,-2247664,1572480,-3820144,AI智能体、职业教育,-1.37,55641465,1652823269,0.874427,0
603999,读者传媒,0.1,11495,0.17,5.96,-2315135,-1.32,,-2315135,1041258,-3356393,文化传媒、参股券商,-1.49,27205684,1453140000,0.766853,0
300042,朗科科技,4.5,1504041,-0.78,27.03,-2443814,0.04,,-2443814,29207539,-31651353,AI眼镜、算力,0.82,142392942,3469028496,0.566995,0
300612,宣亚国际,0.9,307918,-0.27,18.1,-4119919,-0.93,,-4119919,6449100,-10569019,元宇宙、并购重组,-0.66,47001699,2224867989,0.573445,0
603096,新经典  ,0.1,7060,-0.28,17.61,-4155152,-0.51,,-4155152,0,-4155152,谷子经济、高股息,-0.23,30378297,1323348334,0.75619,0
000681,视觉中国,2.1,242820,-0.35,14.1,-4549859,-1.05,,-4549859,21675958,-26225817,DeepSeek、知识产权,-0.7,151008736,6780969016,0.72071,0
002544,普天科技,51.7,2041578,-0.05,20.79,-5402747,-0.05,,-5402747,14556672,-19959419,信创、卫星导航,0.0,100890148,8725044034,1.08443,0
601949,中国出版,1.3,478368,-0.44,8.91,-6751841,-2.09,,-6751841,23195449,-29947290,文化传媒、中特估,-1.66,164512140,3892606034,0.665797,0
300688,创业黑马,0.3,250980,-0.74,28.09,-6796124,-1.13,,-6796124,13313053,-20109177,阿里系AI、并购重组,-0.39,100655925,3173531291,0.541115,-3813627
002292,奥飞娱乐,1.1,440135,-0.26,7.72,-10793465,-1.15,,-10793465,31708963,-42502428,谷子经济、字节概念,-0.9,213170465,6597936746,0.904815,0
300579,数字认证,9.7,766332,-0.91,29.79,-13293349,-2.93,,-13293349,8786635,-22079984,电子证照、数字货币,-2.04,96710701,3583772540,0.763855,-3133187
000607,华媒控股,1.7,358000,-0.6,4.88,-14041901,-2.98,,-14041901,11573326,-25615227,文化传媒、数据确权,-2.4,68473179,2532785861,1.38703,0
300229,拓尔思,0.7,754272,0.11,17.36,-15841838,-0.46,,-15841838,41104560,-56946398,知识蒸馏、ChatGPT,-0.57,280099901,9460763825,0.749055,-3501231
002699,*ST美盛,1.0,1580436,-1.49,1.91,-19769582,-4.97,,-19769582,20070297,-39839879,ST板块、元宇宙,-3.54,135662691,1585577034,0.737601,0
300006,莱美药业,1.2,16924747,-0.24,3.9,-21475136,-4.88,,-21475136,64697700,-86172836,股权转让、医药,-4.65,408144884,2553769888,1.18097,0
300182,捷成股份,0.7,167664,-0.2,4.91,-22790486,-1.8,,-22790486,28270290,-51060776,AIGC、网络直播,-1.6,158775054,10259230217,0.897845,0
300079,数码视讯,10.3,4590790,-1.67,5.83,-25741082,-2.83,,-25741082,47806171,-73547253,人工智能、超高清视频,-1.19,305971090,7140673676,0.866298,0
603888,新华网  ,0.3,973110,-0.96,29.29,-46338910,-2.82,,-46338910,48575476,-94914386,阿里巴巴概念、知识产权,-1.88,317625350,6101713225,0.725468,-3233237
601858,中国科传,4.2,8622526,-0.07,28.89,-59555742,-2.43,,-59555742,53081546,-112637288,文化传媒、中字头,-2.37,520472133,5865016467,0.51524,0
002235,安妮股份,3.8,9770712,-2.56,7.81,-61537762,-4.64,,-61537762,104313183,-165850945,版权、知识产权,-2.13,644035530,3537270371,0.685705,-6355293
603000,人民网  ,0.3,4660772,-0.59,34.52,-234664770,-2.68,,-234664770,321640140,-556304910,文化传媒、数据确权,-2.1,1682043747,16577353284,0.712876,-128492958
