本数据策略分享会专用，由邢不行整理，微信：xbx6660
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,流通市值,总市值,净利润TTM,现金流TTM,净资产,总资产,总负债,净利润(当季),中户资金买入额,中户资金卖出额,大户资金买入额,大户资金卖出额,散户资金买入额,散户资金卖出额,机构资金买入额,机构资金卖出额,沪深300成分股,上证50成分股,中证500成分股,中证1000成分股,中证2000成分股,创业板指成分股,新版申万一级行业名称,新版申万二级行业名称,新版申万三级行业名称,09:35收盘价,09:45收盘价,09:55收盘价
bj836247,N华密,2022-12-23,6.88,7.5,6.43,7.5,8.0,5835657.0,40135594.0,166052400.00000003,699160500.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,基础化工,橡胶,其他橡胶制品,,,
bj836247,华密新材,2022-12-26,6.56,7.36,6.46,7.36,7.5,1569258.0,10575934.0,162952755.2,686109504.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,基础化工,橡胶,其他橡胶制品,,,
bj836247,华密新材,2022-12-27,6.53,6.9,6.53,6.8,7.36,652807.0,4400876.0,150554176.0,633905520.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,基础化工,橡胶,其他橡胶制品,,,
bj836247,华密新材,2022-12-28,6.8,6.8,6.53,6.55,6.8,436645.0,2876958.0,122121606.0,610600170.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,基础化工,橡胶,其他橡胶制品,,,
bj836247,华密新材,2022-12-29,6.51,6.59,6.39,6.41,6.55,390514.0,2516067.0,119511373.2,597549174.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,基础化工,橡胶,其他橡胶制品,,,
bj836247,华密新材,2022-12-30,6.41,6.47,6.4,6.42,6.41,127812.0,820441.0,119697818.4,598481388.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,基础化工,橡胶,其他橡胶制品,,,
bj836247,华密新材,2023-01-03,6.46,6.47,6.32,6.42,6.42,150900.0,967846.0,119697818.4,598481388.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,基础化工,橡胶,其他橡胶制品,,,
bj836247,华密新材,2023-01-04,6.42,6.44,6.39,6.4,6.42,110471.0,709616.0,119324928.0,596616960.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,基础化工,橡胶,其他橡胶制品,,,
bj836247,华密新材,2023-01-05,6.45,6.45,6.36,6.38,6.4,146690.0,936413.0,118952037.6,594752532.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,基础化工,橡胶,其他橡胶制品,,,
bj836247,华密新材,2023-01-06,6.4,6.41,6.33,6.36,6.38,161188.0,1023213.0,118579147.2,592888104.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,基础化工,橡胶,其他橡胶制品,,,
bj836247,华密新材,2023-01-09,6.37,6.37,6.34,6.34,6.36,116894.0,742077.0,118206256.8,591023676.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,基础化工,橡胶,其他橡胶制品,,,
bj836247,华密新材,2023-01-10,6.35,6.35,6.31,6.32,6.34,132850.0,839867.0,117833366.4,589159248.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-01-11,6.31,6.35,6.28,6.29,6.32,134106.0,844975.0,117274030.8,586362606.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-01-12,6.3,6.3,6.21,6.26,6.29,99068.0,620048.0,116714695.2,583565964.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-01-13,6.24,6.28,6.23,6.28,6.26,64098.0,400780.0,117087585.6,585430392.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-01-16,6.28,6.32,6.24,6.31,6.28,74075.0,466926.0,117646921.2,588227034.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-01-17,6.35,6.37,6.3,6.34,6.31,67560.0,429268.0,118206256.8,591023676.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-01-18,6.34,6.38,6.31,6.37,6.34,101615.0,646898.0,118765592.4,593820318.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-01-19,6.37,6.41,6.37,6.39,6.37,71008.0,453904.0,119138482.8,595684746.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-01-20,6.41,6.42,6.38,6.41,6.39,115582.0,740032.0,119511373.2,597549174.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-01-30,6.43,6.45,6.41,6.42,6.41,214965.0,1381587.0,119697818.4,598481388.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-01-31,6.42,6.88,6.42,6.88,6.42,1198043.0,8034493.0,128274297.6,641363232.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-01,6.9,6.99,6.74,6.82,6.88,953766.0,6549769.0,127155626.4,635769948.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-02,6.84,6.84,6.58,6.59,6.82,597671.0,3970039.0,122867386.8,614329026.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-03,6.65,6.68,6.59,6.68,6.59,217133.0,1438573.0,124545393.6,622718952.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-06,6.68,6.7,6.6,6.62,6.68,116604.0,776790.0,123426722.4,617125668.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-07,6.7,6.7,6.62,6.65,6.62,89888.0,597824.0,123986058.0,619922310.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-08,6.75,6.75,6.62,6.62,6.65,84853.0,564604.0,123426722.4,617125668.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-09,6.66,6.7,6.61,6.62,6.62,193396.0,1285410.0,123426722.4,617125668.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-10,6.62,6.68,6.62,6.64,6.62,54670.0,363183.0,123799612.8,618990096.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-13,6.69,6.69,6.62,6.67,6.64,210319.0,1402747.0,124358948.4,621786738.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-14,6.69,6.72,6.64,6.66,6.67,230736.0,1540590.0,124172503.2,620854524.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-15,6.65,6.67,6.62,6.66,6.66,131280.0,871846.0,124172503.2,620854524.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-16,6.69,6.69,6.52,6.53,6.66,183522.0,1215321.0,121748715.6,608735742.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-17,6.61,6.61,6.5,6.51,6.53,167123.0,1091602.0,121375825.2,606871314.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-20,6.65,6.65,6.48,6.57,6.51,61761.0,403859.0,122494496.4,612464598.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-21,6.59,6.6,6.5,6.57,6.57,107760.0,705715.0,122494496.4,612464598.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-22,6.54,6.56,6.5,6.54,6.57,132929.0,867305.0,121935160.8,609667956.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-23,6.54,6.56,6.49,6.5,6.54,75480.0,491133.0,121189380.0,605939100.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-24,6.5,6.52,6.47,6.5,6.5,47331.0,307357.0,121189380.0,605939100.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-27,6.49,6.54,6.46,6.49,6.5,29975.0,194063.0,121002934.8,605006886.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-02-28,6.54,6.55,6.48,6.49,6.49,45803.0,297804.0,121002934.8,605006886.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-03-01,6.49,6.54,6.47,6.5,6.49,51117.0,332593.0,121189380.0,605939100.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-03-02,6.5,6.54,6.5,6.51,6.5,50187.0,326854.0,121375825.2,606871314.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-03-03,6.49,6.51,6.47,6.5,6.51,94824.0,614352.0,121189380.0,605939100.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-03-06,6.48,6.54,6.48,6.5,6.5,41913.0,272434.0,121189380.0,605939100.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-03-07,6.48,6.52,6.47,6.48,6.5,46858.0,304119.0,120816489.6,604074672.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-03-08,6.45,6.47,6.42,6.44,6.48,49425.0,318486.0,120070708.8,600345816.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-03-09,6.43,6.43,6.39,6.41,6.44,52845.0,339240.0,119511373.2,597549174.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-03-10,6.39,6.4,6.33,6.35,6.41,65789.0,418540.0,118392702.0,591955890.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
bj836247,华密新材,2023-03-13,6.34,6.39,6.33,6.35,6.35,56884.0,361496.0,118392702.0,591955890.0,,,218571230.57,314237008.12,95665777.55,20895614.65,,,,,,,,,,,,,,,汽车,汽车零部件,其他汽车零部件,,,
