本数据策略分享会专用，由邢不行整理，微信：xbx6660
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,流通市值,总市值,净利润TTM,现金流TTM,净资产,总资产,总负债,净利润(当季),中户资金买入额,中户资金卖出额,大户资金买入额,大户资金卖出额,散户资金买入额,散户资金卖出额,机构资金买入额,机构资金卖出额,沪深300成分股,上证50成分股,中证500成分股,中证1000成分股,中证2000成分股,创业板指成分股,新版申万一级行业名称,新版申万二级行业名称,新版申万三级行业名称,09:35收盘价,09:45收盘价,09:55收盘价
bj873305,N九菱,2022-12-21,11.0,11.72,10.34,11.32,11.72,2586877.0,28813045.0,120618754.44,507351080.0,26512338.619999997,26544292.460000005,178815743.87,228141077.54,49325333.67,7776817.68,,,,,,,,,,,,,,,机械设备,通用设备,金属制品,,,
bj873305,九菱科技,2022-12-22,10.98,10.99,10.61,10.7,11.32,498653.0,5374210.0,114012426.9,479563300.0,26512338.619999997,26544292.460000005,178815743.87,228141077.54,49325333.67,7776817.68,,,,,,,,,,,,,,,机械设备,通用设备,金属制品,,,
bj873305,九菱科技,2022-12-23,10.58,10.59,10.08,10.08,10.7,398430.0,4086455.0,90471699.36,451775520.00000006,26512338.619999997,26544292.460000005,178815743.87,228141077.54,49325333.67,7776817.68,,,,,,,,,,,,,,,机械设备,通用设备,金属制品,,,
bj873305,九菱科技,2022-12-26,10.08,10.08,9.99,10.02,10.08,324617.0,3250304.0,89933177.34,449086380.0,26512338.619999997,26544292.460000005,178815743.87,228141077.54,49325333.67,7776817.68,,,,,,,,,,,,,,,机械设备,通用设备,金属制品,,,
bj873305,九菱科技,2022-12-27,9.99,10.4,9.99,10.3,10.02,189551.0,1945086.0,92446280.1,461635700.0,26512338.619999997,26544292.460000005,178815743.87,228141077.54,49325333.67,7776817.68,,,,,,,,,,,,,,,机械设备,通用设备,金属制品,,,
bj873305,九菱科技,2022-12-28,10.1,10.28,10.08,10.15,10.3,113330.0,1148814.0,91099975.05,454912850.00000006,26512338.619999997,26544292.460000005,178815743.87,228141077.54,49325333.67,7776817.68,,,,,,,,,,,,,,,机械设备,通用设备,金属制品,,,
bj873305,九菱科技,2022-12-29,10.03,10.2,10.03,10.05,10.15,84316.0,849014.0,90202438.35,450430950.0,26512338.619999997,26544292.460000005,178815743.87,228141077.54,49325333.67,7776817.68,,,,,,,,,,,,,,,机械设备,通用设备,金属制品,,,
bj873305,九菱科技,2022-12-30,10.04,10.18,10.01,10.12,10.05,75236.0,756651.0,90830714.04,453568280.0,26512338.619999997,26544292.460000005,178815743.87,228141077.54,49325333.67,7776817.68,,,,,,,,,,,,,,,机械设备,通用设备,金属制品,,,
bj873305,九菱科技,2023-01-03,10.11,10.17,10.1,10.14,10.12,78590.0,796070.0,91010221.38,454464660.0,26512338.619999997,26544292.460000005,178815743.87,228141077.54,49325333.67,7776817.68,,,,,,,,,,,,,,,机械设备,通用设备,金属制品,,,
bj873305,九菱科技,2023-01-04,10.14,10.14,9.99,10.04,10.14,106385.0,1068625.0,90112684.68,449982760.0,26512338.619999997,26544292.460000005,178815743.87,228141077.54,49325333.67,7776817.68,,,,,,,,,,,,,,,机械设备,通用设备,金属制品,,,
