股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
300567,精测电子,2.2,1810172,0.51,100.51,44916426,1.57,,44916426,250539267,-205622841,芯片、面板,1.06,677590685,18468461766,1.1413,-21543565
002849,威星智能,0.4,1276976,0.06,18.54,24114265,10.03,首板,24114265,87450761,-63336496,仪器仪表、华为概念,9.96,232859383,2739680665,1.00479,16039612
688112,鼎阳科技,1.2,82450,-0.39,51.32,12354212,5.4,,12354212,28678973,-16324761,芯片、专用设备,5.81,119407807,2262808009,1.98264,4972448
301129,瑞纳智能,31.8,1203491,3.21,66.49,9232973,8.91,,9232973,18623921,-9390948,人工智能、专用设备,5.52,131372789,1610387800,2.34424,0
300306,远方信息,0.6,168859,0.0,13.29,8742512,3.1,,8742512,26799306,-18056794,汽车检测、数字经济,3.1,169236906,1527878568,2.31481,0
300557,理工光科,0.3,218076,0.14,42.41,7328942,-0.68,,7328942,21640762,-14311820,传感器、宇树机器人,-0.82,154214412,1498822453,0.911111,0
688056,莱伯泰科,0.0,0,0.0,37.82,4623458,1.91,,4623458,8281329,-3657871,新型工业化、芯片,1.91,46790126,1000013748,2.38513,0
300349,金卡智能,0.8,84134,0.52,14.02,4205311,3.85,,4205311,25637669,-21432358,华为概念、华为海思,3.32,198038897,3829102192,3.61846,0
300259,新天科技,3.5,185088,0.52,3.88,4104027,1.57,,4104027,8920778,-4816751,华为概念、传感器,1.04,43218777,2771609264,1.51083,0
688628,优利德  ,0.5,111780,-0.07,45.94,3577123,4.65,,3577123,16481965,-12904842,新型工业化、科创板,4.72,109581003,2079454989,2.37813,0
688337,普源精电,0.0,0,0.0,57.28,3366618,5.9,,3366618,24712378,-21345760,新型工业化、专用设备,5.9,121850363,2487437213,2.42962,4009409
688622,禾信仪器,0.0,0,0.0,34.32,3342004,2.23,,3342004,5070260,-1728256,量子科技、并购重组,2.23,24833283,812268145,1.45512,0
300667,必创科技,0.7,34124,-0.83,18.51,3159634,2.21,,3159634,8532857,-5373223,传感器、机器人概念,3.06,76764816,2415632671,2.31327,0
300112,万讯自控,0.0,0,0.0,9.78,3107769,-0.1,,3107769,7204134,-4096365,电气设备、工业母机,-0.1,54647629,2105302645,1.29082,0
300066,三川智慧,0.1,30723,-0.37,5.36,1921783,-0.92,,1921783,3947875,-2026092,数字经济、华为概念,-0.56,29017323,3378243281,0.526623,0
603662,柯力传感,0.3,1336104,-0.9,27.37,1496039,2.32,,1496039,161281860,-159785821,机器人概念、传感器,3.24,659907859,3705295024,1.22521,17396525
300417,南华仪器,0.0,1025,0.2,10.06,646250,-1.66,,646250,1089894,-443644,三季报增长、年报增长,-1.85,8989384,737205421,1.0299,0
300371,汇中股份,1.0,64543,-0.86,15.22,432606,0.53,,432606,1494626,-1062020,华为海思、华为概念,1.4,8539121,1181804330,1.00722,0
002767,先锋电子,4.4,134946,-0.3,13.24,304978,-0.23,,304978,304978,0,机器人概念、芯片,0.08,16691583,756687379,0.952482,0
