股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
600297,广汇汽车,8.2,2959944,0.0,2.13,6290833,0.47,,6290833,76405641,-70114808,换电站、汽车服务,0.47,186077671,8441512376,0.814035,0
601965,中国汽研,0.3,54816,-0.39,22.36,3894101,-2.49,,3894101,18799053,-14904952,汽车服务、汽车零部件,-2.1,72493643,7911941256,1.67486,0
600386,北巴传媒,1.3,52578,0.24,4.12,1315483,-0.24,,1315483,7416478,-6100995,充电桩、文化传媒,-0.48,29041978,1492181784,0.710785,-3610870
300825,阿尔特,1.0,228052,-0.86,16.25,1141789,0.31,,1141789,10428264,-9286475,换电站、机器人概念,1.18,50751673,6570348076,0.565993,0
301215,中汽股份,4.9,320742,0.16,6.22,-115609,0.81,,-115609,5973306,-6088915,车路云、汽车零部件,0.65,35250997,2364833760,0.511913,0
000757,浩物股份,1.4,337410,0.24,4.08,-340756,-1.21,,-340756,552146,-892902,网约车、华为汽车,-1.45,19197012,1292191731,0.627926,0
000996,中期退,4.3,210678,-0.68,4.45,-1553918,0.91,,-1553918,1918432,-3472350,白酒、酿酒,1.6,20885901,1236788188,0.47014,0
600822,上海物贸,0.1,164450,-0.32,12.72,-10642888,0.24,,-10642888,11146459,-21789347,上海、新能源汽车,0.55,117232309,1997787686,0.567455,0
600653,申华控股,0.4,267129,0.0,1.98,-17832718,-1.49,,-17832718,7656902,-25489620,汽车服务、汽车零部件,-1.49,58789825,3014148326,0.551546,0
600335,国机汽车,0.4,178281,0.12,8.27,-21359204,-1.08,,-21359204,22451859,-43811063,国有企业、特斯拉概念,-1.19,115209525,3869810538,0.861375,-2958371
