股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
002227,奥特迅,0,0,0,12.52,80493400,10.02,首板,80493400,104533172,-24039772,电源、充电桩,5.39,204099244,1512712482,1.46612,50129976
002364,中恒电气,0,0,0,16.9,65271407,2.42,,65271407,365258605,-299987198,阿里系AI、储能,4.84,1351013670,6051331778,0.986948,9077172
002334,英威腾,0,0,0,10.2,33772041,-0.58,,33772041,751199698,-717427657,数据中心、光储充一体化,-2.67,1807114702,7169639265,1.08899,21227749
300040,九洲集团,0,0,0,6.44,16156236,1.42,,16156236,79513334,-63357098,绿色电力、电气设备,2.06,380603813,2799060200,1.99549,0
300118,东方日升,0,0,0,11.63,6973268,-3.0,,6973268,68345154,-61371886,光伏、光伏组件,-3.24,346859322,9956432009,0.851651,-3105668
002623,亚玛顿,0,0,0,15.19,1762630,-2.19,,1762630,4016529,-2253899,光伏玻璃、光储充一体化,-2.19,38212089,1541240092,1.00769,0
002860,星帅尔,0,0,0,10.35,-563849,-2.27,,-563849,4886074,-5449923,家电、光储充一体化,-1.43,44060286,1759797884,0.681745,0
300320,海达股份,0,0,0,9.71,-922459,-2.61,,-922459,19099928,-20022387,光伏、光储充一体化,-2.12,108320118,3945569792,0.688724,0
002339,积成电子,0,0,0,7.63,-1110654,-0.26,,-1110654,81492134,-82602788,充电桩、光伏,-0.13,396462469,3036042668,1.23632,0
300062,中能电气,0,0,0,5.5,-1280402,-1.61,,-1280402,8948146,-10228548,光储充一体化、光伏,-1.08,84774242,1810664998,0.765007,0
300317,珈伟新能,0,0,0,3.74,-1366401,-2.09,,-1366401,25901059,-27267460,光伏EPC、固态电池,-3.36,192093600,2139655057,2.38142,0
300712,永福股份,0,0,0,24.45,-3758900,-3.01,,-3758900,10238378,-13997278,锂电池、光伏,-2.55,67192675,2217539018,0.899806,0
002350,北京科锐,0,0,0,6.52,-4381458,-2.25,,-4381458,7543940,-11925398,电气设备、储能,-1.81,74364928,2141857161,0.646674,0
300976,达瑞电子,0,0,0,66.96,-4712547,-6.56,,-4712547,18676650,-23389197,消费电子、三季报增长,-5.54,134799003,3420931333,0.940779,0
300160,秀强股份,0,0,0,5.31,-6267989,-2.57,,-6267989,3690792,-9958781,分布式光伏、光伏,-3.28,65977339,2387226939,1.16354,0
002927,泰永长征,0,0,0,14.08,-8270493,-3.23,,-8270493,11658763,-19929256,电源、汽车零部件,-2.9,143025404,1285673768,0.863488,0
300376,ST易事特,0,0,0,3.61,-12263821,-2.7,,-12263821,8472811,-20736632,ST板块、第三代半导体,-2.7,63765640,3599845632,0.74571,0
300648,星云股份,0,0,0,27.09,-14308387,-4.78,,-14308387,55307282,-69615669,固态电池、工商业储能,-4.28,289184879,2204454089,0.812224,0
002328,新朋股份,0,0,0,6.49,-20945939,-5.67,,-20945939,47316673,-68262612,储能、军工,-5.12,228899286,3276000200,0.518716,1844493
002598,山东章鼓,0,0,0,11.24,-22158034,-4.34,,-22158034,47116493,-69274527,机器人概念、储能,-3.19,305091333,2038617664,0.994917,0
002272,川润股份,0,0,0,10.22,-51298570,-7.93,,-51298570,79646326,-130944896,液冷服务器、光伏,-7.76,592408441,3620249942,0.441912,-4154107
002518,科士达,0,0,0,26.34,-67619828,-6.53,,-67619828,94658596,-162278424,电源、PCS设备,-4.91,572463887,6033976854,0.570503,-9118713
300222,科大智能,0,0,0,11.22,-91437737,-7.58,,-91437737,105734667,-197172404,机器人概念、汽车类,-6.5,594845654,6576365237,0.83636,-3222668
603920,世运电路,0,0,0,32.17,-154413907,-7.24,,-154413907,406651211,-561065118,机器人概念、光储充一体化,-4.26,1479604445,12971941926,1.04107,-35489265
