股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
000858,五粮液,0.9,15071505,-0.14,142.59,118199098,0.24,,118199098,888688856,-770489758,白酒、地方国企,0.38,2261267887,220844867654,0.936668,-37683320
000568,泸州老窖,1.9,8647392,0.01,175.82,38715569,0.04,,38715569,345920735,-307205166,白酒、地方国企,0.03,1060963071,126433846293,0.623715,4896171
600600,青岛啤酒,1.2,1736000,-0.3,80.4,26900597,0.2,,26900597,94825487,-67924890,啤酒、地方国企,0.5,384797790,56657752486,0.810568,-3052845
603369,今世缘  ,0.8,1979040,-0.93,53.88,7841385,0.34,,7841385,71521729,-63680344,白酒、地方国企,1.28,364777826,37353756354,1.08255,10725691
600132,重庆啤酒,0.7,1995500,-0.76,65.6,7686707,0.15,,7686707,71518700,-63831993,啤酒、并购重组,0.92,314389834,10574762158,0.640441,10064990
600199,金种子酒,0.7,1355212,-0.39,15.46,5003162,0.65,,5003162,33507801,-28504639,白酒、股权转让,1.05,194696340,7418505744,0.563941,0
603198,迎驾贡酒,0.5,946150,-0.7,63.65,4944613,-0.47,,4944613,24347509,-19402896,白酒、三季报增长,0.24,226083011,12920950000,0.776706,0
000848,承德露露,0.1,252480,-0.13,7.92,2604770,0.25,,2604770,11626001,-9021231,食品饮料、高股息,0.38,70862458,4868618175,1.00913,0
603919,金徽酒  ,0.3,145600,-0.48,20.9,2424036,0.0,,2424036,7829463,-5405427,白酒、股权转让,0.48,67295091,4542228091,0.770574,0
000799,酒鬼酒,0.5,976000,-0.25,61.69,1369217,0.88,,1369217,73461660,-72092443,白酒、国有企业,1.13,317832849,13815544951,0.759713,2196068
600197,伊力特  ,0.2,152228,0.0,20.12,1347594,0.45,,1347594,12200550,-10852956,白酒、地方国企,0.45,83604337,5532720629,0.718447,0
603779,威龙股份,4.3,2499450,1.71,9.3,1283788,-0.43,,1283788,16602645,-15318857,年报增长、股权转让,-2.11,101068334,1832577899,0.646651,0
605388,均瑶健康,1.1,161589,0.57,8.95,1264741,1.94,,1264741,4543250,-3278509,食品饮料、多胎概念,1.36,38599459,1270720821,0.710085,0
002461,珠江啤酒,0.6,230652,0.0,7.66,1155094,-1.03,,1155094,3539712,-2384618,年报增长、地方国企,-1.03,63166494,2689055283,0.828133,0
600696,岩石股份,0.5,233160,-0.22,13.5,927319,0.52,,927319,3686957,-2759638,白酒、酿酒,0.75,65430153,1968497426,0.534021,0
600300,维维股份,0.8,647838,-0.36,2.77,519243,-1.07,,519243,11988389,-11469146,年报增长、食品饮料,-0.72,58883938,2803484960,0.803621,0
603711,香飘飘  ,13.0,525042,0.94,13.79,165713,0.22,,165713,1975271,-1809558,食品饮料、股权转让,-0.72,39272317,1284982578,0.985064,0
000729,燕京啤酒,1.6,632472,0.0,8.68,30528,-0.91,,30528,17338922,-17308394,啤酒、年报增长,-0.91,146330545,10327398814,0.775265,0
601579,会稽山  ,1.0,471334,-0.43,9.29,-271412,-0.11,,-271412,468204,-739616,黄酒、三季报增长,0.32,26151933,1841178976,0.613249,0
603156,养元饮品,1.2,448574,-0.08,24.93,-609309,-0.6,,-609309,4304090,-4913399,食品饮料、高送转,-0.52,87526634,12843971574,0.649132,0
300997,欢乐家,0.3,230690,0.82,13.69,-1029224,1.71,,-1029224,4947974,-5977198,食品饮料、电子商务,0.88,58958698,1197875000,0.755643,0
000596,古井贡酒,3.1,1609796,-0.73,221.51,-1149393,1.09,,-1149393,85520750,-86670143,白酒、并购重组,1.82,418045122,30759750419,1.17618,-11624714
000929,兰州黄河,0.4,344310,0.44,6.87,-1207313,0.0,,-1207313,1520349,-2727662,实控人变更、啤酒,-0.43,43925071,938505397,0.556029,0
600962,国投中鲁,0.2,68524,0.33,9.2,-1271228,-0.33,,-1271228,4124204,-5395432,食品饮料、国有企业,-0.65,29064144,1335068960,0.755676,0
000869,张裕Ａ,0.8,103275,-0.22,22.92,-1379049,-0.35,,-1379049,2161093,-3540142,食品饮料、酿酒,-0.13,32784650,2477759232,0.73989,0
605198,安德利  ,1.7,40660,0.15,20.3,-1485059,0.0,,-1485059,315570,-1800629,食品饮料、超跌,-0.15,9970994,415437716,0.695108,0
605337,李子园  ,0.1,42920,0.61,11.45,-1503015,-0.69,,-1503015,605598,-2108613,小红书概念、平台经济,-1.29,30242365,1832174084,0.758927,0
000752,ST西发,0.9,113661,-0.15,6.51,-1750465,-1.06,,-1750465,1418896,-3169361,ST板块、年报增长,-0.91,15365735,1211248799,0.372849,0
002646,天佑德酒,0.2,178557,0.0,11.27,-1878096,0.36,,-1878096,1818429,-3696525,白酒、元宇宙,0.36,53095317,3069086516,0.791639,0
600084,中信尼雅,0.2,33696,-0.64,6.24,-2158522,-0.64,,-2158522,1014752,-3173274,机器人概念、国有企业,0.0,18857347,3194103436,0.589645,0
000995,皇台酒业,0.5,218240,0.0,12.35,-2200181,-0.4,,-2200181,1325000,-3525181,白酒、年报增长,-0.4,41302648,1764797658,0.622252,0
600543,莫高股份,1.8,610344,-0.76,5.16,-2755751,-1.34,,-2755751,3738372,-6494123,葡萄酒、农业,-0.58,22076986,1098406540,0.514563,0
600059,古越龙山,0.3,170676,0.0,8.64,-3599546,0.23,,-3599546,6530012,-10129558,黄酒、地方国企,0.23,90217685,4982775230,0.890971,0
600702,舍得酒业,1.1,4479300,-0.37,81.89,-5499445,0.73,,-5499445,170665160,-176164605,白酒、西部大开发,1.1,656110303,18931944214,0.77252,4254374
600779,水井坊  ,0.6,1019060,-0.04,50.32,-6319793,0.2,,-6319793,14466489,-20786282,白酒、年报增长,0.24,139114851,9064296503,0.73604,0
600559,老白干酒,0.6,1053504,0.05,18.91,-6827072,0.21,,-6827072,34613363,-41440435,白酒、股权转让,0.16,278515716,12635935173,0.712252,-3136417
000860,顺鑫农业,0.6,493430,-0.43,18.74,-9032436,0.59,,-9032436,23621854,-32654290,白酒、年报增长,1.02,159718526,8692630399,0.800962,0
603589,口子窖  ,0.5,1780750,-0.26,42.47,-9566380,-0.33,,-9566380,28278719,-37845099,白酒、电子商务,-0.07,235531794,17707289619,0.739843,0
600238,海南椰岛,0.5,1565190,-1.18,9.15,-9930368,-1.51,,-9930368,9639753,-19570121,海南、白酒,-0.33,109654954,3314782726,0.735079,0
