股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
601006,大秦铁路,0.4,456475,0.13,7.6,9679692,-1.81,,9679692,60896861,-51217169,国有企业、央企,-1.94,228710462,44256027825,0.86823,-5212657
600020,中原高速,4.3,488818,-0.53,3.68,9517795,-2.13,,9517795,14685620,-5167825,地方国企、基础建设,-1.6,60960613,3264703842,0.888558,0
600106,重庆路桥,0.3,69309,-0.22,4.74,9293199,4.41,,9293199,22848567,-13555368,基础建设、芯片,4.64,61869405,4640546921,1.80792,0
600350,山东高速,0.5,131502,-0.28,6.92,5418574,-2.4,,5418574,10504673,-5086099,股权转让、地方国企,-2.12,117555440,4366711620,1.41437,0
603069,海汽集团,0.5,453987,-0.72,21.05,3527814,0.81,,3527814,17580386,-14052572,免税、客运,1.54,100373879,3104667783,0.877828,0
600033,福建高速,3.0,280501,-0.32,3.12,3288508,-0.64,,3288508,11208535,-7920027,地方国企、基础建设,-0.32,40596946,3947376783,0.95934,0
002357,富临运业,4.0,444192,-0.3,6.74,2399333,0.0,,2399333,9710542,-7311209,网约车、成渝经济圈,0.3,46774148,1480135466,0.621187,0
600269,赣粤高速,1.0,368250,0.0,3.71,1695997,-1.07,,1695997,13385777,-11689780,年报增长、地方国企,-1.07,57729683,4545539876,1.00556,0
001965,招商公路,3.6,577485,0.0,9.37,1165975,-0.21,,1165975,6255718,-5089743,金融概念、基础建设,-0.21,79236635,11085027999,0.945638,0
601188,龙江交通,1.6,241927,-0.62,3.21,1051763,-1.23,,1051763,3257854,-2206091,网约车、股权转让,-0.62,23827034,1325608571,0.915077,0
600035,楚天高速,3.2,1414122,-0.71,4.16,1023270,-2.12,,1023270,16534117,-15510847,华为概念、地方国企,-1.42,80282490,3082778912,1.18585,0
601333,广深铁路,0.6,8513166,0.51,4.04,594449,3.32,,594449,169883143,-169288694,高铁、客运,2.8,831078164,12213433971,1.04696,6666273
000900,现代投资,2.8,351450,-0.7,4.23,571083,-1.4,,571083,3926021,-3354938,地方国企、基础建设,-0.7,39381276,3429992080,0.983561,0
000557,西部创业,1.2,135656,-0.36,5.49,512852,0.0,,512852,4478401,-3965549,股权转让、物流,0.37,34559597,4144714580,0.861707,0
600650,锦江在线,22.3,437080,-0.91,9.83,330853,-0.61,,330853,2501749,-2170896,无人驾驶、地方国企,0.31,30386859,1747771446,1.57317,0
000429,粤高速Ａ,0.3,100936,0.0,8.03,275983,-1.35,,275983,1128163,-852180,地方国企、国有企业,-1.35,24019882,4200729988,0.513418,0
002627,三峡旅游,0.5,44526,0.0,5.42,232108,-0.18,,232108,1490964,-1258856,旅游、并购重组,-0.18,15278709,2646809764,0.540044,0
600377,宁沪高速,2.9,772834,-0.81,9.8,145959,-1.01,,145959,3118392,-2972433,地方国企、基础建设,-0.2,54899106,4606216191,0.545027,0
600611,大众交通,1.0,212181,-0.93,3.14,85980,-3.09,,85980,7237051,-7151071,无人驾驶、智能交通,-2.18,53853271,3423293550,1.32805,0
600834,申通地铁,2.6,69554,0.0,8.37,0,-0.12,,0,0,0,EDA、芯片,-0.12,10828664,1658565694,0.746864,0
600561,江西长运,0.4,48024,0.19,5.15,-486155,-1.15,,-486155,0,-486155,国有企业、汽车类,-1.34,13410818,882587292,1.04391,0
601107,四川成渝,1.2,311406,-0.24,4.14,-515823,-2.13,,-515823,9498039,-10013862,西部大开发、成渝经济圈,-1.9,47285978,6205114435,1.51221,0
000548,湖南投资,10.3,405232,0.2,4.93,-783562,-0.4,,-783562,773892,-1557454,公路运营、房地产,-0.6,26725708,1666971222,1.04237,0
000755,山西高速,7.6,254664,-0.41,4.89,-790743,0.2,,-790743,1508097,-2298840,公路运营、绿色电力,0.62,25274750,1657830238,0.830477,0
600575,淮河能源,0.2,242121,0.0,2.53,-1253596,0.0,,-1253596,11773637,-13027233,火电、物流,0.0,49308053,3610413315,0.502575,0
600368,五洲交通,1.5,249060,0.24,4.11,-1346005,-1.91,,-1346005,11019158,-12365163,公路运营、地方国企,-2.14,68286254,2300849308,1.32326,0
000828,东莞控股,3.5,520238,0.21,9.23,-2122199,-0.97,,-2122199,1782201,-3904400,参股券商、汽车充电,-1.18,31825148,3182869170,0.978409,0
600548,深高速  ,0.2,128100,-0.22,9.07,-2205916,-1.09,,-2205916,1200723,-3406639,基础建设、并购重组,-0.87,46357085,3329317010,0.959147,0
001213,中铁特货,4.6,609140,0.0,4.57,-2631317,-0.22,,-2631317,11912784,-14544101,一带一路、物流,-0.22,55502932,3492967482,0.788041,3191361
601518,吉林高速,0.2,37800,0.0,3.44,-3595417,-1.71,,-3595417,1383530,-4978947,地方国企、基础建设,-1.71,28078839,1465870972,0.934778,0
600012,皖通高速,1.2,576610,-1.62,10.88,-7736132,-1.81,,-7736132,3382686,-11118818,并购重组、地方国企,-0.18,87217318,2577675351,0.812672,0
600125,铁龙物流,3.1,743436,0.16,6.31,-9666121,-1.56,,-9666121,25104851,-34770972,物流、国有企业,-1.71,132572416,5325689351,0.906385,-4686383
601816,京沪高铁,1.0,940210,-0.18,5.62,-12354293,-0.35,,-12354293,144053285,-156407578,客运、国有企业,-0.18,367061720,116138352513,0.760572,-13656387
