股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
601065,江盐集团,1.3,311328,0.45,11.69,12098210,4.1,,12098210,38217800,-26119590,核污染概念、食品饮料,3.63,195340691,1814251235,2.93144,0
600989,宝丰能源,2.6,459900,0.08,12.73,11195980,1.11,,11195980,49267931,-38071951,光伏、化工,1.03,205912899,27663680568,1.0113,10180128
002092,ST中泰,38.8,3840932,-2.54,6.41,8015128,-4.19,,8015128,95287269,-87272141,ST板块、病毒防治,-1.69,373816244,12740915376,4.15103,6131268
603299,苏盐井神,9.0,2138160,2.61,9.68,7143619,5.22,,7143619,40419113,-33275494,核污染概念、空气储能,2.54,180023080,2730183150,5.54263,0
002002,ST鸿达,9.4,1626812,-1.35,2.21,5237561,-0.9,,5237561,18872327,-13634766,ST板块、化工,0.45,104257821,5602716542,0.915979,0
000818,航锦科技,0.9,962234,0.62,31.55,4801726,2.6,,4801726,73945030,-69143304,算力、化工,1.97,246468455,15525816803,0.809681,3420284
002053,云南能投,1.6,353600,-0.91,10.84,4774235,-1.28,,4774235,10567037,-5792802,天然气、年报增长,-0.37,68889456,2797433897,1.29414,0
600955,维远股份,2.4,34865,-0.05,18.59,2622599,1.25,,2622599,4928016,-2305417,化工、锂电池,1.31,33426953,3718838652,1.9977,0
600929,雪天盐业,2.0,322028,0.82,7.61,2394522,3.4,,2394522,18967959,-16573437,化工、并购重组,2.56,97210204,3805891949,2.462,0
000510,新金路,0.0,94710,-0.86,5.94,1225366,2.59,,1225366,7749470,-6524104,石墨烯、化工,3.48,46820166,2998235809,1.85623,0
603213,镇洋发展,0.0,8568,0.0,12.39,1020862,1.23,,1020862,1020862,0,化工、制氢,1.23,10807682,1015756760,1.01942,0
600319,亚星化学,1.1,52395,0.6,5.06,903963,2.01,,903963,1567083,-663120,超跌、化工,1.4,14860067,1274315097,1.07791,0
002145,中核钛白,0.4,70060,-0.64,6.24,709704,0.0,,709704,12826756,-12117052,钛白粉、钒电池,0.65,59120499,10503227812,0.796726,0
000635,英力特,0.1,3316,0.0,8.44,689049,1.81,,689049,689049,0,国有企业、氢能源,1.81,20169788,1249481536,1.14759,0
001217,华尔泰,0.2,19414,-0.09,11.71,498620,2.45,,498620,1321699,-823079,化工、锂电池,2.54,15593676,1236241449,1.70654,0
600423,柳化股份,0.0,14122,0.0,3.16,478141,2.93,,478141,3129887,-2651746,化工、农业,2.93,21955110,1733388134,3.44436,0
002109,兴化股份,0.3,6645,-0.23,4.49,474668,1.13,,474668,2430721,-1956053,煤化工、化工,1.35,11417560,1450195661,0.667617,0
301256,华融化学,4.1,165401,-0.81,8.57,391871,-0.81,,391871,1174461,-782590,西部大开发、化工,0.0,26181951,1167234000,1.07628,0
600409,三友化工,3.8,252992,0.37,5.35,88410,0.19,,88410,7212812,-7124402,病毒防治、化工,-0.19,49697805,6126786442,0.935813,0
600844,丹化科技,0.0,65824,0.37,2.76,0,1.84,,0,0,0,煤化工、股权转让,1.47,10393556,1663674328,0.85726,0
600714,金瑞矿业,0.0,0,0.0,8.65,0,0.7,,0,0,0,化工、玻璃基板,0.7,8602940,1251208237,1.47194,0
603938,三孚股份,0.5,24895,-0.05,19.55,-190376,2.04,,-190376,2282552,-2472928,电子气体、有机硅,2.09,39723436,4021982576,0.950216,0
603067,振华股份,0.3,50688,-0.52,11.73,-234641,1.3,,-234641,2798548,-3033189,化工、钒电池,1.82,35715324,3681666053,0.728284,0
300927,江天化学,0.4,12584,-0.19,15.85,-341521,0.57,,-341521,0,-341521,并购重组、年报增长,0.76,11167410,664241534,0.878188,0
601568,北元集团,0.8,86112,-0.18,5.53,-502823,0.0,,-502823,966659,-1469482,烧碱、化工,0.18,17999694,7818741058,1.06679,0
600075,新疆天业,1.4,139175,-0.21,4.75,-704973,-0.21,,-704973,5264939,-5969912,电石、年报增长,0.0,39548665,4084309698,1.09445,0
000691,亚太实业,5.2,51030,0.5,4.13,-835155,2.48,,-835155,0,-835155,化工、股权转让,1.98,28290787,1041837248,1.54723,0
600746,江苏索普,2.1,71613,0.0,6.67,-991498,1.52,,-991498,0,-991498,化工、年报增长,1.52,15719419,4567603883,1.28998,0
000545,金浦钛业,0.8,66638,0.0,2.89,-1089117,1.05,,-1089117,1771250,-2860367,钛白粉、化工,1.05,24951466,1870595791,1.63217,0
600935,华塑股份,41.3,434656,0.27,3.73,-1103716,-0.53,,-1103716,327867,-1431583,有机硅、化工,-0.8,15403001,3445963449,0.9723,0
000990,诚志股份,0.4,98532,-0.13,7.76,-1193179,-0.89,,-1193179,4967462,-6160641,人造肉、食品饮料,-0.77,50779138,4391151806,1.22395,0
300891,惠云钛业,1.2,102786,0.11,9.24,-1324800,-0.11,,-1324800,970990,-2295790,钛白粉、化工,-0.22,22552364,1407208319,1.33735,0
600610,中毅达  ,14.0,18620,0.0,13.43,-1378582,0.98,,-1378582,2208642,-3587224,国有企业、磷化工,0.98,25363962,6025708272,0.924463,0
002274,华昌化工,1.9,19768,-0.42,7.09,-1416536,0.0,,-1416536,4863705,-6280241,化工、氢燃料电池,0.42,36773778,3991664837,1.74298,0
300082,奥克股份,1.7,18375,0.0,7.45,-1505061,1.36,,-1505061,321406,-1826467,固态电池、光伏EPC,1.36,20107921,2368793129,0.861147,0
301118,恒光股份,3.1,55924,-0.16,26.16,-1531624,2.75,,-1531624,2920039,-4451663,金属锗、化工,2.91,26942540,1181261401,1.71084,0
301069,凯盛新材,5.6,274950,0.0,23.5,-1536009,0.0,,-1536009,1715078,-3251087,PEEK、氯化亚砜,0.0,30967842,3300340000,0.676275,0
002748,ST世龙,2.1,69520,0.81,8.79,-1569739,1.97,,-1569739,854981,-2424720,ST板块、氯化亚砜,1.15,16463072,976481100,1.0288,0
000707,双环科技,0.5,38352,0.0,8.1,-2365755,1.38,,-2365755,2802388,-5168143,纯碱、并购重组,1.38,52374846,2811583625,1.18036,0
002386,天原股份,0.0,146496,0.62,6.55,-2615866,0.77,,-2615866,3692793,-6308659,磷化工、股权转让,0.15,31214020,5132786997,1.09985,0
003017,大洋生物,1.3,78528,0.37,32.42,-2811090,-0.55,,-2811090,3812791,-6623881,医药、化工,-0.92,25294884,1374408293,1.09811,0
601216,君正集团,0.9,203034,0.0,4.12,-3031851,0.24,,-3031851,8839352,-11871203,蚂蚁金服概念、化工,0.24,68249543,13056309355,1.12549,0
600623,华谊集团,1.4,81408,0.0,6.31,-3108331,-0.79,,-3108331,2487920,-5596251,汽车类、汽车零部件,-0.79,30943881,4057699087,1.14884,0
002136,安纳达,0.7,75344,0.09,11.1,-3279812,0.27,,-3279812,547000,-3826812,钛白粉、磷酸铁锂,0.18,30090961,1661513610,1.47874,0
600618,氯碱化工,0.0,59466,-0.44,8.96,-3453940,-0.99,,-3453940,0,-3453940,化工、氟化工,-0.55,21389159,1890154380,1.17061,0
601678,滨化股份,20.2,508184,1.11,4.54,-4333174,0.44,,-4333174,1971961,-6305135,化工、光伏,-0.66,31368203,8135820609,0.892432,0
002469,三维化学,0.8,42840,-0.17,6.0,-5702319,0.67,,-5702319,6102228,-11804547,煤化工、光热发电,0.84,44754132,2890444507,1.09566,0
600367,红星发展,0.7,1415456,-1.45,14.38,-5848002,-0.48,,-5848002,14797821,-20645823,化工、金属锰,0.98,135410623,2705622101,0.499321,0
000830,鲁西化工,1.1,480700,-0.48,10.52,-6454433,0.19,,-6454433,12087537,-18541970,化工、煤化工,0.67,89485922,10228113546,0.668599,0
603227,雪峰科技,2.1,193116,0.47,8.29,-7730092,-1.66,,-7730092,14129065,-21859157,实控人变更、并购重组,-2.13,91652417,3786759855,1.6112,-3304326
000822,山东海化,7.2,509952,-0.45,6.66,-8370933,-0.15,,-8370933,7405307,-15776240,纯碱、并购重组,0.3,65258992,3556805017,1.84856,0
600277,ST亿利  ,1.4,463507,0.0,3.21,-9838319,0.63,,-9838319,9854389,-19692708,化工、光伏,0.63,75315183,6014905556,0.740504,0
000683,远兴能源,0.4,154160,-0.61,6.91,-13332090,4.7,,-13332090,90062829,-103394919,化工、并购重组,5.34,435350614,17191186981,1.59968,-8890121
600722,金牛化工,0.5,3402090,-0.96,4.96,-16073146,-4.62,,-16073146,19590498,-35663644,化工、年报增长,-3.69,122128628,1483737591,1.70289,0
600328,中盐化工,5.3,2271425,0.33,12.12,-23113719,0.92,,-23113719,37908003,-61021722,化工、国有企业,0.58,194590245,6915153641,1.40893,-2056203
002601,龙佰集团,1.1,323785,0.0,16.32,-79405859,2.32,,-79405859,120755882,-200161741,化工、有色金属,2.32,451830559,18942540368,2.03209,-133103527
