股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,0.013,866238,6007765,1609833,-743595,1.531,115732448566,-0.319,-27106001,693618209,74128606,-101234607,0.658,115456986396
881102,养殖业,-0.365,-4742889,40616042,9450918,-14193807,4.09,402993115824,0.702,-23749300,4654694461,1091372657,-1115121957,1.136,408099207893
881103,农产品加工,-0.16,9847499,50203913,25734473,-15886974,11.458,274178593103,0.295,109578534,3188523002,674070600,-564492066,0.948,276663280016
881104,农业服务,-0.573,0,2762791,0,0,2.34,48587843809,-0.017,-9135689,400332391,38398595,-47534284,0.763,48780534578
881105,煤炭开采加工,0.068,1206970,21524310,4622401,-3415431,0.71,1629256556206,-0.008,16223102,4966651877,979824778,-963601676,0.618,1633019742739
881106,石油矿业开采,0.001,692238,7453931,1994099,-1301861,0.755,1819919687989,-0.16,-85590490,1821674644,484503623,-570094113,0.824,1830866593295
881108,化学原料,-0.113,678633,10728725,1885933,-1207300,0.719,507197990836,-1.025,-76619451,2913118861,434515618,-511135069,0.763,502992828306
881109,化学制品,-0.157,7154343,82706107,17720299,-10565956,1.167,1608351826077,-0.82,-700994303,15163860442,2531661807,-3232656110,0.761,1597295017228
881110,化工合成材料,-0.274,1423218,36272078,4406646,-2983428,1.078,457683557145,-0.476,-54062962,5632693210,707525424,-761588386,0.815,455803409832
881111,化工新材料,-0.199,602492,4975811,912000,-309508,0.52,411529878670,-0.917,-37965213,1679197242,186335576,-224300789,0.664,411744407475
881112,钢铁,-0.214,-1645008,14779276,1335651,-2980659,0.79,710043701854,-0.472,-8607360,2805287089,608961077,-617568437,0.686,710039142239
881113,有色冶炼加工,-0.375,6940455,177824155,66426877,-59486422,1.813,2110555916919,0.417,-378395620,27818166663,7380665515,-7759061135,0.846,2137355396876
881114,金属新材料,-0.46,-317447,10817873,2504250,-2821697,0.957,113939506622,0.21,-53504277,1606230602,208754492,-262258769,0.741,114822599598
881115,建筑材料,-0.152,1393400,13344107,1393400,0,1.167,507415286368,-0.514,-97238183,3111079003,309746630,-406984813,0.67,505631460439
881116,建筑装饰,-0.154,-3340866,63662225,12897074,-16237940,1.525,1282042081189,-0.071,-303800330,9872894974,1922267353,-2226067683,0.811,1282913010458
881117,通用设备,-0.159,5062788,51747405,11083293,-6020505,1.357,537888754281,0.002,-50735343,8108258306,1105530571,-1156265914,0.731,537245241219
881118,专用设备,-0.251,-1942404,44277342,2811314,-4753718,0.743,1091913673252,-0.523,-270054843,11624542683,1433380123,-1703434966,0.772,1081430105153
881119,仪器仪表,-0.229,168618,11641882,1591322,-1422704,1.127,104655766283,0.264,-55800318,1833992965,246784244,-302584562,0.625,105593045781
881120,电力设备,-0.137,11252415,218802619,54577760,-43325345,1.103,3658598134791,0.207,1018989471,48506184243,11000641802,-9981652331,0.818,3701442933098
881122,光学光电子,-0.013,17799798,108482774,44494755,-26694957,1.491,748595157097,0.991,412427884,16388334896,4445815819,-4033387935,0.966,761304740755
881124,消费电子,-0.042,13223889,138840048,47680896,-34457007,0.989,1563685111535,2.024,821017592,35146864095,9603823581,-8782805989,1.077,1613132968700
881126,汽车零部件,-0.352,6262075,261558744,77483286,-71221211,2.971,1348004184014,-0.042,-465545969,23667726166,3841579923,-4307125892,0.881,1350091515176
881127,非汽车交运,-0.388,-4952425,26326042,4647827,-9600252,1.456,432042891137,0.445,-120249726,3100841354,438909681,-559159407,0.816,432498078506
