股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.047,-788754,5397864,336525,-1125279,1.357,118428583036,-0.391,-58083561,1109009745,114414526,-172498087,1.044,117271561398
881102,养殖业,0.115,1571095,9565953,2337154,-766059,1.963,350095209258,-0.31,-44531856,2296795878,412447233,-456979089,1.211,348044923732
881103,农产品加工,0.067,-1645611,24201604,4406719,-6052330,4.297,259834318472,-0.592,-71731391,2543260047,347593483,-419324874,1.181,257092991071
881104,农业服务,0.179,-552837,2438235,339624,-892461,3.918,45843180141,-0.799,-13691652,372264562,43116510,-56808162,1.34,45368793060
881105,煤炭开采加工,-0.034,-1092386,12557229,2594102,-3686488,0.588,1428410122197,0.038,-98153350,4250919608,705895306,-804048656,0.941,1435313570667
881106,石油矿业开采,0.274,123245,11691648,4420335,-4297090,1.156,1385134455694,0.446,49337784,1579249433,476066529,-426728745,0.734,1393165173002
881108,化学原料,0.115,-319919,6636347,0,-319919,0.591,444444280817,0.061,-64139531,2538969579,285174585,-349314116,0.857,443082273288
881109,化学制品,0.163,17395848,110113373,33948953,-16553105,2.065,1482175740104,0.356,4972200,16106978282,2734688299,-2729716099,1.098,1475193196561
881110,化工合成材料,0.116,733030,20677628,1707642,-974612,0.976,430811075600,0.255,-79034968,4409048656,513007626,-592042594,0.827,427803428872
881111,化工新材料,0.022,0,2321724,0,0,0.47,361117939456,-0.177,-11059638,1272017378,191890951,-202950589,1.031,357929314213
881112,钢铁,0.079,-314259,11302856,1293895,-1608154,1.37,619921488146,-0.252,-89987617,2826213192,559775830,-649763447,1.16,616933201517
881113,有色冶炼加工,0.249,-1755919,67165292,12024626,-13780545,1.162,1739625447879,0.15,-211596156,14770325633,3104768330,-3316364486,0.803,1732291083031
881114,金属新材料,0.172,990639,4783351,990639,0,1.185,106582370099,1.074,52969377,1193844146,189478659,-136509282,1.005,107210892671
881115,建筑材料,-0.021,-1545925,25033232,983481,-2529406,1.976,449477316415,-0.296,-243338252,4581996243,603999014,-847337266,0.999,444056723711
881116,建筑装饰,0.018,-9531848,77960786,17869267,-27401115,1.068,1146424131357,0.092,-221967625,9533944573,2039392055,-2261359680,0.927,1147088936079
881117,通用设备,0.103,16509279,113128164,54108661,-37599382,2.593,528247391827,0.997,-107992818,9741002568,1364731362,-1472724180,0.933,531731694112
881118,专用设备,0.221,-2944069,81107405,19010924,-21954993,1.649,1034686028321,1.122,-88896981,12558203247,1543896389,-1632793370,1.121,1041485486713
881119,仪器仪表,0.065,-332893,7822752,368358,-701251,1.174,107594659011,1.394,-31862619,1994230017,256000768,-287863387,0.945,108696441955
881120,电力设备,0.201,40478910,266677976,106360063,-65881153,2.247,3637656893722,0.856,-118649107,40416928333,7444247034,-7562896141,0.983,3623032174078
881122,光学光电子,-0.004,-98198931,512665712,208189144,-306388075,7.101,711693669799,1.437,9039129,17550286803,4302238471,-4293199342,1.025,721600798691
881124,消费电子,-0.101,-4068232,165001441,47901823,-51970055,1.825,1301233281490,1.136,-32932471,18099330193,3714649979,-3747582450,0.729,1315980835580
881126,汽车零部件,0.064,-15446515,179317617,63796267,-79242782,2.154,1260893126602,0.702,-310103264,17963711957,2924829954,-3234933218,0.981,1268736644461
881127,非汽车交运,0.426,-920055,25782921,4718852,-5638907,3.254,404396369294,0.999,5193769,3309392338,435123357,-429929588,1.186,407227795896
881128,汽车服务及其他,0.742,926655,9441284,2903836,-1977181,4.07,42506379348,0.557,5379515,523496539,69439760,-64060245,1.145,42508752069
881129,通信设备,-0.018,-879490,119493773,40277714,-41157204,3.836,737507395543,2.548,669076578,18955847270,4682027921,-4012951343,1.216,754642041316
881131,白色家电,0.12,39241,31699897,6760125,-6720884,1.146,968256774106,0.742,-89868578,6210781223,1494951861,-1584820439,0.87,971031952006
881132,黑色家电,0.343,1107276,7338611,1107276,0,0.678,96119121745,1.858,100959459,2820715142,560764011,-459804552,1.007,97452870712
881133,饮料制造,0.108,5006256,76564358,35343917,-30337661,1.663,3219149337342,0.612,36899558,9395395346,2191180592,-2154281034,1.158,3233608793719
881134,食品加工制造,0.034,-103235,17882053,3398256,-3501491,1.385,767823688586,0.013,-86828640,4198019129,561719481,-648548121,0.888,768421029073
881135,纺织制造,0.416,-939363,17452880,2534038,-3473401,5.412,167096965133,0.359,-28127864,1131910007,90739673,-118867537,1.234,167224344114
881136,服装家纺,0.33,100696,15665670,3350629,-3249933,1.571,201108760396,0.58,41571662,2236684517,297938648,-256366986,0.947,200821251953
881137,造纸,-0.012,0,2220980,0,0,0.704,121245931480,0.145,-42279205,889788547,108016394,-150295599,1.101,121160268293
881138,包装印刷,0.021,344606,11129962,1025015,-680409,1.179,124964364489,0.056,-21150070,1685232794,173248219,-194398289,0.786,124834238077
881139,家居用品,0.176,-2151397,17661600,1163244,-3314641,1.209,414054668717,0.537,-70095012,3131116644,231105463,-301200475,0.8,413796992593
881140,化学制药,0.404,10354648,110070916,43931586,-33576938,4.509,1348044020880,-0.146,-261534544,12352490192,1939148824,-2200683368,1.157,1339069705926
881141,中药,0.197,4087067,50237260,11973887,-7886820,2.416,801633440511,-1.152,-515607625,8925547221,1341671384,-1857279009,1.218,784893795627
881142,生物制品,0.202,0,8480074,0,0,0.929,574795575448,0.006,-116876849,3285219602,385885477,-502762326,1.033,574147830408
881143,医药商业,-0.134,44772095,175472821,102349426,-57577331,6.312,243397473683,-2.094,-50498806,4078140227,705171419,-755670225,0.905,238781769204
881144,医疗器械,0.307,204584,152744755,60630861,-60426277,9.195,1000491297038,-0.083,-171042893,8986438750,1290043559,-1461086452,1.346,999138643374
881145,电力,-0.028,-1921814,33533084,6513758,-8435572,1.264,2651680974175,0.005,-162137774,10696066083,2455287953,-2617425727,1.002,2642677648301
881146,燃气,-0.098,3708320,12643229,6995792,-3287472,4.412,176953393934,0.001,-1611346,1079118488,136472513,-138083859,0.966,177765661811
881147,环保工程,0.11,-659740,23117128,3349721,-4009461,2.684,316605864186,0.572,-57205470,3132010544,538969049,-596174519,1.031,316257850482
881148,港口航运,0.175,-974480,15781881,3235790,-4210270,1.723,771916204791,-0.502,-28006782,2770294746,452603695,-480610477,1.013,764645464724
881149,公路铁路运输,-0.563,-17926878,68100691,17575832,-35502710,2.423,765985415304,-0.257,-172346306,2731668919,533360117,-705706423,0.59,764927470603
881150,公交,-2.345,-19151588,57598688,15929173,-35080761,4.188,35436785214,0.226,29546121,803296117,263907765,-234361644,0.251,35887056841
881151,机场航运,-0.066,317137,4708536,643338,-326201,1.337,454642748552,-0.947,-189706189,2474947940,487251555,-676957744,1.633,449123530274
881152,物流,0.235,900448,25130487,9182986,-8282538,1.48,512504971398,-0.055,-56362906,3118415618,377771680,-434134586,1.012,509381233083
881153,房地产,0.13,774117,31467009,3844095,-3069978,1.168,779861452142,-0.905,-189748981,6421566461,1359360978,-1549109959,0.785,770823643834
881154,园区开发,0.269,646364,4511704,1057280,-410916,1.585,109924180065,-0.544,46299384,1114246759,225198935,-178899551,1.558,109897012430
881155,银行,0.059,-3681187,57276788,15110324,-18791511,0.819,7630067045466,0.668,407813352,16484467508,6700398734,-6292585382,0.928,7710746940430
881156,保险,0.072,-7900656,120246948,43934089,-51834745,7.654,2047434832365,-1.2,-119762331,7381542395,1589353755,-1709116086,1.401,2037582290456
881157,证券,-0.05,-18514170,146435074,51310016,-69824186,4.502,1977928461823,-0.803,-893671144,14703112249,3800762523,-4694433667,1.179,1966539592493
881158,零售,0.305,9605680,86703235,34155286,-24549606,3.278,483492838117,-0.294,-342816872,6181277209,1185895707,-1528712579,1.057,479031176908
881159,贸易,0.246,-676001,17261851,2784079,-3460080,3.948,62622124419,1.131,-70685952,838359148,116124732,-186810684,1.392,63043650594
881160,旅游及酒店,-0.542,911571,30846982,10193475,-9281904,3.347,103441332127,-2.479,-185729828,2549122403,327601801,-513331629,1.346,101390686928
881161,酒店及餐饮,-0.743,-364886,6971707,659544,-1024430,4.225,56368557367,-2.708,-53556001,853540428,59172207,-112728208,1.596,55242459543
881162,通信服务,-0.129,-293043,43104651,12762857,-13055900,3.189,495128702805,1.685,-80577000,6183363310,1183611979,-1264188979,0.949,501268427914
881163,计算机应用,0.183,-963405,143511909,24674358,-25637763,1.302,1484850336796,2.357,825523676,35695958574,6509751875,-5684228199,1.08,1517801935311
881164,文化传媒,0.203,1457081,54316871,6434157,-4977076,1.197,976656839952,1.114,-153708831,14743179996,2302852394,-2456561225,0.905,985797869534
881165,综合,-0.119,-3236947,24693555,1809453,-5046400,5.266,163568407755,-0.322,-57392641,1562624291,226736965,-284129606,1.217,162002341432
881166,军工装备,0.106,-2847100,41048315,2485785,-5332885,0.905,1349435694050,0.675,-183705040,12410746046,1753418593,-1937123633,0.955,1354653115174
881167,非金属材料,-0.072,0,994828,0,0,0.421,56087521795,-0.123,4776538,459307721,43754234,-38977696,0.892,55923739333
881168,工业金属,0.26,461605,30623992,7148401,-6686796,0.831,953193407692,0.22,23359989,7591933193,1705150715,-1681790726,0.863,948823552138
881170,小金属,0.354,1773676,33711450,5095320,-3321644,1.205,623161656382,0.216,-171435489,6976601593,1209727363,-1381162852,0.856,619811916019
881171,自动化设备,0.09,442073,22560233,4434048,-3991975,1.639,481646774397,1.073,38317042,5867760709,813378056,-775061014,0.99,487680339555
881172,电子化学品,0.068,-135308,14201904,1434774,-1570082,1.57,169527394674,1.066,-3056056,2625439290,316786077,-319842133,1.041,171489547001
