股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.309,1724364,23888019,10133253,-8408889,1.614,135348554064,-3.778,-137212219,2366982325,345543403,-482755622,0.499,131116847861
881102,养殖业,-0.67,-23107564,120900510,32831708,-55939272,4.374,399192241621,-4.234,-275521292,7108487728,1546996099,-1822517391,0.678,387367942402
881103,农产品加工,-0.641,-19734039,72919969,9193159,-28927198,1.815,304854383239,-2.759,-283599090,6865619089,1326426258,-1610025348,0.684,298983188634
881104,农业服务,-0.044,735999,4079016,735999,0,0.918,52844895403,-3.688,-32479769,929844808,125715519,-158195288,0.604,50720183205
881105,煤炭开采加工,0.238,-6630277,142581825,50238519,-56868796,2.538,1691777261305,-3.261,-338835871,13791010849,3145341375,-3484177246,0.75,1652549710163
881106,石油矿业开采,0.658,-12838189,47902708,14655903,-27494092,1.615,1569236564894,-0.105,29379688,4310878789,1365293704,-1335914016,0.591,1542732629590
881108,化学原料,-0.007,361077,25361803,3780116,-3419039,0.542,533821243124,-3.29,-264024257,6360716342,968092665,-1232116922,0.534,516278018877
881109,化学制品,-0.312,-19263588,193236923,45379679,-64643267,1.147,1783879133403,-3.368,-1250463491,30677539961,5747766238,-6998229729,0.561,1728996604160
881110,化工合成材料,-0.19,16267861,96676306,46439833,-30171972,1.169,511634223813,-3.955,-1135046150,14340487523,2898287761,-4033333911,0.703,494799417901
881111,化工新材料,0.157,-317532,13953794,4788931,-5106463,0.471,435109139566,-3.626,-145052808,4040351654,799545920,-944598728,0.56,419022772783
881112,钢铁,-0.104,-656902,62306454,19776408,-20433310,0.97,753643848692,-1.903,-32101751,10035883841,2843965487,-2876067238,0.545,741834935817
881113,有色冶炼加工,0.311,-2677102,338636568,172863158,-175540260,1.144,2141931596448,-2.746,-1584723817,42501129257,11393130527,-12977854344,0.558,2091456380935
881114,金属新材料,-0.297,-7672553,38629160,5590219,-13262772,1.26,132137082311,-4.948,-288493584,3853589654,673883305,-962376889,0.628,126116530125
881115,建筑材料,-0.038,-30632999,206256952,74843296,-105476295,1.782,555063035094,-2.224,-596378436,12341368096,2204247102,-2800625538,0.614,545861573110
