股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.296,-877461,16053859,3638402,-4515863,1.425,146307259481,-0.104,-114728359,2668093056,517079407,-631807766,0.811,145869553718
881102,养殖业,-0.216,-1436738,19121961,2771094,-4207832,1.052,396992277018,0.582,16573174,4359574556,1058369226,-1041796052,0.853,399521210160
881103,农产品加工,-0.197,-16398277,73542670,20924151,-37322428,4.19,322105128242,-0.03,-631730870,5679554901,1009523800,-1641254670,1.022,322684718566
881104,农业服务,0.39,-1384275,37297263,18628137,-20012412,8.504,59481529228,0.892,113281382,1548782840,572367762,-459086380,1.425,59709254280
881105,煤炭开采加工,-0.307,-6504005,43598200,6301921,-12805926,2.073,1603864501601,-0.107,8750000,7939434020,1956873559,-1948123559,0.91,1615228487598
881106,石油矿业开采,0.705,8237319,34035070,17678502,-9441183,1.564,1464858573213,0.211,-79025381,2563581276,705692309,-784717690,0.533,1464320312909
881108,化学原料,0.551,-40832998,238120552,96805518,-137638516,6.6,564319117141,1.284,-226449672,11042350255,2691692497,-2918142169,1.077,566435002482
881109,化学制品,0.113,-137023201,896242954,356386340,-493409541,5.234,1877823854275,0.764,-2927130072,48463691258,11477787377,-14404917449,1.202,1881701573027
881110,化工合成材料,0.125,-17636032,265294830,113416985,-131053017,5.242,575385705971,0.421,-686124996,16621607747,3426766563,-4112891559,1.182,576119135322
881111,化工新材料,-0.159,1398898,17799616,4922552,-3523654,1.368,418411696940,1.13,-81649979,4115121250,961378707,-1043028686,1.043,418770835602
881112,钢铁,-0.047,591451,53692074,16835738,-16244287,1.051,778283656640,0.38,-176901145,7247622180,1957830246,-2134731391,0.647,780835902984
881113,有色冶炼加工,-0.09,7184692,375664942,159494167,-152309475,1.789,2159513029826,0.462,-917419070,41285340701,11997654084,-12915073154,0.834,2172033117858
881114,金属新材料,-0.309,2287670,50328819,18001424,-15713754,1.92,160488825629,0.004,-45645295,6782781068,1684353111,-1729998406,1.044,161487247266
881115,建筑材料,-0.134,8047305,81721139,27606716,-19559411,2.178,592784445029,0.301,-252213304,10015953875,1975133133,-2227346437,0.929,592210399278
881116,建筑装饰,-0.023,-11695195,409967624,163019898,-174715093,1.821,1629328963521,0.348,-1094563578,30990781841,7635577783,-8730141361,0.758,1628836228600
881117,通用设备,-0.133,-65252438,433927385,139587116,-204839554,5.429,718907788310,0.428,-1020752128,35094319427,7777879948,-8798632076,1.31,722920986052
