股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.32,96039,23169041,2621557,-2525518,1.869,175658957638,-1.321,-142990256,2535714995,406147211,-549137467,0.825,173952702542
881102,养殖业,-0.485,-700215,25715099,4604990,-5305205,2.044,410941727671,-1.527,-303261516,3150852401,537794191,-841055707,0.714,408213399774
881103,农产品加工,-0.591,12589885,87831140,37360869,-24770984,4.899,349341370636,-1.474,-331071480,4552505980,751701400,-1082772880,1.038,348906013429
881104,农业服务,-0.033,0,2682825,0,0,1.63,73836249441,-0.097,6721736,566249308,85779756,-79058020,1.241,73877182568
881105,煤炭开采加工,-0.156,-1891240,24508197,4101075,-5992315,1.421,1215506391988,-0.93,-254130808,3710017539,688032548,-942163356,0.818,1209502610471
881106,石油矿业开采,-0.303,1223743,8238328,3188661,-1964918,0.922,1397897216748,-0.468,-16047138,1420785607,413021330,-429068468,0.683,1400900261319
881107,油气开采及服务,-0.016,652538,12012956,3179750,-2527212,1.377,324110601099,-0.901,-69348327,1967757083,426714533,-496062860,0.849,320613117564
881108,化学原料,-0.162,82392,13173214,894011,-811619,1.118,520956928106,-0.838,-98201581,2821752760,526192727,-624394308,0.809,518334771370
881109,化学制品,-0.265,311483,149013453,53689859,-53378376,2.012,1868279634861,-0.634,-336738755,15228469583,2680205838,-3016944593,0.918,1868935361166
881110,化工合成材料,-0.139,15220058,63803933,37137652,-21917594,1.982,548059146914,-1.016,-239201879,5669163768,952913870,-1192115749,0.777,544104574496
881111,化工新材料,-0.244,-656063,3646226,0,-656063,0.671,514416832432,-0.09,-57252927,1347994898,139774226,-197027153,0.715,516280497939
881112,钢铁,0.004,-1020948,23144785,3151958,-4172906,0.897,813171067361,-0.338,-73099773,3921292832,847266751,-920366524,0.569,810205299763
881113,有色冶炼加工,-0.568,-3791810,132602037,49188644,-52980454,1.649,2046544364325,-1.278,-1133028115,16370815276,3472346924,-4605375039,0.661,2038281154880
881114,金属新材料,-0.353,1807337,24640081,8199086,-6391749,1.84,140445649428,-0.991,-84167058,2837680077,497567339,-581734397,0.792,140373691947
881115,建筑材料,0.25,-7352821,55069543,6528330,-13881151,2.125,742247472898,-0.288,27274754,6620625231,1106714957,-1079440203,0.847,739116157136
881116,建筑装饰,-0.172,1799618,190925252,73581950,-71782332,4.056,1622638469150,-0.652,-267848041,17124325532,3429933430,-3697781471,0.946,1622405626666
881117,通用设备,-0.197,-8624680,93442629,16749634,-25374314,1.705,633913322142,-1.144,-506857166,11043666001,1514551042,-2021408208,0.968,627555122146
881118,专用设备,-0.215,-4177296,52408615,6404077,-10581373,0.877,1176534120277,-1.05,-766731322,12741000287,1906817535,-2673548857,0.901,1165204629720
881119,仪器仪表,-0.311,-2117376,14960194,1294719,-3412095,1.095,143456152289,-1.548,-115683157,2105777954,246665464,-362348621,0.606,141509533537
881120,电力设备,-0.282,46891390,363935957,128966414,-82075024,1.4,5174444160224,-0.786,-1566447375,46478579060,9078419161,-10644866536,0.676,5175096246941
881121,半导体及元件,-0.316,-2961920,121727717,30335493,-33297413,0.932,2699544109403,-1.291,-2955917916,29182964410,5061058784,-8016976700,0.834,2675676331809
881122,光学光电子,-0.438,-11121570,73537927,11858931,-22980501,1.127,806629629224,-1.438,-776164313,10872165503,1878982569,-2655146882,0.907,796886923024
881123,其他电子,-0.336,1132280,20712296,4897244,-3764964,1.042,158968305361,-1.487,-203543962,3839689202,732736003,-936279965,0.802,156211313976
881124,消费电子,-0.424,-6792765,198278532,113979392,-120772157,2.39,1410866485306,-1.603,-1394827246,15737547673,3728069091,-5122896337,0.888,1378046003045
881125,汽车整车,-0.419,3959003,67123241,27735382,-23776379,0.997,1198628479834,-0.539,-830325042,13600227015,3564068199,-4394393241,0.848,1193946706162
881126,汽车零部件,-0.516,6382388,213066914,52117852,-45735464,1.88,1375562139125,-1.476,-743470209,23190921789,3462429618,-4205899827,0.794,1369623199953
881127,非汽车交运,-0.487,-7481090,27499722,4060335,-11541425,1.907,398332851566,-1.134,-162217429,2596220190,354628069,-516845498,0.954,395591176627
881128,汽车服务,-0.345,-28600,4555395,518700,-547300,0.79,81164655098,-1.935,-80597466,821953157,153860133,-234457599,0.728,80509242007
881129,通信设备,-0.562,3661466,243628265,120425368,-116763902,1.43,866018289650,-2.556,-3407408635,30362059389,7056640744,-10464049379,0.84,842566518043
881130,计算机设备,-0.346,27564096,141758698,73971708,-46407612,2.373,912517210725,-0.825,-1854157852,20241346509,4764129518,-6618287370,1.027,901983302673
881131,白色家电,-0.192,328287,29536066,8393770,-8065483,1.16,982825818359,-0.8,-197315555,4598788305,905591462,-1102907017,1.109,980940234588
881132,黑色家电,-0.206,-1139988,2842612,0,-1139988,0.575,116993233821,-0.879,-97392566,975391635,144683742,-242076308,0.716,116207982636
881133,饮料制造,-0.233,5066935,65394035,24531727,-19464792,1.445,4748026925868,-0.577,-568300640,12359841666,3776786340,-4345086980,0.812,4753296245353
881134,食品加工制造,-0.368,13579089,76187652,23731942,-10152853,1.957,1061036940139,-0.914,-306442905,7848054794,1163617713,-1470060618,0.698,1063504197245
881135,纺织制造,-0.163,-1391722,8437147,863441,-2255163,1.985,120312208599,-1.16,-24409302,1219268638,166287518,-190696820,0.988,119235543088
881136,服装家纺,-0.095,1227988,14354819,1535688,-307700,1.256,263221368279,-1.028,-78862942,2461405889,309458297,-388321239,0.719,261213564167
881137,造纸,-0.335,7864660,35229480,14559358,-6694698,3.731,146011194115,-0.775,-69086698,1763170516,255435914,-324522612,0.805,145330723618
881138,包装印刷,0.13,8510718,67115596,33237174,-24726456,3.225,183088762167,-1.144,-377738538,4913095478,996198636,-1373937174,0.998,181035561431
