股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.077,1900812,21193058,4064870,-2164058,0.793,153071464541,-0.356,-91095978,3940294972,875204707,-966300685,0.5,152766630403
881102,养殖业,-0.597,-6131127,44626143,8926433,-15057560,1.126,415835529390,-1.431,-420479881,6443211746,1497572036,-1918051917,0.599,415254349473
881103,农产品加工,-0.542,2514858,93716333,29100152,-26585294,3.625,332004506955,-0.452,-542858478,6995749378,1359214896,-1902073374,0.71,332734909590
881104,农业服务,-0.166,-2498000,11654314,465000,-2963000,2.336,59936866486,-0.974,-41079276,1339748679,221934590,-263013866,0.807,59510223720
881105,煤炭开采加工,-0.468,-4755559,37685897,6659439,-11414998,0.85,1556969002601,-0.101,63547749,9444832527,2515612154,-2452064405,0.652,1577403721802
881106,石油矿业开采,-0.328,6354216,73073015,38364814,-32010598,2.713,1440513978219,1.645,283358340,4294303169,1670698357,-1387340017,0.773,1456688985209
881108,化学原料,-0.404,-122918791,325531995,128052338,-250971129,7.952,557772984543,0.228,-1052987217,12513711643,3362028246,-4415015463,1.159,558109466092
881109,化学制品,-0.309,-68695328,409629922,129537738,-198233066,2.507,1909051750488,0.207,-1212469931,40915728420,9367468787,-10579938718,0.845,1916014042972
881110,化工合成材料,-0.026,-60312968,256076549,87939519,-148252487,2.347,568755126901,0.287,-611624781,17332471289,3704741890,-4316366671,0.765,569643492019
881111,化工新材料,-0.481,-56335478,141616062,45519478,-101854956,14.308,429452681511,0.171,-360870856,5367570484,1490744930,-1851615786,1.386,431673312244
881112,钢铁,-0.555,-2580888,49027270,8372999,-10953887,0.737,789636351696,-0.199,-111050660,9409217606,2852911010,-2963961670,0.554,793132990371
881113,有色冶炼加工,-0.425,23725303,620914137,356608474,-332883171,1.84,2207560588288,0.143,-1059699720,58540258140,18602923028,-19662622748,0.671,2223868369010
881114,金属新材料,-0.337,-38348061,243299048,102490913,-140838974,3.706,174687950958,0.353,-1046618187,11863097136,3025789795,-4072407982,0.754,174293033855
881115,建筑材料,-0.368,-5643731,76972201,22482907,-28126638,1.301,609251513576,-0.038,-182694325,11403095491,2397260486,-2579954811,0.639,611166238508
881116,建筑装饰,-0.255,34631904,416885011,181235144,-146603240,2.436,1624593825206,0.832,-82407441,32488123354,8942377426,-9024784867,0.687,1645329143902
881117,通用设备,-0.465,-3090668,151755779,37330589,-40421257,0.744,734288387346,-0.011,-873164653,28647455401,5572185805,-6445350458,0.6,736562048413
881118,专用设备,-0.529,-5582572,264530133,73747545,-79330117,1.302,1373363351724,0.203,-920369970,36894998412,7915469425,-8835839395,0.712,1385054804580
881119,仪器仪表,-0.657,3000190,62373901,22003311,-19003121,1.277,165134801019,0.078,-252324764,7428112777,1639599005,-1891923769,0.628,166711019924
881120,电力设备,-0.475,-5880135,1197652181,530768855,-536648990,1.392,5180487724179,1.097,-118957063,157527121003,48214851807,-48333808870,0.754,5289259971326
881122,光学光电子,-0.803,315311715,1408452130,831258922,-515947207,6.131,1038383443924,-0.32,-6094106221,57532298434,15098031312,-21192137533,0.783,1039336955151
881124,消费电子,-0.711,-14490547,499900833,219864465,-234355012,1.535,1779025123909,-0.396,-2150390509,60009143766,18112245341,-20262635850,0.779,1807501225459
881126,汽车零部件,-0.644,-62319550,703921921,219277170,-281596720,3.254,1705638093542,-0.192,-3092199240,62056507542,14519081755,-17611280995,0.883,1705512156588
881127,非汽车交运,-0.424,-1867785,38566801,7762749,-9630534,0.958,496972272873,0.713,-43532,6879585156,1546956668,-1547000200,0.75,506931370214
881128,汽车服务及其他,0.925,11689242,32911069,24353974,-12664732,2.598,54285424117,1.337,30996304,1395238400,323433220,-292436916,0.629,54639879328
881129,通信设备,-0.788,5002796,414653996,178464995,-173462199,1.607,1120793675710,0.846,784463767,66607345551,25305240497,-24520776730,0.773,1151426781789
881131,白色家电,-0.801,5948089,228411195,101710442,-95762353,2.347,1182990161277,-0.063,-543501974,20077187538,5931080885,-6474582859,0.836,1192160390316
881132,黑色家电,-0.344,-12989626,71056047,15850456,-28840082,1.05,166917136780,-0.848,-734425221,9539372914,2195961933,-2930387154,0.576,167142779992
881133,饮料制造,-0.659,-29575084,215215500,84584735,-114159819,1.403,3944255092493,-0.152,-40531238,22494236697,7313695890,-7354227128,0.59,3974989041792
881134,食品加工制造,-0.547,-42633525,141573606,34472538,-77106063,2.404,1003182228792,-1.009,-894570412,12740841564,2393084350,-3287654762,0.628,1006968874798
881135,纺织制造,-0.281,-2195043,15221810,3345925,-5540968,1.601,190549987102,0.097,-25008238,2059231213,331635569,-356643807,0.688,191435864282
881136,服装家纺,0.258,6671342,78758076,29958948,-23287606,1.55,253649405548,-0.214,-206841112,6817148507,1475964754,-1682805866,0.708,253385478850
881137,造纸,-0.293,-443994,24585430,5421610,-5865604,1.377,160414250859,-0.366,-196519771,3829934551,879637847,-1076157618,0.747,159777301714
881138,包装印刷,-0.3,-10814895,193705273,84843005,-95657900,4.902,180523264259,0.766,-246161909,9436931770,2327756608,-2573918517,0.994,181992782219
881139,家居用品,-0.243,-14235700,158206727,74295110,-88530810,4.583,546601317651,-0.017,-211249858,11012770663,1998563156,-2209813014,0.77,546814821676
881140,化学制药,-0.479,-23822087,312088585,96152760,-119974847,2.126,1636244450660,-1.303,-1795691562,33599493694,7756114775,-9551806337,0.814,1627626637844
881141,中药,-0.627,-22672023,274701284,95722104,-118394127,3.432,974576624725,-1.27,-1421808041,20141421385,4430464383,-5852272424,0.922,970668603408
881142,生物制品,-0.603,174324433,407226827,273019670,-98695237,5.362,733839527697,-1.268,-542373623,14467036822,3608553534,-4150927157,0.875,731045467668
881143,医药商业,-0.718,-54056563,378739207,151476642,-205533205,7.037,307631649614,-1.735,-585289156,14065463496,3746015073,-4331304229,1.148,302855462601
881144,医疗器械,-0.314,-7441792,143920488,39669920,-47111712,1.846,1239463194938,-0.525,-741248922,20472962572,4295832449,-5037081371,0.888,1239292430977
881145,电力,-0.533,-24870901,202788344,56107629,-80978530,1.769,2738887933240,-0.463,-169691420,27559357987,8592968965,-8762660385,0.657,2770396158982
881146,燃气,-1.046,873849,48075296,14540289,-13666440,2.434,211564557303,-1.805,-183432379,4199999536,747663163,-931095542,0.932,209985674744
881147,环保工程,-0.32,-17568605,189677595,70366943,-87935548,1.911,457322182215,0.292,-806948416,15310476507,3940898275,-4747846691,0.686,459101248420
881148,港口航运,-0.52,-7412165,43445087,6482414,-13894579,1.18,869485641504,0.071,-129624272,6888837281,1838962015,-1968586287,0.612,876029555517
881149,公路铁路运输,-0.292,-28193300,145811614,45862324,-74055624,3.21,800652723210,0.154,-943903659,9256334731,2462987415,-3406891074,0.957,807972229938
881150,公交,-0.592,-25627116,113909342,34982336,-60609452,6.737,43977587108,-0.516,-1027241617,4663956750,1010399787,-2037641404,1.125,43584171454
881151,机场航运,-0.295,-15670809,56882768,11353704,-27024513,1.157,563416833549,-0.477,-463349835,8712215399,2467736607,-2931086442,0.649,562033835753
881152,物流,0.042,-22351178,141742849,48855242,-71206420,3.804,622674082011,1.161,-167295154,10516519299,2755270045,-2922565199,1.033,628948942173
881153,房地产,-0.591,-5797224,274726971,97931418,-103728642,1.881,1173267200154,-0.48,-1531561962,30180930503,8502646298,-10034208260,0.719,1170984436494
881154,园区开发,0.035,872933,37535827,18118407,-17245474,1.012,169623141869,1.302,-202508128,5935655671,1843324404,-2045832532,0.891,171364326094
881155,银行,-0.21,-20381065,145278761,59551362,-79932427,1.391,8368897859740,1.058,513166829,22127862991,9504093215,-8990926386,0.817,8422184983222
