股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.303,96993,6322456,420352,-323359,1.487,149078139254,0.057,-16373372,1339155256,213297686,-229671058,1.005,149035651095
881102,养殖业,-0.448,-5401847,37025449,5983012,-11384859,3.456,415089797537,-0.633,-76513196,3894447896,725676641,-802189837,1.043,411789728238
881103,农产品加工,-0.258,396237,11816430,1532920,-1136683,0.948,315622873340,-0.406,-107991412,2881785672,404839315,-512830727,0.856,313295814317
881104,农业服务,-0.269,-638661,2413730,0,-638661,0.795,74010362231,-0.363,-1887192,531790888,57047456,-58934648,0.741,74108081479
881105,煤炭开采加工,-0.19,-2554710,44564804,6654415,-9209125,1.709,1459824087456,1.61,247436232,11691367263,3257615266,-3010179034,1.263,1485827482930
881106,石油矿业开采,0.105,1055292,12258008,4464642,-3409350,1.159,1296927676520,0.05,-36784179,2271381071,680579914,-717364093,0.908,1320018820990
881107,油气开采及服务,-0.217,650568,16418210,4086941,-3436373,1.253,327618971383,0.1,-134369277,2619352530,642309611,-776678888,0.857,329196546244
881108,化学原料,-0.111,963365,60109522,15117780,-14154415,2.418,500126015150,1.21,110162020,7041453600,1586063939,-1475901919,1.158,506241948220
881109,化学制品,-0.285,20069351,169287636,58758681,-38689330,1.842,1695922847405,0.103,377807848,22482389931,4362824805,-3985016957,1.078,1705730545920
881110,化工合成材料,-0.252,-17354526,158142158,28672225,-46026751,2.93,556930360690,-0.699,-390490598,9533716318,1356007159,-1746497757,0.906,556032264031
881111,化工新材料,0.013,166145,4584936,755200,-589055,0.734,407276480191,0.034,-6426291,1469259572,239278614,-245704905,0.962,407701042637
881112,钢铁,-0.031,-1754394,18842278,3853737,-5608131,1.356,756417070421,0.819,-154290535,4499497464,1046570894,-1200861429,1.04,765509516648
881113,有色冶炼加工,-0.372,-7495076,127509201,31690376,-39185452,2.196,1831109215265,-0.467,-952129200,18155277672,3859926283,-4812055483,1.004,1834860120443
881114,金属新材料,-0.318,1910288,10971110,3425580,-1515292,1.586,137029972576,-1.658,-112482292,2000335553,269284734,-381767026,1.102,134397310883
881115,建筑材料,-0.196,-378438,34738705,3950519,-4328957,0.955,594023360959,-0.12,-352187611,6789337015,938132795,-1290320406,0.753,595976590724
881116,建筑装饰,0.03,-2174818,168236836,56687713,-58862531,2.499,1339773062359,-0.115,-493146957,15375310947,3560181701,-4053328658,1.102,1348555843057
