股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,0.338,-8925,30542055,9556345,-9565270,3.135,135349250245,3.008,178567858,4784072226,1311709440,-1133141582,1.77,139115948300
881102,养殖业,0.007,-11412629,44849247,7798593,-19211222,2.387,392336417808,2.123,105448813,6908397269,1961132340,-1855683527,1.224,401596820248
881103,农产品加工,0.268,-3620089,52779774,15928562,-19548651,1.774,302951802057,3.359,349313630,8093026978,2218112708,-1868799078,1.36,311061541668
881104,农业服务,0.052,-165098,6218246,955799,-1120897,1.191,51411319694,3.127,74906397,1095278158,264926775,-190020378,1.045,53035011546
881105,煤炭开采加工,-0.011,1286685,24007511,3743914,-2457229,0.835,1624428733301,1.266,-96118973,7408713770,1650308448,-1746427421,0.93,1634001426172
881106,石油矿业开采,-0.203,-2236397,13475812,1737091,-3973488,1.227,1502127213844,1.439,-14887821,3200511622,1040992783,-1055880604,1.131,1505036124105
881108,化学原料,0.25,-968596,29731489,3070900,-4039496,1.252,508304618084,1.812,87556060,6872150991,1513337782,-1425781722,1.101,518773556298
881109,化学制品,-0.05,-1815240,210769935,61743570,-63558810,1.558,1751520336157,1.065,-480331458,34654150901,7863985753,-8344317211,1.004,1771770010967
881110,化工合成材料,0.024,-44833453,223518303,57676138,-102509591,3.722,519475728181,1.018,-945870744,17920152339,3730888459,-4676759203,1.219,524109672190
881111,化工新材料,0.045,86108,11955301,3068576,-2982468,0.716,407781169533,1.434,65465891,4186418191,1267142149,-1201676258,1.059,412643910437
881112,钢铁,-0.219,-10037975,60532558,21545422,-31583397,1.326,732815078796,0.843,-146210410,7803391921,2281533938,-2427744348,0.785,741431194628
881113,有色冶炼加工,-0.24,-19766945,279564449,93666396,-113433341,1.748,2162495994431,1.033,-597297600,42591730457,13009050899,-13606348499,0.973,2182269348334
881114,金属新材料,-0.118,-1658851,30928250,8679262,-10338113,1.704,135428817555,2.251,87078485,6722344247,1882133193,-1795054708,1.553,138756875234
881115,建筑材料,0.129,35556010,166504635,84059855,-48503845,1.862,566235466932,1.987,188734923,13264988658,3145464572,-2956729649,0.761,576444712380
881116,建筑装饰,0.067,-29056596,433800509,143191073,-172247669,3.263,1551194319024,1.134,-1633796361,35130057655,9628733290,-11262529651,0.816,1556821682481
881117,通用设备,0.139,15082483,235715850,99970368,-84887885,2.057,663726058437,1.542,-9951865,32598742751,8945428359,-8955380224,1.12,673544606150
881118,专用设备,0.08,-41907546,484993620,215767084,-257674630,2.629,1259317265233,1.38,-327724761,41006799283,10558513684,-10886238445,1.165,1274916556906
881119,仪器仪表,-0.078,-7841537,41232839,4163802,-12005339,1.194,147877295176,-0.611,-267905693,7154701459,1505681307,-1773587000,0.933,147095710630
881120,电力设备,-0.12,-96283916,967660492,353493876,-449777792,2.874,4593249702090,2.395,493277623,138075170737,39562240585,-39068962962,1.314,4684922931524
881122,光学光电子,0.235,-270323248,922713979,274161075,-544484323,4.198,892103380708,0.937,-3533697008,59778355611,16432675024,-19966372032,1.418,897496347423
881124,消费电子,-0.107,-73962381,462039591,132556593,-206518974,2.018,1743051103206,-0.208,-1005828949,56885552472,16563065801,-17568894750,1.071,1750776420677
881126,汽车零部件,0.094,-130756136,613488013,214576049,-345332185,3.265,1526212469045,1.597,-835451734,53853400983,13916556160,-14752007894,1.34,1550424698718
881127,非汽车交运,0.094,-18425861,77213446,26555086,-44980947,2.166,488818739673,0.913,-251739621,7041010648,1469514491,-1721254112,1.098,489534528994
881128,汽车服务及其他,0.296,1691695,9711752,3327116,-1635421,2.316,48446058632,2.381,-403908,1322521331,294814397,-295218305,1.523,49025814229
881129,通信设备,1.061,-223533921,1229705961,525953527,-749487448,5.244,1064085845668,-0.331,-2211696052,67086190838,22686946555,-24898642607,1.227,1061246204175
881131,白色家电,-0.022,-8503177,103758242,30060476,-38563653,2.161,1192732941631,2.484,181132589,19181601855,6158784635,-5977652046,1.398,1227344170690
881132,黑色家电,2.839,18728681,128498927,67501651,-48772970,4.37,139955460270,3.171,472876302,6288893996,2353283829,-1880407527,0.645,141850972835
881133,饮料制造,-0.04,4363502,104061403,48198282,-43834780,0.971,3746172063582,2.307,905307193,26609836701,9662293436,-8756986243,1.188,3798009360622
881134,食品加工制造,0.059,415787,62037848,19312361,-18896574,1.455,906416919672,2.834,326838493,13192344213,3347433763,-3020595270,1.296,922424209847
881135,纺织制造,0.113,1014996,9156543,1014996,0,1.307,186247552124,1.591,2436976,1992712443,401971783,-399534807,1.097,187055096465
881136,服装家纺,-0.022,-53776,27957222,8082107,-8135883,1.63,229642103821,2.097,47430822,5499766576,1358138356,-1310707534,1.074,234177099883
881137,造纸,-0.111,-17355946,47741877,9171354,-26527300,9.954,144148202305,1.235,-128904496,3187170694,741685959,-870590455,1.304,146084986189
881138,包装印刷,0.212,-6789221,51162103,15588871,-22378092,2.815,150197955392,2.402,298286801,6176698587,1616734016,-1318447215,1.35,153797284925
881139,家居用品,-0.017,-7918407,85692790,11021865,-18940272,2.975,503755098356,2.095,-120807623,11403441620,2060044870,-2180852493,1.106,514410501684
881140,化学制药,0.278,-13069769,250368570,98440691,-111510460,2.458,1590029976690,1.895,-152424614,36261389317,9375479184,-9527903798,1.3,1605454053500
881141,中药,0.064,-9901172,82392006,16607094,-26508266,2.116,908202249518,2.965,427809217,17495790195,4396166269,-3968357052,1.41,920987967883
881142,生物制品,0.175,-79539928,265583434,96263432,-175803360,4.557,697399650696,0.919,-1225855306,12972040203,3270762139,-4496617445,1.051,701358828567
881143,医药商业,-0.253,-3788908,27206903,4628815,-8417723,1.11,270300610598,1.7,38859155,5660210373,1271260956,-1232401801,1.049,276076817651
881144,医疗器械,0.045,-24784969,116714012,27943504,-52728473,2.358,1157979625739,1.391,31605693,19364065931,4293474440,-4261868747,1.162,1170299269509
