股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.42,-769895,17476421,1574155,-2344050,1.41,146312382336,1.936,91067544,4377191748,1096637709,-1005570165,1.408,148647027840
881102,养殖业,-0.534,-338863,27054093,6618675,-6957538,1.716,403842479616,0.865,-82494051,6107700349,1487817824,-1570311875,1.185,407134078080
881103,农产品加工,-0.087,-2745889,40658750,10962311,-13708200,2.698,317685562176,1.872,83860373,6839906323,1472645755,-1388785382,1.195,322541167232
881104,农业服务,-0.182,2095028,12577374,4989698,-2894670,2.303,58715338368,1.292,-54298864,1484977677,263316688,-317615552,0.903,59698139264
881105,煤炭开采加工,-0.095,-1469514,17499447,3606085,-5075599,0.616,1561770341120,0.591,88605895,6633883015,1613407249,-1524801354,0.989,1556847859456
881106,石油矿业开采,-0.315,24586150,80763837,54961122,-30374972,2.497,1448328996096,0.819,372823234,5328706449,1968379181,-1595555947,0.927,1450282588928
881108,化学原料,-0.296,954712,78271670,22896946,-21942234,1.635,545994063936,0.622,-252240026,9696571284,2069645832,-2321885858,0.963,551278405184
881109,化学制品,-0.143,-8347859,426589293,171557658,-179905517,2.53,1818445327872,1.138,-842002833,39394000861,8923781203,-9765784036,1.003,1841913027392
881110,化工合成材料,-0.003,31142101,150261752,85726162,-54584061,1.835,562831784640,1.44,287501708,16467470614,3920596940,-3633095232,0.985,571622159424
881111,化工新材料,0.056,-9127263,33725629,5091025,-14218288,2.212,409430432128,0.419,-63998297,4308860687,925560469,-989558766,0.997,410931837184
881112,钢铁,0.07,-265722,21987674,3681554,-3947276,0.77,761747763968,0.533,-136707437,6594691290,1752419724,-1889127161,0.881,765083425920
881113,有色冶炼加工,-0.234,-12069662,183449584,55056759,-67126421,1.21,2073864056960,1.316,238650847,37902415476,11088133116,-10849482269,1.038,2100865609344
881114,金属新材料,-0.218,-239129,20488314,3224754,-3463883,0.529,161338163200,1.578,-56848528,6377847823,1429916732,-1486765260,0.705,164608386304
881115,建筑材料,-0.129,-8459368,73284360,17311051,-25770419,1.737,590674626880,0.596,-35277822,10260056233,2089953410,-2125231232,1.01,594567392768
881116,建筑装饰,-0.197,-35529755,240962401,53865169,-89394924,3.159,1579083775424,1.003,-512416815,27343902128,6494767352,-7007184167,1.063,1592319330144
881117,通用设备,-0.167,96050784,448811746,286140357,-190089573,5.167,708635017280,2.453,134228084,35152947414,8541185575,-8406957491,0.779,724913796800
881118,专用设备,-0.098,-64080405,461236841,131081249,-195161654,4.113,1324760362816,1.692,514286351,37346056521,8697424102,-8183137751,1.105,1342660346208
881119,仪器仪表,-0.371,-27214961,188858254,63467106,-90682067,16.939,160770512448,2.427,-1508669,10263870336,2699466609,-2700975278,2.045,165976579904
881120,电力设备,-0.219,-30806774,588367078,210569384,-241376158,1.597,4855697564480,1.403,1272803118,111519620707,30218135279,-28945332161,0.965,4953115545056
881122,光学光电子,-0.618,-60478643,405027297,137415014,-197893657,3.409,943956142336,0.947,230538257,40338076368,11205538417,-10975000160,1.135,957693082112
881124,消费电子,-0.501,10296154,275711368,117312478,-107016324,1.314,1614042821920,1.198,182923967,49954954566,14710071782,-14527147815,1.054,1652288403200
881126,汽车零部件,-0.128,-11593570,221466168,58493036,-70086606,1.54,1601380661696,2.465,1059880666,44733421186,11014258081,-9954377415,1.091,1638349418336
881127,非汽车交运,-0.002,-12036431,45204241,7939660,-19976091,2.715,477972302848,1.156,37507602,5804474677,1234974035,-1197466433,1.192,480302652928
881128,汽车服务及其他,0.374,-1747319,26514466,8178906,-9926225,5.665,53283794688,1.624,-57764220,1834393970,347731030,-405495250,1.357,53871378432
881129,通信设备,-0.165,25433580,426154729,188205669,-162772089,3.303,1015601688192,1.787,666828934,42957967944,12747575856,-12080746922,0.923,1033286580352
881131,白色家电,-0.178,1855850,50473528,17815879,-15960029,1.398,1118767787328,1.141,365125641,11965149333,3486142846,-3121017205,1.038,1131553096064
881132,黑色家电,-0.852,2360258,82163822,35035525,-32675267,1.711,151200770752,1.379,-240587714,10736001271,2838764068,-3079351782,0.914,152380505344
881133,饮料制造,0.236,-1444233,103145051,46057148,-47501381,1.197,3779757591040,2.744,1606945899,25136677675,9138539224,-7531593325,1.469,3816108500352
881134,食品加工制造,0.453,-4257334,445515389,258449981,-262707315,9.452,968973010560,3.21,678239424,20813911058,5061684733,-4383445309,1.413,986370371264
881135,纺织制造,0.049,-5054066,113751668,43556763,-48610829,8.015,202989546496,1.324,-114852852,5617553491,1276931680,-1391784532,1.648,206664414080
881136,服装家纺,0.141,-18191161,151290841,59471669,-77662830,2.994,257842824320,2.639,497740346,11333551213,3101337607,-2603597261,1.5,265402258400
881137,造纸,0.374,-10761299,50740698,11659773,-22421072,2.037,156204130176,1.113,-320337653,4539715659,975323161,-1295660814,0.97,157441199744
881138,包装印刷,-0.002,-9119851,115465755,49864725,-58984576,3.032,175480594048,1.46,-293067843,7382285549,1592860526,-1885928369,0.954,177913507072
881139,家居用品,-0.261,-40303271,392407297,168781446,-209084717,6.429,546308441856,1.3,-274866030,16873442270,3960488304,-4235354334,1.208,554501530912
881140,化学制药,-0.08,-7808063,143049581,37432294,-45240357,1.919,1597280894656,0.866,-507828116,27699078015,6161168190,-6668996306,1.08,1618863599360
881141,中药,0.056,-1819994,91735811,30141102,-31961096,1.509,919547740672,0.67,-118440529,12318506450,2349918114,-2468358643,1.001,928138457984
881142,生物制品,-0.158,-1569877,33050723,8807392,-10377269,0.859,692983362624,1.281,73309876,8624835267,1808038387,-1734728511,0.97,701713536576
881143,医药商业,-0.649,-6211676,49725994,6957747,-13169423,1.732,285656887296,0.191,-266382949,6331241110,1215327248,-1481710197,1.039,288029659520
881144,医疗器械,-0.202,-3210392,108835221,35374335,-38584727,3.282,1164990341984,1.061,-277943037,16157463167,3126982100,-3404925137,1.031,1178875251776
881145,电力,-0.165,-7088293,78885387,13292322,-20380615,1.019,2678314631424,0.39,18799687,19562960460,5747634724,-5728835037,0.905,2684902257152
881146,燃气,-0.597,5482010,60482134,18541682,-13059672,3.281,218839386752,-0.887,-214468221,4557535672,725002811,-939471032,0.941,218000482624
881147,环保工程,0.079,-16934139,217299717,94578310,-111512449,4.481,444928421120,0.306,-58553099,13277940612,3195251385,-3253804484,1.092,446934215040
881148,港口航运,-0.046,-2655802,25781548,3011419,-5667221,1.015,847365267456,0.436,-226358301,5658943824,1289916440,-1516274741,0.872,850808800768
881149,公路铁路运输,-0.078,-571547,38105221,9741953,-10313500,1.234,824805488512,0.475,-199196185,6137558439,1312772965,-1511969150,0.855,828141823488
881150,公交,0.021,-430321,12515405,2403304,-2833625,0.927,40793394560,0.68,-62004238,1909683271,352348114,-414352352,0.719,41086702592
881151,机场航运,-0.297,-11836134,43019542,6044717,-17880851,1.705,578565376512,-0.599,-318533183,7579946391,2016667504,-2335200687,0.971,575488155648
881152,物流,-0.41,-35500862,293013699,107053541,-142554403,5.8,599311255936,1.025,-253180341,14137146020,3597891187,-3851071528,1.207,606209253248
881153,房地产,-0.628,-43440975,266107398,83863032,-127304007,2.497,1108216692800,0.247,-609139362,24807276908,6957826604,-7566965966,1.042,1121402910016
881154,园区开发,-0.719,-4785147,22415228,4508315,-9293462,2.859,154337542144,0.075,-66963310,2970855241,748077359,-815040669,1.253,156333591040
881155,银行,0.094,9807518,133421332,76060333,-66252815,1.503,8601552405504,0.394,87656392,24770423323,10100497037,-10012840645,1.093,8556475401728
881156,保险,-0.148,-42182588,141363800,39833561,-82016149,2.879,2608286693440,1.914,453677300,22080454929,6958660290,-6504982990,1.426,2640941798208
881157,证券,-0.254,8471954,246904204,105205168,-96733214,0.944,3085097577472,2.489,6004689590,100430812066,44224308223,-38219618633,1.738,3167215267840
881158,零售,0.367,-162640844,654667743,247627828,-410268672,8.608,703269873536,2.807,-146471806,31914792570,10040963372,-10187435178,1.462,724532112768
881159,贸易,0.431,-9335959,54228026,19215734,-28551693,4.212,85763837824,1.009,-113301740,3052710801,730917331,-844219071,1.183,86131058688
881160,旅游及酒店,-0.413,376777,34532458,8133846,-7757069,1.961,127256236544,0.802,-111987049,4322494707,786806099,-898793148,0.962,128941832960
