股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.159,1507271,15168541,3392850,-1885579,1.192,175151274772,-0.641,-143934284,2466948339,426952012,-570886296,0.827,174110641706
881102,养殖业,-0.151,3232531,42004083,11175561,-7943030,4.184,419086500879,-0.803,-369996490,4463091772,994847136,-1364843626,0.934,411858099557
881103,农产品加工,-0.171,4417381,30388970,9184048,-4766667,1.887,354467874596,-0.915,-190597466,3498164674,584167404,-774764870,0.87,349604269375
881104,农业服务,-0.016,-364854,2849659,0,-364854,1.897,75401408739,-0.819,3083993,589269609,97581705,-94497712,1.017,75014797796
881105,煤炭开采加工,-0.035,-846399,46812012,14279001,-15125400,3.306,1240562714971,-1.451,-422230596,5781192528,1362914753,-1785145349,1.191,1218275888077
881106,石油矿业开采,-0.138,732916,17625860,7014839,-6281923,1.667,1450589032414,-0.912,-523526732,3677657732,1324928977,-1848455709,1.41,1375179765779
881107,油气开采及服务,0.142,2367291,48737764,29848238,-27480947,3.487,331494746733,-0.452,-262402318,3349120558,959623710,-1222026028,1.177,327632478586
881108,化学原料,0.031,-2239314,16594790,2631745,-4871059,0.934,530256267719,-0.151,-164597760,3406491404,540290198,-704887958,0.683,529498200570
881109,化学制品,-0.037,-4201936,131083145,40022780,-44224716,2.052,1887990565858,-0.375,-446199060,15047283914,2558675059,-3004874119,0.863,1873577699737
881110,化工合成材料,0.013,1030216,41197735,8460929,-7430713,1.277,550275813820,-0.079,-10351002,6806342733,1118519587,-1128870589,1.011,549921366534
881111,化工新材料,-0.123,0,2681393,0,0,0.39,521840827484,-0.397,-31126990,1464000935,189160955,-220287945,0.67,519438600053
881112,钢铁,-0.839,-3244519,129906013,44844476,-48088995,3.55,835336189247,-1.219,-760368843,9388106244,2172971550,-2933340393,0.901,835909452879
881113,有色冶炼加工,0.535,-69251657,559865938,219867501,-289119158,9.088,2062982736266,-0.239,-2211979766,27308645500,6411396181,-8623375947,1.423,2051672628722
881114,金属新材料,0.011,4407257,48898377,14743638,-10336381,7.241,139121311577,-0.27,-67707489,3903764030,725714360,-793421849,1.685,138741140476
881115,建筑材料,-0.23,2708375,61224870,11520419,-8812044,1.61,749918184116,0.099,-174037675,9420419136,1593992903,-1768030578,0.727,754040251815
881116,建筑装饰,-0.327,-2500407,155876425,37321420,-39821827,1.325,1656376402969,-0.624,-979416634,20425763659,4072851726,-5052268360,0.739,1648105633477
