股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.344,-2781316,30743420,5994997,-8776313,2.744,144379223254,-1.047,-197473697,4517873797,866291531,-1063765228,1.142,141904506083
881102,养殖业,-0.177,-2318864,20224811,4383898,-6702762,1.021,389080783070,-1.384,-207566572,4948108481,970570066,-1178136638,1.068,381440575081
881103,农产品加工,-0.057,-2891944,31760420,6869668,-9761612,1.776,321472454212,-0.011,44700816,5965830513,1264487675,-1219786859,1.254,317671786020
881104,农业服务,0.436,1839774,20206001,10427507,-8587733,2.522,56575455714,-2.35,-2500040,1095656543,206402703,-208902743,1.078,55168240669
881105,煤炭开采加工,-0.127,-9699145,84173140,24559363,-34258508,4.838,1600308120309,-3.22,-435342004,9501238869,1971315193,-2406657197,1.374,1567310573924
881106,石油矿业开采,-0.155,-1976962,35507523,12514641,-14491603,2.483,1583266543255,-1.499,-96596856,3756234829,1086722039,-1183318895,1.232,1557979161677
881108,化学原料,-0.268,-8304257,45163775,10642850,-18947107,1.441,542271075731,-1.826,-334338851,6638562198,1112765265,-1447104116,1.129,534071787347
881109,化学制品,0.062,21429121,177538864,74465718,-53036597,2.609,1776722080077,-1.55,-744117028,27343674598,5348896831,-6093013859,1.073,1738696235623
881110,化工合成材料,-0.026,-47818325,167563441,43061480,-90879805,4.577,545801394922,-1.986,-568448078,13434529468,2428028589,-2996476667,1.198,533281697760
881111,化工新材料,-0.256,-884740,9018027,1427000,-2311740,0.515,394909540649,-2.319,-261170557,3640045714,749856813,-1011027370,1.007,384782383763
881112,钢铁,0.083,-5052,28031092,7019372,-7024424,1.133,759359594785,-1.84,-245399727,7412345891,1779512463,-2024912190,1.197,745187581395
881113,有色冶炼加工,-0.123,6054795,123174293,36522019,-30467224,1.342,1983374138954,-1.117,-837882652,32378226194,8881935169,-9719817821,1.289,1966859489072
881114,金属新材料,-0.378,1792061,39015396,11009169,-9217108,1.38,163681709356,-1.65,-16377922,6706560195,1663091402,-1679469324,1.053,160726179568
881115,建筑材料,-0.079,4165151,51971923,19079205,-14914054,1.126,569517685527,-1.631,-138821120,9267919400,1739406417,-1878227537,0.987,560309744870
881116,建筑装饰,-0.32,-12504225,148704250,40064565,-52568790,1.963,1556303277009,-2.234,-1644555273,24043189503,5326031615,-6970586888,1.271,1503097976892
881117,通用设备,-0.164,10585962,198866769,69920878,-59334916,1.662,702844131131,-1.734,-823930876,28759207179,5292208158,-6116139034,0.966,691376142929
881118,专用设备,-0.328,-44350510,210875842,51505217,-95855727,1.801,1314363011795,-1.998,-1198124364,31787188053,6214191371,-7412315735,1.082,1285654933549
881119,仪器仪表,0.052,3276012,35780732,13593759,-10317747,2.027,166521907162,-2.144,290918899,8150967493,2434844071,-2143925172,1.065,164048340564
881120,电力设备,-0.198,90876313,837201676,394880262,-304003949,3.416,4695016481485,-2.43,-3132702212,91514024093,20597515965,-23730218177,1.101,4560342665072
881122,光学光电子,-0.262,61393442,372147038,227067015,-165673573,2.333,955024061825,-1.999,-850022437,34838125503,9570020471,-10420042908,1.128,932190478829
881124,消费电子,-0.523,10896163,204457763,75247917,-64351754,1.24,1661917936277,-2.596,-1869860695,40392584637,9605184019,-11475044714,0.84,1612794836007
881126,汽车零部件,-0.195,32525048,314530233,119220236,-86695188,4.897,1627490323497,-2.021,-994247235,38568281818,7917735432,-8911982667,0.857,1590157091894
881127,非汽车交运,-0.009,450419,24478465,4376959,-3926540,1.062,499704978500,-2.085,-305232902,7148358943,1350392065,-1655624967,0.918,482663497842
881128,汽车服务及其他,-0.126,24860,3109770,338999,-314139,0.765,50651778833,-1.496,-36893286,899268446,136657176,-173550462,0.999,49635873756
881129,通信设备,-0.199,44860618,426696494,237030663,-192170045,1.76,1064757391379,-2.05,-2071784245,57280289711,18364600720,-20436384965,0.985,1038808055468
881131,白色家电,-0.089,15903584,85449830,45618450,-29714866,1.686,1190814849669,-0.937,519401180,15358814457,4966018266,-4446617086,1.533,1185261885903
881132,黑色家电,-0.399,7018672,46091430,22683519,-15664847,1.003,142432253624,-3.456,-445871742,6801231561,1476189610,-1922061352,0.601,137900366784
881133,饮料制造,-0.575,-27418781,142952540,48945610,-76364391,2.242,3735498706265,-1.03,-2328841307,25603305377,6806497841,-9135339148,1.446,3656026057509
881134,食品加工制造,0.07,-2417288,243611476,99764595,-102181883,5.773,999645269539,1.731,279195585,21052229390,5368695120,-5089499535,1.597,996529551208
881135,纺织制造,-0.061,0,7874410,0,0,0.893,202877909921,-0.462,-18453265,2586900166,370145687,-388598952,1.18,201051342615
881136,服装家纺,-0.162,33312992,95403517,55588492,-22275500,3.335,262580482946,0.815,400680275,9724150340,2493173152,-2092492877,1.558,262937282439
881137,造纸,-0.625,81528,36580755,11500892,-11419364,1.922,155629462571,-1.352,-1471567,3964445550,825539799,-827011366,0.879,154047780108
881138,包装印刷,-0.167,6012233,33330497,10066280,-4054047,1.355,170134998385,-0.783,-83771603,5188749297,1098141638,-1181913241,1.005,168741140300
881139,家居用品,-0.143,-11434258,116030075,43852281,-55286539,4.172,535489633599,0.374,167330613,11969616221,2176096303,-2008765690,1.318,535250098013
881140,化学制药,0.044,2176765,88769525,22064034,-19887269,1.459,1509125829377,-1.749,-819123120,21595108691,4007584290,-4826707410,1.106,1477591226767
881141,中药,-0.52,-3743158,49297170,7926603,-11669761,2.009,901089075949,-2.157,-682753635,10746311630,1823547896,-2506301531,1.058,880845985045
881142,生物制品,-0.047,538875,51457621,21054151,-20515276,2.068,607267880615,-2.114,-232965393,7714180558,1649462834,-1882428227,1.183,591215257989
881143,医药商业,-0.015,-2203529,18392830,1332965,-3536494,1.076,274429561870,-1.836,-124394062,4059255548,634522553,-758916615,0.951,267583187095
881144,医疗器械,-0.04,-6741095,62339941,24194916,-30936011,1.982,1119569506920,-2.147,-497995796,12501881181,2127307021,-2625302817,1.109,1092271301626
881145,电力,-0.145,-10027616,124317393,32785147,-42812763,1.369,2791959181852,-2.714,-1131143682,25593993674,6645466633,-7776610315,1.047,2723020896626
881146,燃气,-0.083,-16226402,76104908,20511726,-36738128,7.187,220284906314,-2.448,-270474159,3938765220,576123057,-846597216,1.657,213590231040
881147,环保工程,-0.18,-5293281,70469952,13347606,-18640887,2.326,428835700314,-1.713,-165459945,9916825214,1847966044,-2013425989,0.99,419635996148
881148,港口航运,-0.077,-1940825,39429695,10179977,-12120802,1.435,889084937100,-2.795,-424306904,8350971282,2031006146,-2455313050,1.394,863018623252
881149,公路铁路运输,0.102,-468383,30319096,5860010,-6328393,1.179,878048683994,-2.26,-223558341,7051795481,1367071332,-1590629673,1.218,853666017501
881150,公交,-0.252,-308250,3219815,0,-308250,0.791,36214650781,-2.032,-57619837,967789093,168323736,-225943573,1.02,35484917042
881151,机场航运,-0.226,269955,16801666,2583096,-2313141,1.075,558161946502,-3.148,-307011219,4995803742,1165079148,-1472090367,1.077,543116824728
881152,物流,-0.067,-148350,24586037,3703324,-3851674,1.101,586899971028,-1.963,-361351142,5948715803,938806269,-1300157411,1.19,571385352156
881153,房地产,0.168,-2590323,117565391,34580201,-37170524,2.094,1013128499331,-0.911,-356023379,16662239110,4245618895,-4601642274,1.223,996161964342
881154,园区开发,-0.12,-1058600,4458525,0,-1058600,0.799,147968850736,-1.956,-165216548,1685234707,287010969,-452227517,1.242,143638256330
881155,银行,0.179,-2326462,171323747,84286408,-86612870,1.494,9304735252722,-2.581,-2472979077,35710145409,13142139644,-15615118721,1.243,9089685760805
881156,保险,-0.393,-2791930,98837813,30712005,-33503935,1.769,2614167476570,-3.728,-1499239577,17132436879,4718574623,-6217814200,1.233,2500165028045
881157,证券,-0.37,-48206739,403946583,179910536,-228117275,1.875,3110488444103,-4.864,-7635595893,67126165688,21902855137,-29538451030,1.446,2960374006719
881158,零售,-0.473,-22164714,462505611,172575422,-194740136,2.875,747916734394,3.845,2000455219,42761161392,13917655444,-11917200225,1.333,765392807496
881159,贸易,-0.302,32642,7265498,721496,-688854,0.977,78842603786,-0.597,-41330710,1710987036,261756153,-303086863,0.82,78200779470
881160,旅游及酒店,0.107,-11545062,39342849,5030942,-16576004,4.919,126556021845,0.868,-74496313,5588379026,1005553928,-1080050241,1.635,127261920671
