股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.185,0,4670105,0,0,1.17,117829294470,4.834,209952134,2345805726,551231337,-341279203,2.156,122030701822
881102,养殖业,-0.221,307714,8596726,307714,0,0.688,396293955158,2.121,39578603,3206605069,595156635,-555578032,1.217,400547267931
881103,农产品加工,-0.324,-3972146,29579890,4928209,-8900355,3.802,269020433215,1.972,126205739,3817787558,793150328,-666944589,1.191,274555113121
881104,农业服务,0.484,7727616,14750770,12889680,-5162064,7.081,50469274596,1.692,20395473,446513493,89917898,-69522425,0.792,51096806602
881105,煤炭开采加工,-0.042,4522282,20409288,6074529,-1552247,2.106,1515132486461,-0.336,-61979978,3840700275,560119395,-622099373,0.863,1504673668409
881106,石油矿业开采,-0.091,628047,8900731,2736854,-2108807,0.912,1521879723506,0.237,-51583741,1390234348,369035158,-420618899,0.694,1506213428491
881108,化学原料,-0.244,477055,13224769,1316028,-838973,0.916,472337182854,0.807,-53403506,3117493988,396953210,-450356716,0.957,473282398413
881109,化学制品,-0.184,-357383,119164213,37158923,-37516306,2.226,1534438804120,0.543,-192294482,15920461772,2694931389,-2887225871,1.001,1556461955906
881110,化工合成材料,-0.291,6312965,41783267,12878066,-6565101,1.627,441467498380,-0.226,-56869039,4871333569,584648791,-641517830,0.976,444174315348
881111,化工新材料,-0.369,1491938,4378905,1491938,0,0.607,383020876340,0.61,2989347,2335345421,589034901,-586045554,0.953,394358768855
881112,钢铁,-0.237,-266892,9593481,1801526,-2068418,0.82,677401111249,0.499,12789502,2470285481,552325176,-539535674,0.787,680207648632
881113,有色冶炼加工,-0.358,-3592670,100306461,30463534,-34056204,1.464,1848883598425,-0.678,-770595544,16152311572,3326971674,-4097567218,0.818,1841217545254
881114,金属新材料,-0.433,-795810,8715573,984636,-1780446,1.713,110524008051,-1.107,-51024697,1165434064,109791519,-160816216,0.889,110212813979
881115,建筑材料,-0.203,-574867,28117194,7258856,-7833723,1.941,492017117436,0.79,2736265,5233821618,887738465,-885002200,1.066,500331161824
881116,建筑装饰,-0.331,-7187386,114491035,28847810,-36035196,1.711,1285384969859,-0.437,-505014039,10561157702,1828366181,-2333380220,0.71,1286819927369
881117,通用设备,-0.416,9288575,276225293,118326151,-109037576,4.059,548554506030,-1.234,-684245291,14421164663,2372354221,-3056599512,0.877,543643733327
881118,专用设备,-0.484,4630794,193444467,55367551,-50736757,2.253,1068959259537,-1.062,-729056715,14866696388,1987591710,-2716648425,0.822,1068379621088
881119,仪器仪表,-0.235,825600,14181421,2486400,-1660800,1.249,108850488435,-1.096,-91271624,2138636054,213241200,-304512824,0.979,108242339488
881120,电力设备,-0.559,-3451516,336342930,74988628,-78440144,2.278,3704005659092,-1.098,-847716054,42125119857,6846262341,-7693978395,0.967,3691405391211
881122,光学光电子,-0.324,-6411530,91513892,29906564,-36318094,1.932,704930363804,-0.28,-139779128,9503407886,2004653229,-2144432357,0.898,708438328869
881124,消费电子,-0.42,-9621872,85238202,26241154,-35863026,1.138,1306938360490,-0.323,318759780,15535808065,3561768818,-3243009038,0.883,1327323954586
881126,汽车零部件,-0.428,-212777669,563377777,193099147,-405876816,3.839,1269389887745,-1.216,-1367712944,23004946226,4200112420,-5567825364,0.832,1267812551151
881127,非汽车交运,-0.435,1015342,21964738,4433110,-3417768,0.818,434138192746,-1.156,-109280215,3558033662,584841053,-694121268,0.587,432894096154
881128,汽车服务及其他,-0.325,747684,4616467,1462473,-714789,1.074,44408839324,-1.586,-30634640,711259227,95226881,-125861521,0.601,44084567847
881129,通信设备,0.312,-41961363,407304551,155710728,-197672091,9.424,785036710552,-1.209,-841910956,19956824330,4239381308,-5081292264,1.404,778526156164
881131,白色家电,-0.016,-8026434,103386208,40130813,-48157247,3.487,986234668156,-0.736,-518031742,7248614541,1407883452,-1925915194,0.935,989003485909
881132,黑色家电,-0.199,2048423,10702722,3302616,-1254193,2.287,96734320070,-0.935,-87980044,1570311574,239690796,-327670840,0.813,96624799402
881133,饮料制造,-0.384,2455625,39413882,8089569,-5633944,1.031,3450849807096,1.673,694417611,16247365353,4768715139,-4074297528,1.232,3508485420123
881134,食品加工制造,-0.349,-6469697,52663173,8964345,-15434042,2.457,799872041577,2.256,91657024,8120033217,1497724952,-1406067928,1.229,817932411453
881135,纺织制造,-0.075,0,3249373,0,0,1.247,159938259842,1.033,-21594957,817082194,89354116,-110949073,0.998,162999992570
881136,服装家纺,-0.055,1294246,29832467,11963336,-10669090,3.389,213946016771,1.389,-4196764,2579026348,367570299,-371767063,1.098,217312981090
881137,造纸,-0.187,0,3917852,0,0,0.632,125833884699,0.757,14087917,1198548077,164543657,-150455740,0.864,127720363666
881138,包装印刷,-0.582,-141739,20781041,2273378,-2415117,2.762,130376129093,-0.325,-92298489,1830828896,169000908,-261299397,0.997,130996212240
