股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.129,1879722,21867392,6066428,-4186706,1.666,138366899456,1.863,-73812613,4084488521,1080428476,-1154241089,1.086,140854173824
881102,养殖业,-0.125,240580,23939692,5917855,-5677275,1.226,395861610752,1.159,-229617303,5933728038,1617922871,-1847540174,0.895,398629344640
881103,农产品加工,0.22,13380234,57058543,31325002,-17944768,3.423,310074992384,1.897,22430938,5665888745,1354517644,-1332086706,0.73,313437295936
881104,农业服务,-0.032,-1676092,7968755,357453,-2033545,2.178,53608011008,1.57,-12279324,1182037050,237702432,-249981756,1.024,54608668800
881105,煤炭开采加工,-0.005,-278172,31524938,6104610,-6382782,0.92,1629706342784,0.819,-126576547,8195819896,1904463577,-2031040124,1.017,1624226303360
881106,石油矿业开采,-0.122,-1974424,12426188,2170609,-4145033,1.123,1497655693824,1.213,-65543318,2753824585,839247060,-904790378,0.842,1496939812096
881108,化学原料,-0.15,-6292758,36587406,5444515,-11737273,1.467,519731653056,2.318,119366025,8344449042,2008523606,-1889157581,1.215,530714469504
881109,化学制品,0.122,-30388885,452502358,185828358,-216217243,3.437,1780580364704,2.833,404152386,47613117726,13592002829,-13187850443,1.286,1829763967584
881110,化工合成材料,0.134,-22556149,186735518,64645865,-87202014,2.563,524961955008,2.741,196957635,17744324944,5205645615,-5008687980,1.021,537129952448
881111,化工新材料,0.155,1131979,15237619,5736863,-4604884,1.056,409010388864,3.157,149307794,4758781022,1359013504,-1209705710,1.341,414128061184
881112,钢铁,-0.084,-4880428,26942293,4816102,-9696530,0.785,739766488448,1.528,131726393,7471252239,2471934407,-2340208014,0.99,749890551808
881113,有色冶炼加工,0.18,-3307921,234626804,90487791,-93795712,1.547,2146896414464,1.669,-26807150,50085965962,16607236531,-16634043681,1.023,2157999494784
881114,金属新材料,-0.051,6555716,50015087,28060514,-21504798,1.939,138505258213,3.604,293213898,6748555413,2179868423,-1886654525,1.192,143581903208
881115,建筑材料,0.0,3937742,122090718,29866866,-25929124,1.554,571155590102,3.163,471721027,17283577023,4350284717,-3878563690,1.116,587824790301
881116,建筑装饰,0.603,1807181,407668744,168191668,-166384487,2.483,1546184561916,3.082,737278544,35975190373,11607115725,-10869837181,0.896,1564597377168
881117,通用设备,0.242,-44513989,529818762,206452745,-250966734,3.745,676211213982,2.341,524358884,34202486828,9648734412,-9124375528,1.095,691434392840
881118,专用设备,0.323,-57945886,660465092,292798021,-350743907,3.266,1275289487619,2.357,-151540934,37871637341,9465193345,-9616734279,0.975,1293516294366
881119,仪器仪表,0.268,-7244122,65197534,19078312,-26322434,1.606,144011174647,2.64,-85713707,7023880859,1738035073,-1823748780,0.878,146473457303
881120,电力设备,0.349,118244010,1180151638,636281416,-518037406,2.084,4707678355535,4.627,13501809967,198416320035,76692386533,-63190576566,1.209,4916815984410
881122,光学光电子,0.61,47637637,520318801,266266056,-218628419,2.13,900381744283,2.609,733654205,50287667587,16165704019,-15432049814,1.007,921907060981
881124,消费电子,0.741,-43922645,346431067,120012212,-163934857,1.531,1703242261598,1.881,-859294531,44729854464,12788696678,-13647991209,0.792,1704524093402
881126,汽车零部件,0.508,-14654470,471648475,199228709,-213883179,2.516,1557971964176,1.464,-208434260,43588501323,10581753353,-10790187613,0.918,1563657734308
881127,非汽车交运,0.038,-3355317,19495868,1985625,-5340942,0.836,488837114646,1.627,-66031612,5524901629,1140185154,-1206216766,0.864,489434710828
881128,汽车服务及其他,1.42,12711699,26389704,23450016,-10738317,15.575,49499798786,3.306,8493474,1036617605,248121296,-239627822,0.834,50417840319
881129,通信设备,0.557,31339165,995270543,554407691,-523068526,4.731,1076490634373,1.373,-798852083,58889805472,20278120209,-21076972292,0.857,1080032256491
881131,白色家电,0.4,14351779,104200947,45483101,-31131322,2.148,1210260063710,2.214,-288120818,11707880332,3391891118,-3680011936,0.823,1205431940367
881132,黑色家电,1.109,-46596223,326489223,116506860,-163103083,6.506,143852703476,3.351,-555592508,18136220768,4970738858,-5526331366,1.264,148748791135
881133,饮料制造,-0.017,-16061020,161765184,67205019,-83266039,3.725,3789892344848,1.815,306396039,20436794649,7195161247,-6888765208,1.141,3831108142249
881134,食品加工制造,0.381,-33640826,161467043,53935559,-87576385,3.795,924579237517,1.385,-241374207,12370736198,2786364128,-3027738335,1.115,934191973707
881135,纺织制造,0.168,-701340,14838613,3029957,-3731297,2.051,188364633704,2.279,101251799,2413110859,573700792,-472448993,1.175,191026946816
881136,服装家纺,0.377,-11606024,62757856,11646147,-23252171,2.633,237200151827,2.321,202679126,6089262969,1659214299,-1456535173,1.089,240397009062
881137,造纸,0.158,-361913,16234588,4088858,-4450771,1.376,146236517537,1.897,-113629628,3500209301,861633204,-975262832,0.978,147990682710
881138,包装印刷,0.38,-37813905,127984731,31278532,-69092437,3.938,156434872916,2.774,-12103470,7256669541,1776696628,-1788800098,1.192,160021029181
881139,家居用品,0.35,-9525535,153172637,54564729,-64090264,6.334,515446386391,2.623,4306851,11941147835,2609520374,-2605213523,1.182,530254356777
881140,化学制药,-0.024,-14266583,430486712,183064140,-197330723,3.398,1579884368355,1.685,-971928757,38964252130,10314782806,-11286711563,1.098,1585523986878
881141,中药,-0.187,-23825261,154194991,35114506,-58939767,2.855,914593103565,0.758,-420975185,14801788404,3401628026,-3822603211,1.0,917897997379
881142,生物制品,-0.327,-11102926,314865080,135431113,-146534039,6.307,707939424528,1.494,-449708990,14246348096,3791408856,-4241117846,1.165,717317373770
881143,医药商业,0.001,994109,21397764,4509290,-3515181,1.156,273193318913,1.75,20580979,4998318760,1105994089,-1085413110,0.982,276878486359
881144,医疗器械,-0.092,-11060519,113540667,29369461,-40429980,2.21,1169532964440,2.587,152035095,20055581250,4798425314,-4646390219,0.996,1198084455519
881145,电力,0.094,-25445953,146819718,35884036,-61329989,1.525,2772194495562,1.716,-774515239,31040616584,9358841483,-10133356722,1.116,2750974933630
881146,燃气,0.436,19743308,38787672,25747357,-6004049,6.481,199907648582,1.038,61597325,2329718423,499551423,-437954098,1.005,199901119209
881147,环保工程,0.356,11975551,167372042,74685996,-62710445,3.499,410387186024,3.357,271190175,14663124126,4260499070,-3989308895,1.151,419693915198
881148,港口航运,0.09,-2452437,37344868,8279106,-10731543,1.473,863289094270,1.036,104141718,6066249536,1791704063,-1687562345,0.843,864232401576
881149,公路铁路运输,0.03,-2741796,29637822,5375253,-8117049,0.812,803193755731,0.708,-142963753,7337899147,1867376797,-2010340550,0.875,799843878318
881150,公交,0.151,-1280049,16161635,3133027,-4413076,1.051,38580967589,2.222,135784904,3099322798,811335188,-675550284,0.793,39428415245
881151,机场航运,0.058,-838641,21135392,4153252,-4991893,0.906,499144348742,0.971,170533054,6034096105,2085759156,-1915226102,0.771,501775511225
881152,物流,0.218,-4317664,57629398,14755303,-19072967,2.183,607428284831,1.884,-69140134,7199619509,1704786832,-1773926966,0.922,610279725989
881153,房地产,0.595,-30658895,274037477,113068253,-143727148,2.485,1052051927705,2.805,-269279787,24133887720,7589610410,-7858890197,1.04,1065801930907
881154,园区开发,1.495,4821085,43810325,17604323,-12783238,4.298,148873909353,4.346,-43088399,3540434329,1021920430,-1065008829,1.063,151104428272
881155,银行,-0.048,-14163971,86514194,27575833,-41739804,0.743,8669918387329,-0.535,-2046385383,19582967174,7227199541,-9273584924,0.761,8614359773237
881156,保险,0.461,-9826021,267390827,127715914,-137541935,2.544,2761113791047,0.933,-687671535,21496804022,6429003307,-7116674842,0.783,2742290670701
881157,证券,0.131,-122504227,593501075,193284192,-315788419,1.851,2987496478334,1.009,-1172251446,84986602243,33514493052,-34686744498,0.856,3004852531456
881158,零售,0.533,33753886,167792509,94792715,-61038829,3.017,602146037367,2.453,146980482,15879297626,4848351556,-4701371074,1.01,612056850111
881159,贸易,1.831,988527,51985907,18902849,-17914322,5.492,78827722682,2.901,252516075,3347183131,1032385417,-779869342,1.38,80764411281
881160,旅游及酒店,0.185,-6728896,55985831,18147279,-24876175,4.586,121633874915,1.297,-107884933,4964670321,1335245752,-1443130685,1.052,122871961878
881161,酒店及餐饮,-0.174,30875,2571000,387125,-356250,0.333,66775573655,1.106,-29754617,1671135018,376003446,-405758063,0.888,67118372663
881162,通信服务,0.345,-31991473,173186438,52283180,-84274653,3.895,583084529852,1.602,-123976295,16662154322,4638212209,-4762188504,0.926,586564416079
881163,计算机应用,0.286,-141495615,1418327820,537400759,-678896374,1.792,2292369236575,1.407,-5013720211,137138924556,39110337817,-44124058028,0.746,2308401483094
881164,文化传媒,0.113,83574091,535424407,265147055,-181572964,2.468,1224656943978,3.111,1987286143,60453090784,19272459851,-17285173708,0.898,1257767343733
881165,综合,0.585,-1065941,54437256,12669151,-13735092,4.631,197701358983,3.287,398713529,5972180320,1962340672,-1563627143,1.323,205135639362
881166,军工装备,0.153,5432359,423787501,163024541,-157592182,1.118,2109906702897,1.079,-1661997274,64731769510,18395772979,-20057770253,0.725,2123159408270
881167,非金属材料,0.512,2504358,10491929,3668407,-1164049,1.666,71242257265,3.262,91958990,2551617728,685895617,-593936627,1.395,73655859526
881168,工业金属,-0.083,-13269688,104110025,29599497,-42869185,1.502,1187466156152,0.937,-785911644,19910750789,5824212572,-6610124216,0.978,1180553973921
881170,小金属,0.261,2584940,100632042,36294672,-33709732,1.36,773283417571,3.384,1095884850,31142159284,10777382274,-9681497424,1.226,796063201303
881171,自动化设备,0.302,-5663517,103258855,33284571,-38948088,1.184,644446482552,2.431,85803355,21456860595,6066799656,-5980996301,0.997,654557584387
881172,电子化学品,0.519,-8584003,63741924,18295168,-26879171,2.798,237703437119,1.579,-289410737,11023478715,2550345500,-2839756237,0.959,239652390824
881173,小家电,0.108,-70524,15048673,3119498,-3190022,2.701,209998995416,2.14,84751725,3452528643,789245970,-704494245,1.369,213805246792
881174,厨卫电器,-0.138,0,2236962,0,0,0.481,55500338094,0.986,-25307591,852640659,112567343,-137874934,0.851,56125784278
881175,医疗服务,-0.263,-11286864,112765522,30315800,-41602664,2.537,600427328509,4.752,1439727072,25362979053,8874575796,-7434848724,1.246,632409547762
881176,房地产服务,0.528,-97533,18170745,5978467,-6076000,0.972,42411762507,1.875,-29310085,2635401539,666677529,-695987614,1.005,42724827092
881177,互联网电商,-0.162,-449918,8958236,0,-449918,1.026,88755168674,2.252,-52680644,2704643440,521987758,-574668402,0.759,90852710157
881178,教育,1.419,8556973,73694571,34065141,-25508168,2.558,76894400062,3.207,10990043,6628670683,1863317757,-1852327714,0.849,78066162254
881179,其他社会服务,0.075,-304020,20740144,2673724,-2977744,1.13,128550673755,2.32,-56193638,4441377584,774439154,-830632792,0.93,131345319669
881180,石油加工贸易,0.042,-5756667,26950475,2858826,-8615493,1.062,2299020374030,2.407,-19955830,4909172858,1463058862,-1483014692,0.852,2298304634567
881181,环境治理,0.285,17676003,224446603,98343285,-80667282,3.41,648425421240,3.038,325634219,23032637704,6741235944,-6415601725,1.145,662766284398
881182,美容护理,0.399,1902625,57642897,24936120,-23033495,5.212,230551787889,2.265,74099642,5726233713,1425500316,-1351400674,1.267,235287793428
