股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.117,0,5312550,0,0,0.912,120086989364,-0.085,-14249789,998359264,107706104,-121955893,0.601,120039279583
881102,养殖业,-0.051,386823,14130145,3388641,-3001818,1.626,399964979969,0.363,20743434,3285366679,718880636,-698137202,0.963,402667497804
881103,农产品加工,-0.102,-2441064,16160181,337452,-2778516,1.43,271539094648,0.36,-58756474,2775212306,362550056,-421306530,0.766,271924010762
881104,农业服务,-0.06,-1930551,4336015,0,-1930551,2.062,50259166204,0.088,-3038897,452530919,54955932,-57994829,0.775,50398641081
881105,煤炭开采加工,0.116,-256021,13852136,821104,-1077125,0.761,1531928877377,-0.086,-33568653,3931618865,636259044,-669827697,0.86,1523823208916
881106,石油矿业开采,0.172,439500,11214719,2052465,-1612965,1.836,1544686650988,0.903,-7978491,1754872709,567100956,-575079447,1.169,1545302966711
881108,化学原料,-0.03,-173354,10277521,897502,-1070856,1.179,473890612340,0.905,-29208624,2566245265,305488837,-334697461,1.029,477184998325
881109,化学制品,-0.192,-6124427,90275994,17464109,-23588536,1.965,1532958896069,0.976,-192615909,13438030364,2115049704,-2307665613,0.937,1537239289677
881110,化工合成材料,-0.098,-1464512,17969616,1248160,-2712672,1.006,440439893260,1.11,-8847911,3935948937,450888208,-459736119,0.864,442725475334
881111,化工新材料,-0.248,-1125253,4589841,350241,-1475494,0.542,384465731103,0.616,-110177294,2071358652,389597140,-499774434,0.929,380130502805
881112,钢铁,0.024,-1541867,13206707,4351341,-5893208,2.007,673104139722,0.733,47727512,2642837890,713141922,-665414410,1.092,675406985725
881113,有色冶炼加工,0.472,-1221133,203286282,85751497,-86972630,3.65,1865969650236,0.865,-109883125,15378683216,3635222693,-3745105818,0.877,1862261858743
881114,金属新材料,0.155,755782,5040510,755782,0,1.031,109139279070,0.894,12774526,953635386,108605199,-95830673,0.847,109748065526
881115,建筑材料,-0.403,944430,44663291,15967907,-15023477,2.523,490353816115,0.986,-2516446,4266940039,704332589,-706849035,0.995,491652278282
881116,建筑装饰,-0.342,710995,87683746,18167078,-17456083,2.042,1278189092982,1.601,-87402558,9891971367,1959224824,-2046627382,0.895,1290055811286
881117,通用设备,-0.195,-2945839,88150532,21810755,-24756594,1.37,537406367799,1.12,-164651556,9717409125,1343307120,-1507958676,0.79,542025296240
881118,专用设备,-0.062,2481235,72260447,18825837,-16344602,1.1,1059290505111,0.968,-235497250,11033859658,1376711536,-1612208786,0.752,1064521976222
881119,仪器仪表,-0.213,-713892,9497540,0,-713892,2.906,109024669868,1.335,-12345720,2077475133,293434352,-305780072,1.456,110610386827
881120,电力设备,-0.283,-10161810,217467311,38518716,-48680526,1.851,3629626432146,1.114,148298262,37667534278,6391140853,-6242842591,0.869,3681486317808
881122,光学光电子,-0.183,-1637841,106585344,30985618,-32623459,4.229,701416320004,1.77,-22289964,9169061118,1918376716,-1940666680,1.066,710645339138
