股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.206,-423998,9034072,1643829,-2067827,1.885,118616003328,-0.268,764331,1142756266,185859750,-185095419,0.854,117489869376
881102,养殖业,-0.455,-4628255,21068885,2544664,-7172919,2.5,328451792896,-0.669,-93296308,2043358183,334152455,-427448763,0.834,328749569728
881103,农产品加工,-0.074,-152706,26100418,6130139,-6282845,2.248,253477098752,-0.002,-69323611,2874237022,432812522,-502136133,1.016,253173012992
881104,农业服务,-0.488,-692472,1512371,0,-692472,2.632,44000966528,0.032,-12363278,243363844,29047836,-41411114,0.646,44100864256
881105,煤炭开采加工,-0.099,-1001819,10784040,401800,-1403619,0.743,1472209053184,1.605,75807543,4468666071,819081285,-743273742,0.976,1501804553344
881106,石油矿业开采,0.571,7043727,25908372,15091511,-8047784,1.978,1396052226176,1.108,51526661,1400206896,401030892,-349504231,0.795,1412710409728
881108,化学原料,-0.087,2659144,20267049,4654878,-1995734,1.623,440974329280,0.222,103239553,2300937849,370003022,-266763469,0.839,442075632576
881109,化学制品,-0.056,-1170846,78573416,12840005,-14010851,1.742,1486317652768,-0.057,-8068201,11747137309,1772388087,-1780456288,0.82,1485235680032
881110,化工合成材料,0.027,894393,15925795,1535171,-640778,0.886,425274028480,-0.111,-49093426,3451463926,396197537,-445290963,0.784,424828499456
881111,化工新材料,-0.062,227191,3074636,552828,-325637,0.475,375618437120,-0.219,-20773015,1333259325,231493584,-252266599,0.762,375591741312
881112,钢铁,-0.193,-715594,16361931,1740235,-2455829,1.423,613478918400,1.074,104041895,2885344909,701153172,-597111277,0.915,620538516736
881113,有色冶炼加工,-0.207,411503,148783830,45975308,-45563805,2.3,1840420764800,-0.023,-235226382,19067144331,4740662581,-4975888963,0.944,1842163710976
881114,金属新材料,-0.13,412050,2941009,412050,0,0.837,105678205504,0.122,-31023622,835966825,64871918,-95895540,0.87,105619772864
881115,建筑材料,-0.282,-3892838,21779478,0,-3892838,1.237,448936425344,-0.055,-10387457,3677816397,560605991,-570993448,0.747,452076463296
881116,建筑装饰,-0.223,3878111,125766240,51341536,-47463425,2.934,1156111139840,0.023,-177291729,9406754523,1926435907,-2103727636,0.929,1163052914496
881117,通用设备,-0.198,47355,61459426,6011159,-5963804,1.795,528615720544,-0.022,-202505675,8695357450,1254270890,-1456776565,0.894,529227551776
881118,专用设备,-0.157,-8982844,89045868,13581095,-22563939,1.868,1057950534912,0.01,-53802112,11958587271,1845999425,-1899801537,0.911,1063146223104
881119,仪器仪表,-0.277,-2042477,16537443,1491761,-3534238,2.174,107288778816,0.377,-60908925,2132704563,247505245,-308414170,1.061,107503662720
881120,电力设备,-0.162,-27125441,533340915,182240903,-209366344,3.421,3622661326080,-0.322,-812020676,38752463303,7445605620,-8257626296,0.806,3609713573888
881122,光学光电子,-0.216,5247276,88062929,21665839,-16418563,1.756,694247339744,0.155,-263586146,12080977502,2218866352,-2482452498,0.909,696071225312
881124,消费电子,0.325,-27881249,233125369,69685986,-97567235,4.885,1300234504128,0.657,-365579762,19302260620,3822900641,-4188480403,1.156,1306883748736
881126,汽车零部件,-0.193,-6132905,104653008,23934549,-30067454,2.155,1284283183872,0.81,294621425,15858430321,2868914139,-2574292714,1.131,1291290460864
881127,非汽车交运,-0.229,-1017373,9740769,0,-1017373,0.759,407687897984,-0.172,55017890,2997178958,604886585,-549868695,0.863,412415846976
881128,汽车服务及其他,-0.187,806610,2319271,1207500,-400890,1.419,41917185792,0.479,924211,348561840,54632093,-53707882,1.24,42029904640
881129,通信设备,0.391,10897612,293068394,138350205,-127452593,7.662,764283303968,1.533,372580591,19514588360,4382916162,-4010335571,1.352,769669983904
881131,白色家电,-0.428,6527937,79194007,24407116,-17879179,4.787,1044135684992,0.179,-205206344,8854589624,2246191274,-2451397618,1.246,1054885793536
881132,黑色家电,0.171,-879265,23100997,4538425,-5417690,2.88,97204200704,1.482,38467785,2577523007,582009576,-543541791,1.112,98376815808
881133,饮料制造,-0.154,1222153,189076872,124232193,-123010040,2.67,3055300157120,0.385,35253321,15037865763,4895862929,-4860609608,1.062,3056130424192
881134,食品加工制造,-0.084,440270,27367788,2297391,-1857121,1.55,771938023744,-0.409,-45747334,4575757443,640133665,-685880999,0.851,770402113792
881135,纺织制造,-0.135,393038,8824221,1100204,-707166,2.527,166336904384,0.367,-25486863,915711438,77728436,-103215299,0.853,167877837312
881136,服装家纺,-0.07,-165619,13476857,798103,-963722,1.626,196379986240,0.347,62100486,1957052361,325473767,-263373281,0.907,198213253600
881137,造纸,-0.08,6393979,21974422,8730588,-2336609,3.731,122621606784,1.06,7666421,1464670484,246815056,-239148635,1.187,124526685504
881138,包装印刷,-0.133,1878514,12877897,2198600,-320086,1.291,124072061696,0.795,26798746,2009872017,264835630,-238036884,1.065,125034897984
881139,家居用品,-0.246,-817226,20224916,2577451,-3394677,1.52,419659151488,0.185,-63583547,3554877411,331235654,-394819201,0.876,424592229504
881140,化学制药,0.322,-9743005,100568054,17803239,-27546244,3.333,1304026420704,-0.405,-376292292,11124705021,1672284422,-2048576714,0.834,1293212117984
881141,中药,0.157,-381518,31305170,3177687,-3559205,1.591,764824730304,0.542,5413366,5333889006,926711001,-921297635,0.868,762513853248
881142,生物制品,0.572,5599088,30160826,14734641,-9135553,2.609,566447086720,-0.625,-55770315,3138068071,422427227,-478197542,0.851,558857386880
881143,医药商业,0.078,9812311,29825946,16494886,-6682575,1.668,230642231872,-0.353,-10428327,3288101977,646165029,-656593356,0.874,228200975296
881144,医疗器械,0.107,2950461,34488068,6820265,-3869804,1.436,961210649824,-0.695,-73023613,6825200125,888915844,-961939457,0.802,945210459424
881145,电力,-0.171,2829224,78643356,16768587,-13939363,2.031,2583790885312,0.478,300641303,11736418091,3005224868,-2704583565,1.088,2614714261504
881146,燃气,-0.03,0,2129459,0,0,0.642,175676586272,-0.135,10150060,737394485,99568124,-89418064,0.895,176368663488
881147,环保工程,-0.198,-91865,36168556,7195355,-7287220,3.495,315237508576,0.021,37079739,3106604813,567456302,-530376563,0.877,316213503936
881148,港口航运,-0.033,-1179060,12639665,908001,-2087061,1.06,774254577408,0.617,117422769,3293111398,889701732,-772278963,0.981,782951345664
881149,公路铁路运输,-0.211,-5175365,41990641,11115461,-16290826,1.993,748661358208,0.295,-11612514,4393888273,1156640906,-1168253420,0.861,752388540032
881150,公交,-0.322,-4465340,29196274,10599707,-15065047,2.624,31366618752,0.361,55292177,2233131898,642127430,-586835253,0.815,31866761344
881151,机场航运,-0.21,1060958,6779864,1060958,0,1.403,441890692096,-0.835,-62188911,1636025889,360846550,-423035461,0.81,438539108352
881152,物流,-0.126,-1800106,10541461,431595,-2231701,0.723,519799745664,1.095,21088787,2805563680,413534207,-392445420,0.893,521292896576
881153,房地产,-1.054,-4206896,196320210,58418712,-62625608,3.744,819871469824,-0.094,-340899260,12798497074,3118338738,-3459237998,1.043,830262525120
881154,园区开发,-1.839,-3916679,89600924,27874658,-31791337,11.498,118845749760,-1.901,-200387616,3551751730,715244418,-915632034,1.574,119435177600
881155,银行,-0.09,-13542369,62632326,10613114,-24155483,1.047,7656577899008,1.595,188333709,14747945992,5759534964,-5571201255,1.007,7778534267904
