股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.276,0,8686032,0,0,1.165,144208128012,-0.808,-79801801,1402122019,183486642,-263288443,0.88,143546237714
881102,养殖业,-0.1,-1175854,8379747,338045,-1513899,0.672,390968003296,0.13,-62276227,2887425733,418658444,-480934671,0.775,395798907397
881103,农产品加工,0.036,-958195,13820744,552593,-1510788,1.037,301811003112,-0.154,-62554375,2672114425,351104768,-413659143,0.979,303602555289
881104,农业服务,0.653,-2621738,22100478,8255940,-10877678,3.221,71448135973,0.278,-19650287,683189294,149862257,-169512544,1.046,71170532279
881105,煤炭开采加工,-0.334,5157224,38391079,13772874,-8615650,2.5,1503641967733,-0.479,-105179807,7222083257,1469385956,-1574565763,0.926,1511856273873
881106,石油矿业开采,-0.205,-27778,4868324,304096,-331874,0.587,1321245362992,-1.081,-56548017,1807459735,532349978,-588897995,1.134,1324991854090
881107,油气开采及服务,-0.372,814956,10996400,1756826,-941870,0.883,329084506607,-1.439,-173773634,2542837814,600340454,-774114088,1.062,326978109918
881108,化学原料,-0.108,-217750,55502304,13160510,-13378260,2.277,489409710098,-0.944,-393608377,5628525976,967760089,-1361368466,1.045,486921533125
881109,化学制品,0.029,9638660,93096604,25286656,-15647996,1.687,1631017267593,-0.238,-499902858,15922902680,2197497012,-2697399870,0.999,1630195953700
881110,化工合成材料,-0.01,328943,33384094,3206390,-2877447,1.052,529338971937,-0.595,-277709444,6628692817,696627502,-974336946,0.904,528906323077
881111,化工新材料,0.229,-486108,16528329,5967349,-6453457,2.184,384168159266,0.396,8653282,2125641121,378102604,-369449322,1.227,385642301540
881112,钢铁,-0.1,-721855,10008545,439144,-1160999,0.858,736303083823,-0.552,-100702709,4175337961,905638788,-1006341497,1.27,735081230989
881113,有色冶炼加工,-0.146,-1746779,47744606,5038309,-6785088,0.655,1799043702022,-0.666,-978375489,16938901356,3322632088,-4301007577,0.937,1797924170361
881114,金属新材料,-0.132,13200,8577251,827500,-814300,0.905,128195441928,-1.004,-49992804,1722660615,184118583,-234111387,0.952,127483813208
881115,建筑材料,0.06,-17601970,191431410,57478248,-75080218,5.466,599280082805,-0.171,-507367729,11196059997,1859292388,-2366660117,1.342,599728961855
881116,建筑装饰,-0.092,-21142919,209914156,68376475,-89519394,2.096,1325228791479,-0.444,-958158156,18295795041,4024650750,-4982808906,0.99,1325917933344
881117,通用设备,-0.005,4811342,63635282,11704537,-6893195,1.029,632688607398,-0.656,-394122922,12397090527,1447237588,-1841360510,0.875,628663483511
881118,专用设备,-0.018,-7607490,99301710,18148714,-25756204,1.208,1114155272496,-0.56,-411883069,16646063437,2368746816,-2780629885,0.931,1114869097342
881119,仪器仪表,0.121,2092062,25337117,10844624,-8752562,1.387,134706426778,-0.441,-13011917,3464029757,495065669,-508077586,0.99,133701273761
881120,电力设备,-0.183,13439863,349009835,102292408,-88852545,1.172,4079293927712,0.454,96325406,76004910590,16466127502,-16369802096,0.934,4141435697998
881121,半导体及元件,-0.134,-2551805,200494238,70999690,-73551495,1.939,2457266784159,-0.687,-1155324371,30908488236,5271514043,-6426838414,1.075,2456085570508
881122,光学光电子,0.048,3632935,72534762,18050393,-14417458,0.84,810315509412,-0.495,-559857436,14269433808,2625457764,-3185315200,0.973,807955996991
881123,其他电子,0.119,223151,19411662,2503330,-2280179,1.911,149973453758,-0.577,-132765948,3366214221,463768788,-596534736,1.202,149020671598
881124,消费电子,-0.036,28677309,100215887,40311695,-11634386,0.919,1182591417638,-0.876,-454408048,15906675664,2732580360,-3186988408,0.982,1185411459512
881125,汽车整车,-0.199,-9867135,52286421,15050013,-24917148,2.278,1059391793389,0.007,46661121,13346360642,4354327561,-4307666440,1.497,1069768566977
881126,汽车零部件,0.077,54749387,214858136,104761492,-50012105,3.417,1340828328311,0.076,397189649,23141139821,4166204599,-3769014950,1.138,1346566418479
881127,非汽车交运,-0.028,-1064981,13168935,1000477,-2065458,1.914,331900110420,-0.567,-73828363,2968958205,440546388,-514374751,1.156,332691596631
881128,汽车服务,-0.007,0,2790168,0,0,1.964,71167627686,-1.269,-30028588,543718045,84429288,-114457876,1.111,70707076234
881129,通信设备,0.046,6126823,79960469,27183360,-21056537,1.592,705943941236,-0.688,-481059106,15096942141,3459357593,-3940416699,1.181,706918899719
881130,计算机设备,-0.012,4354237,60229651,18517725,-14163488,0.807,769454989363,-0.268,-632297792,12996065855,2255071502,-2887369294,0.951,770299555883
881131,白色家电,-0.243,-2128955,27878553,2708925,-4837880,1.777,933857231205,-0.582,1980732,6774841194,1477271839,-1475291107,1.077,946164554229
881132,黑色家电,-0.019,-579363,9350281,1406795,-1986158,0.955,115101697358,-1.154,-99019138,2029230724,367552932,-466572070,0.947,114133948666
