股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,0.008,-3407814,25539828,8063815,-11471629,2.981,159577743801,-1.03,-27280053,1756759026,279910834,-307190887,0.844,158666385817
881102,养殖业,-0.15,-5495856,32211420,8952353,-14448209,2.612,375139291443,-2.563,-471210424,5220541643,1295187369,-1766397793,1.408,364968528739
881103,农产品加工,0.012,697264,13209488,697264,0,1.499,323492175960,-1.438,-45645060,2955565972,534925440,-580570500,1.227,320540288727
881104,农业服务,-0.196,-312731,2997833,0,-312731,3.031,74620584732,-1.28,-6578704,501896530,41153387,-47732091,1.269,73899153377
881105,煤炭开采加工,-0.635,-107584,81825237,24225492,-24333076,3.922,1340780216584,0.391,76822920,7243801580,1695821330,-1618998410,1.031,1363663878877
881106,石油矿业开采,-0.333,-11048960,58940781,28722771,-39771731,6.438,1398003645454,0.238,-229879438,3130107649,1028689221,-1258568659,1.361,1418384770851
881107,油气开采及服务,-0.858,3264243,158681739,68342787,-65078544,8.009,340445070634,-0.105,-363989200,7035699251,2004897129,-2368886329,1.478,343290613352
881108,化学原料,0.096,-570606,28431456,5443864,-6014470,2.178,508839011890,-1.534,-212632985,3761638806,588879473,-801512458,0.995,503840824011
881109,化学制品,-0.087,651733,95899074,24741763,-24090030,1.92,1779721576280,-0.849,-96012609,13227984371,2182277844,-2278290453,1.063,1774058629795
881110,化工合成材料,0.019,-1361744,58620003,14016294,-15378038,1.872,534649074242,-0.542,-88066847,7104410004,1126424827,-1214491674,1.111,532788784637
881111,化工新材料,-0.281,-286942,13847102,1670414,-1957356,1.5,478373570050,-1.104,-5512876,2018931271,299783351,-305296227,0.876,477438697451
881112,钢铁,-0.191,-8780151,31177414,5495178,-14275329,3.046,778904661023,-0.852,-100173580,3813505028,673267373,-773440953,0.958,777920137326
881113,有色冶炼加工,-0.275,-24311369,171823731,59093851,-83405220,2.793,1893337781211,0.006,-397977323,17161774053,3736453117,-4134430440,1.11,1906304265218
