股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,0.839,-13301359,56305708,12342424,-25643783,7.182,142187237671,-0.206,-127331142,2349715086,445242951,-572574093,1.324,139817403527
881102,养殖业,-0.177,-1582871,19848662,3432298,-5015169,1.582,390094166234,-1.434,-106070891,3851724812,848680228,-954751119,1.046,382270137203
881103,农产品加工,-0.098,-2028429,36113425,7889042,-9917471,2.88,295817576573,-1.124,-149305812,3485637213,531920308,-681226120,0.985,291859571541
881104,农业服务,0.019,-669611,3792155,0,-669611,1.925,62889413650,-0.275,-4596054,595971004,65603222,-70199276,0.89,62708707678
881105,煤炭开采加工,-0.291,-8731052,46676350,6934010,-15665062,0.907,1624130742905,-0.29,108909516,10964270351,2597921691,-2489012175,0.817,1625717766730
881106,石油矿业开采,-0.325,-3790355,16401095,4453818,-8244173,1.065,1532976298716,-0.02,-79836856,2626965299,850740563,-930577419,0.74,1543180477167
881107,油气开采及服务,-0.187,-6727745,38439937,8510370,-15238115,1.078,345751534524,0.095,65908512,4504473736,1465488098,-1399579586,0.824,347816888582
881108,化学原料,-0.014,-1541232,23669004,2240958,-3782190,1.507,478191656127,-0.483,-18608660,3729907940,666708777,-685317437,0.976,476226482127
881109,化学制品,0.049,-6127757,137977859,29724724,-35852481,1.894,1668147018753,-0.156,-572157340,18515598347,3291574990,-3863732330,1.01,1660061562659
881110,化工合成材料,0.075,2713431,125799777,42555667,-39842236,4.293,504250757578,0.015,-338590713,8787395486,1502161213,-1840751926,1.061,501457241571
881111,化工新材料,0.082,71280,12840578,2597758,-2526478,1.294,409977807523,0.029,30789746,2313702121,498053558,-467263812,0.946,406525907409
881112,钢铁,-0.257,520022,34002010,6431353,-5911331,1.245,763862607461,0.079,151983670,5608499368,1560605096,-1408621426,0.752,764473179225
881113,有色冶炼加工,-0.273,-10962677,171565719,55456674,-66419351,1.461,1910385821195,0.531,-439943684,25440683758,7045393514,-7485337198,0.808,1934068182847
881114,金属新材料,0.122,4301236,19473170,6724172,-2422936,1.424,125305627402,0.557,-41308476,2740108337,472551783,-513860259,0.985,125426901402
881115,建筑材料,-0.035,-2860039,72117558,18750797,-21610836,2.0,588510228094,-0.561,-282258374,8595189868,1441749018,-1724007392,0.934,583529823835
881116,建筑装饰,-0.188,-18910197,237901657,84684944,-103595141,2.585,1374854112622,-0.385,-1006684136,22820873591,5806035076,-6812719212,1.018,1361886990923
881117,通用设备,-0.085,18022244,191624046,62553233,-44530989,2.062,617798426979,0.111,-390283102,22686982390,4803113073,-5193396175,0.906,620292014342
881118,专用设备,-0.092,-183474,275486448,88385257,-88568731,2.404,1147971736499,-0.046,-1181687496,28605130629,5137356463,-6319043959,0.906,1145057173277
881119,仪器仪表,0.037,-1351381,24704730,2605302,-3956683,1.204,131841197614,0.874,-74737508,5038765017,919591619,-994329127,1.06,132712911091
881120,电力设备,-0.397,37318814,853597009,368439342,-331120528,2.63,4291569296922,-0.173,-3014608735,79408090380,17900440156,-20915048891,0.894,4287534119755
881121,半导体及元件,0.54,37216370,474762223,224028450,-186812080,1.726,2629044697393,0.391,-835372368,60615690655,16358142603,-17193514971,1.028,2611875542493
881122,光学光电子,0.295,16308970,181144743,66064710,-49755740,1.703,819931615107,0.844,-231091067,20495678921,4910637139,-5141728206,0.862,819389496548
881123,其他电子,0.008,-3229417,104985908,37222631,-40452048,4.798,146790210146,0.246,-226039674,7829342296,1681621226,-1907660900,1.256,147252773834
881124,消费电子,0.077,9203582,475873541,266146754,-256943172,2.621,1455357438942,0.55,-1005627176,37648706642,11579814639,-12585441815,1.001,1429730440526
881125,汽车整车,-0.122,23865635,249781863,151318671,-127453036,2.994,1189562931939,1.154,294355852,28513570460,11826293952,-11531938100,1.363,1203152780643
881126,汽车零部件,0.001,-42183952,477965503,154623562,-196807514,3.99,1422842177120,1.05,-1163765355,41024703710,8674368918,-9838134273,1.385,1431243968128
881127,非汽车交运,-0.621,18973372,107631068,39445660,-20472288,5.753,379082614449,-1.126,-187411047,7101607950,1438089653,-1625500700,1.065,378120810504
881128,汽车服务,0.365,-2654914,15422354,2779291,-5434205,3.259,65021492376,-0.293,-98196335,1261370835,249310722,-347507057,1.24,64633152050
881129,通信设备,0.756,148054542,807163593,579148567,-431094025,2.826,869753066209,0.745,-287935372,45765998049,15470148075,-15758083447,1.059,859730072255
881130,计算机设备,0.114,44175180,312430087,153640024,-109464844,2.736,878251453923,0.797,-1806456419,30272089288,8380253361,-10186709780,1.091,870872668604
881131,白色家电,-0.159,1056152,51712610,18758928,-17702776,1.161,1032579633112,0.562,18529547,8308447106,2159884608,-2141355061,0.853,1037870773035
881132,黑色家电,-0.772,-2123536,46555854,15369322,-17492858,2.295,125022912494,0.084,45323575,4420007788,1117944591,-1072621016,0.914,126118570369
881133,饮料制造,-0.402,-17722908,158403248,58967430,-76690338,2.619,4194398985072,-0.33,-299748488,18751612594,6094698402,-6394446890,1.127,4182578722704
881134,食品加工制造,-0.102,529936,63348568,12639689,-12109753,2.227,950268294502,-0.847,-209927862,8722546034,1454800243,-1664728105,1.163,941104138298
881135,纺织制造,0.136,-400697,16454913,1860766,-2261463,2.133,115094756796,0.334,-22767241,2325243346,428893867,-451661108,1.062,115218056689
881136,服装家纺,-0.135,-1468629,28379933,2619054,-4087683,1.492,256781100513,-0.201,-116219960,4260862515,606076791,-722296751,0.919,257451742113
881137,造纸,-0.081,-1598019,14971275,2126739,-3724758,2.439,143730684455,-0.183,-87013970,2079046504,355302774,-442316744,1.006,143300428615
881138,包装印刷,0.318,-4446930,92535154,30366924,-34813854,3.535,163940034313,-0.052,-157594703,5738741064,1237978724,-1395573427,0.998,162930855602
881139,家用轻工,0.106,5346450,103968424,31639290,-26292840,3.596,531356809741,0.07,69887904,8478397223,1211992305,-1142104401,1.044,530192961329
881140,化学制药,-0.171,690441,116267395,26887598,-26197157,1.863,1381168392502,0.061,-257127037,18827403963,3857486160,-4114613197,1.082,1382548910487
881141,中药,-0.404,-22130722,218976520,55894691,-78025413,6.977,954264494319,-0.787,-647278817,12947163328,2316468742,-2963747559,1.37,949631318628
881142,生物制品,-0.118,-1924201,47393961,17060209,-18984410,1.274,751066382236,0.377,-187460923,7805226225,1430243851,-1617704774,1.18,751010876044
881143,医药商业,-0.074,-1799417,17772523,723005,-2522422,1.34,292912411872,-0.515,24475337,3786278107,738880550,-714405213,0.986,290691901965
881144,医疗器械,0.121,6028939,39372802,9250825,-3221886,2.081,1209992679452,-0.06,-112476988,8969101208,1383567385,-1496044373,0.993,1202195388190
881145,电力,-0.225,-531829,110779609,27294725,-27826554,1.345,2455187752460,0.359,223833554,17552672367,5270195742,-5046362188,0.822,2472320891184
881146,燃气,-0.137,0,5432285,0,0,1.285,185476142653,0.173,-11701511,1253670976,157141890,-168843401,0.814,186781006282
881147,环保工程,-0.033,-1022076,25071971,1341350,-2363426,1.37,355468298799,-0.293,-127383116,4261270614,657980753,-785363869,0.873,354060685310
881148,港口航运,-0.009,789482,18963133,4727115,-3937633,1.241,751371496266,-0.49,-244777779,3438875577,735530271,-980308050,0.947,747746418869
881149,公路铁路运输,-0.227,311822,17347816,2519606,-2207784,0.91,718835329257,-0.421,-120085309,3705865216,923965471,-1044050780,0.869,717132744303
881150,公交,-0.217,1458460,13064705,4074341,-2615881,2.973,28255813636,-0.662,-54052446,909260567,141250444,-195302890,0.972,28173125409
881151,机场航运,0.081,-18154151,84467428,35396301,-53550452,4.9,498146537461,-0.402,-236590772,4317098339,1397032466,-1633623238,1.142,494066503793
881152,物流,-0.067,-2517050,29782762,2747183,-5264233,1.472,575435459824,0.241,-92979593,5708548624,997822215,-1090801808,1.126,578270286454
881153,房地产开发,-0.599,-38184575,258539420,80897761,-119082336,5.66,966247311696,-2.166,-1410963473,14225853225,3404100407,-4815063880,1.133,950645570744
881154,园区开发,-0.512,-3040792,17181034,3233454,-6274246,2.063,133347775279,-1.238,-91536541,2311620678,520016213,-611552754,0.996,132107745456
881155,银行,-0.086,-3017774,105974645,43233804,-46251578,1.606,7318488688367,-0.78,-1108508081,15769173783,6127237205,-7235745286,0.965,7273611936355
881156,保险及其他,-0.262,-6648112,52977009,17497346,-24145458,1.108,1973119748109,-0.864,-1161980840,13076852131,3472712271,-4634693111,1.218,1918861143071
881157,证券,-0.157,-7579665,143758723,53513904,-61093569,1.36,2431250778966,-1.049,-2080962313,20032002773,5677696736,-7758659049,0.878,2404637918165
881158,零售,-0.241,-2503361,56698668,15020885,-17524246,1.778,606980310048,-0.605,-390537489,7620969855,1709682136,-2100219625,0.898,604558125010
881159,贸易,0.029,1629142,11366061,1629142,0,1.541,81935246684,-0.583,-35145156,1373286370,197903894,-233049050,0.848,81308773907
881160,景点及旅游,-0.566,-599024,22157143,3250323,-3849347,1.563,110548518427,-0.607,-137306366,2641857711,332481599,-469787965,0.792,110201136188
881161,酒店及餐饮,-0.779,1058993,20627335,3609537,-2550544,3.857,70114544247,-0.134,-103624165,1608570304,196012292,-299636457,0.929,70286197259
881162,通信服务,0.309,1930681,127472429,51389233,-49458552,2.027,524370756024,1.423,-286280419,13967301455,3437461689,-3723742108,1.126,524029252995
881163,计算机应用,0.264,8778124,701841101,274066134,-265288010,2.384,2024931138048,1.364,221811611,86048775175,22420112549,-22198300938,1.236,2038576985792
881164,传媒,0.366,-13615878,401219361,143556812,-157172690,2.555,1266590180050,3.243,3830961487,73835921127,23597317106,-19766355619,1.681,1296733800866
881165,综合,-0.103,-1166080,15374075,3417794,-4583874,1.18,210578762166,-1.242,-183932091,2540355481,571777543,-755709634,0.804,209126469755
881166,国防军工,-0.097,-89167310,803829306,428392754,-517560064,4.364,1772036109819,0.505,-449298783,41442345468,11732293918,-12181592701,1.387,1774066731327
881167,非金属材料,0.109,991540,5100853,1616737,-625197,0.811,74890273717,1.312,-9045357,1230479379,277947026,-286992383,0.937,74888853858
881168,工业金属,-0.224,72576,66195040,19277746,-19205170,1.1,1017402164423,0.668,180095143,12177264988,3550984866,-3370889723,0.759,1034900675545
881169,贵金属,-1.478,-15467090,48214239,10789028,-26256118,2.265,256004456565,-0.583,-138810776,3220656601,694205113,-833015889,0.588,258631050405
881170,小金属,0.018,4004393,87619538,33818363,-29813970,2.132,770036010892,0.419,-531359788,12891624552,3254841469,-3786201257,1.028,773754522711
881171,自动化设备,0.102,26163576,243182089,130060513,-103896937,1.784,634932027024,0.69,-45845907,20404415547,5852478767,-5898324674,0.951,632993531983
881172,电子化学品,0.403,1156645,31474864,5550027,-4393382,1.605,199362054563,-0.271,-154207650,5196466633,915364984,-1069572634,0.847,198185409163
881173,小家电,-0.367,-558968,14524029,715213,-1274181,2.092,206001920192,-0.404,-90619975,2396780840,369027563,-459647538,0.966,205374318744
881174,厨卫电器,-0.008,-839386,2130791,0,-839386,0.979,57276954109,0.347,-1561887,582586084,81411732,-82973619,0.923,57631961318
881175,医疗服务,-0.277,-4017662,133855293,53748537,-57766199,1.96,627998626515,0.664,-352558736,13579540213,3388256666,-3740815402,1.02,625826158491
881176,房地产服务,-0.702,-4128363,16893677,723170,-4851533,10.9,31710214739,-2.231,-48715476,746047329,108005843,-156721319,1.57,31267437608
881177,互联网电商,0.095,-1350720,10884128,1005997,-2356717,1.979,87920196545,0.312,4503772,1999335217,333605984,-329102212,0.962,88089244657
881178,教育,-0.084,-1650785,28632645,7848645,-9499430,2.748,74305448783,1.074,92910968,3741172163,946163678,-853252710,1.058,75068268764
881179,其他社会服务,0.434,3566167,32174670,12945201,-9379034,2.683,128818252021,1.235,3509315,3697066489,629428777,-625919462,1.24,129699999082
881180,石油加工贸易,0.067,-1965079,37597152,16637122,-18602201,1.42,2304813219926,-0.089,-222115976,4040572256,1160773063,-1382889039,0.798,2315004893795
881181,环保,-0.005,-2491685,42146167,1985398,-4477083,1.332,568791944406,-0.352,-230080513,7033715059,1039867655,-1269948168,0.845,566147311948
881182,美容护理,-0.16,-719879,26002616,6012896,-6732775,1.544,223565795067,0.117,-84830990,3148024993,671310668,-756141658,1.048,222663423651
