股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.127,-836001,16108366,2348071,-3184072,1.588,143184057728,2.68,213204623,4381493169,1068439005,-855234382,1.54,146858551808
881102,养殖业,-0.42,3623303,54409077,20417273,-16793970,4.577,391854808064,1.27,-68117142,5803769292,1288558801,-1356675943,1.392,391084154112
881103,农产品加工,-0.172,-5999598,31858035,6590361,-12589959,2.192,318318947328,1.3,4447866,5663211252,1084787332,-1080339466,1.139,318149797056
881104,农业服务,-0.033,-2485559,10798316,676879,-3162438,2.386,58423383936,0.601,-69921115,1424941331,250319659,-320240774,0.922,58800747008
881105,煤炭开采加工,-0.28,945088,33072617,7429837,-6484749,1.906,1573467475968,-0.884,-157198658,5347697862,1015075771,-1172274429,0.806,1557938801408
881106,石油矿业开采,-0.051,858633,185038864,84959988,-84101355,5.069,1445549154048,-0.317,-72202225,5322943400,1594764447,-1666966672,1.01,1447122452736
881108,化学原料,-0.291,74619997,355567860,222416313,-147796316,6.335,550590754624,0.226,-466036105,9905240022,2315991796,-2782027901,0.899,547077184896
881109,化学制品,-0.123,-82433067,454237498,157284445,-239717512,2.264,1827521809344,0.384,-2025149200,40664322630,9328874815,-11354024015,1.047,1819473414912
881110,化工合成材料,0.156,18442642,191761043,87376697,-68934055,2.302,563379726080,0.586,-199616550,15627254227,3095336034,-3294952584,0.94,562727271104
881111,化工新材料,0.601,99380,44577117,13460530,-13361150,2.906,410922478976,1.074,-78993477,3901144356,874454289,-953447766,1.04,409128190848
881112,钢铁,-0.164,-1101669,26111395,4508491,-5610160,1.054,758458180352,0.654,-2731618,6099531042,1681349964,-1684081582,0.839,761671361536
881113,有色冶炼加工,-0.227,89369952,479128778,269263853,-179893901,2.698,2091674246784,-0.475,-1313336555,34261971422,9619577253,-10932913808,0.923,2074974040320
881114,金属新材料,-0.078,7063453,44534537,16910412,-9846959,0.983,163621490304,-1.015,-272911731,6028789491,1148648097,-1421559828,0.653,161587191424
881115,建筑材料,0.32,7519939,94206646,34714770,-27194831,1.958,591085593344,0.566,46020634,9805543951,2121879193,-2075858559,0.986,590592635520
881116,建筑装饰,0.167,-24140724,265254941,73851066,-97991790,2.606,1576230834400,1.048,-182561328,26748464747,6477579535,-6660140863,1.015,1581218372320
881117,通用设备,0.085,-82143667,622927422,269701161,-351844828,8.442,708507287936,0.048,1280140840,35129019882,10332494483,-9052353643,1.153,708910081088
881118,专用设备,0.018,-10319718,328919365,105961751,-116281469,2.951,1321959166688,0.377,-18608597,33876408421,7851055007,-7869663604,0.997,1318630958400
881119,仪器仪表,0.188,6700615,51700411,19416765,-12716150,2.384,162054738496,0.585,-171543259,7148589516,1836433267,-2007976526,1.131,161660020928
881120,电力设备,-0.12,60160138,711398543,274147559,-213987421,1.56,4920283171776,-0.287,-1354656983,100468092901,24905842645,-26260499628,0.875,4874735295968
881122,光学光电子,0.282,-2149467,364721523,158361022,-160510489,2.601,953750499200,0.494,-32807714,36002240164,9782960490,-9815768204,1.027,948686714304
881124,消费电子,0.284,3419797,511655282,235939203,-232519406,2.24,1640478279968,-0.746,-1111473652,44766577335,12110541271,-13222014923,0.906,1618100244640
881126,汽车零部件,-0.086,8419560,234913183,65473532,-57053972,1.457,1613556902912,-0.197,-496917793,36432828971,7513929686,-8010847479,0.967,1604075407328
881127,非汽车交运,-0.128,-530349,22267512,3706849,-4237198,1.281,480293699392,0.315,29491669,4757788510,1130136535,-1100644866,1.043,477379197696
881128,汽车服务及其他,-0.332,-3338699,11895211,2187647,-5526346,2.122,52930740736,1.38,32427768,1289246176,284627985,-252200217,0.966,53203001856
881129,通信设备,0.117,-18996057,411272187,163880853,-182876910,2.838,1033913405248,-0.811,-2184917713,42302239640,11009671904,-13194589617,0.943,1015958077056
881131,白色家电,-0.164,1120427,87328569,39037915,-37917488,1.714,1144765434560,-0.552,-432007224,10532437918,2682571933,-3114579157,0.952,1122981331072
881132,黑色家电,-0.045,-18200725,105341763,33743462,-51944187,2.197,154206616064,-0.712,-255844777,10963831546,2793910544,-3049755321,0.821,152573886272
881133,饮料制造,-0.292,-23854077,199454092,109137905,-132991982,1.793,3791714131072,0.295,-931740987,16506816820,4419943647,-5351684634,0.997,3772933183872
881134,食品加工制造,-0.168,-1704123,219121737,97639883,-99344006,4.701,966504346496,1.717,236712326,15458549382,3359645598,-3122933272,1.385,965054647104
881135,纺织制造,0.416,19680,94551986,41978773,-41959093,6.122,202725536128,3.001,170300217,4681425021,1436988447,-1266688230,1.58,203264201472
881136,服装家纺,-0.007,-849657,103024099,37513975,-38363632,2.554,255525919776,1.181,38235118,8474236550,1829967779,-1791732661,1.149,257780248096
881137,造纸,0.002,-1508876,47641980,19506873,-21015749,2.431,155451976960,0.192,-11846946,3977826155,1109351848,-1121198794,0.955,154066835200
881138,包装印刷,0.112,4018918,64130802,26594601,-22575683,1.683,175630798656,0.687,-150019136,6910701231,1637032527,-1787051663,0.896,175624478720
881139,家居用品,0.346,14546970,479800566,255160038,-240613068,9.437,549587372512,0.78,-504684670,18563280671,4357635649,-4862320319,1.316,546811542976
881140,化学制药,-0.125,-1842615,164666255,43948836,-45791451,2.072,1599824565184,0.141,-464150851,23672456094,4946073004,-5410223855,1.139,1594250656064
881141,中药,-0.585,-10421339,111984273,26600224,-37021563,2.16,923215600640,-0.152,-257469,11803047993,2485557607,-2485815076,1.092,919883265216
881142,生物制品,0.113,-1804114,55729143,15536979,-17341093,1.489,698668173440,-0.579,-340173841,7511577014,1399399263,-1739573104,0.897,692619525184
881143,医药商业,-0.113,1655824,33349147,7341817,-5685993,1.629,285663600384,1.355,13329093,6860928405,1558466279,-1545137186,1.122,287089614592
881144,医疗器械,-0.059,6195537,105043780,36736726,-30541189,2.626,1183329458272,-0.184,-495875648,15309905052,3150463198,-3646338846,1.08,1166919529920
881145,电力,-0.198,9298290,134201846,45661984,-36363694,1.721,2685392732032,0.242,-688538395,18663016908,4663325515,-5351863910,0.934,2680490075520
881146,燃气,0.366,-52246066,155823192,38759194,-91005260,7.049,219198454784,1.066,-66100037,5070415258,1110500133,-1176600170,1.126,219636216320
881147,环保工程,-0.077,-2900951,172077569,74281806,-77182757,6.37,437146212992,2.172,104600573,13962825443,3530082175,-3425481602,1.202,444448729984
881148,港口航运,-0.013,-865055,34014926,2326152,-3191207,1.293,853778233088,-0.064,-375089129,6039314714,1440212006,-1815301135,0.961,848065578880
881149,公路铁路运输,-0.071,-9504833,81253263,26915300,-36420133,2.873,818800086144,0.443,-372880103,6828341499,1589873655,-1962753758,0.959,825440297344
881150,公交,-0.358,-4169357,18686668,3202688,-7372045,1.295,40842742656,0.303,-114279110,2063688602,345147595,-459426705,0.622,40894166400
881151,机场航运,-0.026,-4984482,47706671,17627202,-22611684,1.82,574755451904,0.973,95789461,9413620118,2819903605,-2724114144,1.422,579982456832
881152,物流,1.296,985914,267637741,102764648,-101778734,5.41,609308882688,0.773,-16239083,11844031445,3148096721,-3164335804,1.069,599854914880
881153,房地产,0.27,-13465834,203312257,69564598,-83030432,2.482,1085114543296,1.915,422957135,25063887102,7625753646,-7202796511,1.203,1096897984640
881154,园区开发,0.366,4844132,16746623,8631599,-3787467,1.65,155387556736,1.357,56321038,2919931841,824509108,-768188070,1.419,155226650752
881155,银行,-0.136,-988576,164626358,78353382,-79341958,1.774,8577293808128,-0.132,-362216608,18872466461,7105113303,-7467329911,0.847,8581331592192
881156,保险,0.345,-10149884,131376586,49353136,-59503020,2.087,2640518686528,0.451,107190755,15377988360,4757910387,-4650719632,1.103,2612236251968
881157,证券,0.162,-83187298,843516730,502857892,-586045190,2.685,3119679620096,-0.309,-2661833147,51938769495,19004327995,-21666161142,0.853,3090279174144
881158,零售,0.205,-1309456,258888225,95598464,-96907920,2.666,686018200448,2.616,564398903,24143733365,7420699315,-6856300412,1.102,698957482624
881159,贸易,0.717,-8579895,92541918,41912450,-50492345,7.689,85818659584,0.665,4190270,2774687348,747100931,-742910661,1.243,85383465600
881160,旅游及酒店,-0.104,-85025,74355993,21948670,-22033695,3.666,127706909952,0.152,-253104227,5223599539,955945907,-1209050134,1.276,127800447488
881161,酒店及餐饮,-0.779,-3872302,28680263,5739945,-9612247,4.155,68421082112,0.17,-66766926,2383276897,379793275,-446560201,1.268,68334886144
881162,通信服务,0.554,-111437546,718024197,358613528,-470051074,8.05,608298171008,0.074,-1474470520,25115839303,7103139678,-8577610198,1.125,603153003008
881163,计算机应用,0.384,-37333685,1398763504,617049084,-654382769,2.397,2507398871488,-0.48,-4696325836,141305397035,40875279341,-45571605177,0.936,2477290652800
881164,文化传媒,-0.091,-101903321,1403525782,599822227,-701725548,3.883,1356418787648,-0.884,-4903905105,99149341220,28702834907,-33606740012,1.137,1337069996160
881165,综合,0.604,-8413647,263539697,122720728,-131134375,9.242,213069985792,1.528,50384235,7691328346,2403443424,-2353059189,1.219,213046341088
881166,军工装备,0.017,-45928192,390474249,124138017,-170066209,1.974,2081273687488,-0.366,-1641147561,41695356520,9895489931,-11536637492,0.948,2067940913312
881167,非金属材料,0.271,-687408,5418658,502318,-1189726,1.293,64461237824,0.128,-18764960,1089263393,193400437,-212165397,0.986,64167317760
881168,工业金属,-0.172,36916978,162750473,82207000,-45290022,2.274,1127012597888,-0.409,-514843737,14164620309,3460973063,-3975816800,0.96,1118504014976
881170,小金属,-0.097,29648557,196125808,108031909,-78383352,2.217,818259551488,-0.496,-358322230,18154509711,5225142800,-5583465030,0.804,811083584256
881171,自动化设备,-0.138,1383077,263759096,99627547,-98244470,3.073,700991565632,-0.84,-907673922,23302151873,5390726861,-6298400783,0.906,692721546816
881172,电子化学品,-0.292,-23500751,158355840,63174413,-86675164,2.878,250658450176,-0.883,-390186884,10779386557,2710788200,-3100975084,0.964,248588994816
881173,小家电,-0.017,30464093,71568832,47769888,-17305795,6.122,208447147968,-0.837,-20364961,3374481185,717878153,-738243114,1.252,205818259808
