股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.414,3725667,32227652,19326300,-15600633,5.363,125803889927,-1.35,-95763988,1851742229,332835005,-428598993,1.205,124267509565
881102,养殖业,-0.143,-170186,16380369,4290855,-4461041,1.654,415028527686,0.104,25238104,3197482967,748116341,-722878237,0.663,411832851513
881103,农产品加工,-0.234,2428002,44671332,18775462,-16347460,2.445,301649548163,-0.078,-73961445,4380154720,802964332,-876925777,0.862,300711876726
881104,农业服务,-0.028,66378,2568013,399608,-333230,1.311,56057795952,-0.2,7958975,571635336,59944884,-51985909,0.675,55832888265
881105,煤炭开采加工,0.065,1465341,37318077,12075512,-10610171,1.283,1785277174684,-1.722,-83968731,8194962437,1831763377,-1915732108,0.987,1756859582333
881106,石油矿业开采,-0.645,2151518,20028655,7593148,-5441630,2.088,1768100422007,-0.989,-202140114,3061477315,1074784244,-1276924358,1.034,1725366412088
881107,油气开采及服务,0.714,3824628,37953810,14576247,-10751619,2.694,368584919635,-0.028,-6418860,4397176364,1200330901,-1206749761,1.139,362359868900
881108,化学原料,-0.455,-56484,17935726,1907144,-1963628,1.158,521963407689,-0.342,-40110051,3716743779,480219178,-520329229,0.748,523701445600
881109,化学制品,-0.136,549226,154809872,39182219,-38632993,2.099,1714590491429,0.702,-409401198,19430477124,3034652143,-3444053341,0.896,1721171084703
881110,化工合成材料,-0.438,-1510295,61402909,12279447,-13789742,1.731,476065795409,0.938,88389086,7207960933,1114978229,-1026589143,0.722,480018274659
881111,化工新材料,0.352,7721289,25471256,16714959,-8993670,5.115,444901461931,2.281,76956,1960828178,329502812,-329425856,1.015,446945665387
881112,钢铁,-0.327,-158082,18764014,3403465,-3561547,1.206,742535345989,-1.036,-90184560,3542737305,732963538,-823148098,0.703,733076692150
881113,有色冶炼加工,-1.831,-4173336,495999981,231093772,-235267108,3.941,2059830734799,-1.544,-1201613626,27887868535,7165443833,-8367057459,0.9,2061135724041
881114,金属新材料,-0.513,419040,6437005,419040,0,0.846,117684965811,0.232,-62997478,1384060356,129707305,-192704783,0.741,119171162836
881115,建筑材料,-0.246,-3355334,27563987,1233569,-4588903,2.34,549294734032,-0.635,-12279018,4230678372,458247273,-470526291,0.853,547704954506
881116,建筑装饰,-0.339,-635879,80093061,15115370,-15751249,1.759,1365039128976,-0.131,-665387418,13510017425,2800062454,-3465449872,0.912,1345865012374
881117,通用设备,-0.304,-4413278,145783826,41226559,-45639837,1.808,579691403065,0.398,-330608512,14180063581,2234799995,-2565408507,0.817,582889084744
881118,专用设备,-0.252,6775650,117819283,28751846,-21976196,1.508,1166412096194,0.438,-186312377,16373608671,2474711983,-2661024360,0.812,1163756016820
