股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.595,1374791,8460100,2214909,-840118,2.3,116919167461,-1.007,-18546196,949817278,112321166,-130867362,0.991,116390654937
881102,养殖业,-0.463,-1256575,13181946,762342,-2018917,1.316,409330965911,1.289,-130017404,3677858999,667249050,-797266454,1.025,413895237211
881103,农产品加工,-0.524,5688782,37581837,11607417,-5918635,4.833,276799779760,0.021,-15404255,3081023387,542560770,-557965025,0.939,279578599557
881104,农业服务,-0.174,0,1863240,0,0,1.346,49423468780,-0.239,-26920601,435245288,32806543,-59727144,0.801,49212565614
881105,煤炭开采加工,-0.301,-371317,13311979,1296173,-1667490,0.839,1605463242912,-0.317,-101179817,4562966713,728314073,-829493890,0.763,1605333113606
881106,石油矿业开采,-0.504,-1058138,13683168,2569418,-3627556,1.736,1762535250054,-1.019,-173974761,2566578200,690413354,-864388115,1.133,1740591698548
881108,化学原料,-0.234,197620,16114286,3076879,-2879259,0.966,497882746563,0.209,-76988482,2746292136,345702246,-422690728,0.9,498275250438
881109,化学制品,-0.289,-6879150,107738250,24506492,-31385642,1.506,1585418219199,0.694,-352054801,15278816539,2420221900,-2772276701,0.979,1591376914868
881110,化工合成材料,-0.243,-1228397,34440196,4452439,-5680836,1.563,449633028023,0.757,-37252255,5608784101,754599298,-791851553,0.962,452099731237
881111,化工新材料,-0.41,-1755894,5739202,0,-1755894,0.776,409417010855,0.513,-63545044,1935140651,244859496,-308404540,0.73,412896382863
881112,钢铁,-0.342,1819082,16816551,2793828,-974746,1.877,707608871665,-0.778,-140422772,2990656219,545716994,-686139766,0.969,704304074537
881113,有色冶炼加工,-1.321,-77569129,386610708,136818219,-214387348,3.091,2026821445353,-1.296,-1933502054,29091652194,7115963241,-9049465295,0.905,2036643496051
881114,金属新材料,-0.441,409899,5856530,409899,0,0.773,112541055499,0.373,-7980203,1664835091,231838447,-239818650,0.895,113241911928
881115,建筑材料,-0.337,-744869,22534311,1917078,-2661947,1.845,509769414645,-0.013,-77711605,3829119448,472810495,-550522100,0.895,508677079233
881116,建筑装饰,-0.34,-4486719,75291173,15216973,-19703692,2.226,1280358071619,0.242,-70754632,11044503541,2411282314,-2482036946,0.954,1285787611220
881117,通用设备,-0.427,742663,81084572,13698626,-12955963,2.6,527791342617,0.793,-54627371,9569740217,1208325770,-1262953141,1.031,531734715755
881118,专用设备,-0.366,-14411052,113248909,25555593,-39966645,1.603,1076971346927,1.078,-230785189,12400246865,1831617285,-2062402474,0.945,1089175979857
881119,仪器仪表,-0.247,412428,10761832,771680,-359252,1.481,103787737320,1.965,27676684,2181822477,346031117,-318354433,0.939,105704212443
881120,电力设备,-0.458,2252174,294434613,98459538,-96207364,1.451,3715973286713,0.925,17256980,47030879054,9060773300,-9043516320,0.897,3769928287974
881122,光学光电子,-0.483,-98821,67689915,16429185,-16528006,0.89,728929124768,1.08,-42146569,12024108877,2476923487,-2519070056,0.75,737846735658
881124,消费电子,-0.606,-20399595,153689847,49098964,-69498559,1.255,1496747676049,0.64,-1317768262,24402981756,5189719047,-6507487309,0.816,1500214446516
881126,汽车零部件,-0.252,-1727313,163783306,43628709,-45356022,2.315,1314016410649,0.307,3821280,19172672813,2995075784,-2991254504,0.862,1314274732860
881127,非汽车交运,-0.518,-3715381,51655726,9813523,-13528904,3.948,435548363487,3.098,208488154,5806426703,1288711419,-1080223265,1.789,444313070460
881128,汽车服务及其他,-0.332,4655063,16515339,6140663,-1485600,0.79,44888172403,-1.107,-44016239,1084132303,148708178,-192724417,0.224,44860592606
881129,通信设备,-0.361,9621724,134260516,63589035,-53967311,1.822,840683669510,1.532,-505726771,18498693624,4483029061,-4988755832,0.965,843468262513
881131,白色家电,-0.379,3944014,26657077,7744577,-3800563,0.878,1009669762137,0.137,-26359527,5373060486,1073196116,-1099555643,0.776,1014153170256
881132,黑色家电,-0.399,-573086,4227103,396900,-969986,2.464,101312960271,0.326,-21441758,948220293,145733215,-167174973,1.098,100921164830
881133,饮料制造,-0.351,1596451,62486415,17682914,-16086463,1.764,3622832168703,0.779,579717278,16195769167,5429720770,-4850003492,0.891,3703409555596
881134,食品加工制造,-0.19,-96124,23428654,3282360,-3378484,1.555,819637033266,0.482,-99640161,5367550012,796098142,-895738303,0.972,827576189722
881135,纺织制造,-0.336,-911421,4038975,0,-911421,0.871,161851001813,-0.045,12210390,1011597257,99023266,-86812876,0.774,159469189804
881136,服装家纺,-0.051,3230735,14845626,6877020,-3646285,2.008,217332424107,0.216,34437441,1914502452,307085164,-272647723,0.898,217120640002
881137,造纸,-0.255,0,1904158,0,0,0.59,128749217477,-0.299,3619035,773038698,80806300,-77187265,0.862,128534221902
881138,包装印刷,-0.073,8602188,25302960,14384652,-5782464,1.965,128761314958,0.532,38656257,1646950227,255338464,-216682207,0.793,129134834708
881139,家居用品,-0.279,674901,43779886,16963460,-16288559,3.001,454328291440,-0.289,-90162154,3645185512,280463547,-370625701,0.875,450661997829
881140,化学制药,-0.165,-7094058,104100897,32075621,-39169679,3.901,1357877252917,0.522,-237318438,13965770629,2545119777,-2782438215,1.092,1367182435754
