股票代码,板块名称,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500
881101,种植业与林业,-0.693,-1268355,16764452,1144596,-2412951,3.935,118704708531,-2.848,-83119130,1228673251,134891334,-218010464,1.096,116780364489
881102,养殖业,-0.061,0,7290493,0,0,0.847,382356674463,-2.361,-172103615,3560930830,806111864,-978215479,0.997,371444506331
881103,农产品加工,-0.019,-1518795,17895819,1695690,-3214485,1.651,269240740539,-2.085,-171150560,2774669873,334109913,-505260473,0.963,265064755435
881104,农业服务,-0.093,0,935649,0,0,0.559,48499854463,-2.108,-22428736,418271275,46373549,-68802285,0.998,47330462720
881105,煤炭开采加工,-0.042,-241359,10473948,353495,-594854,0.908,1556138462721,-3.28,-270055632,6102218339,1019520354,-1289575986,1.576,1513087941917
881106,石油矿业开采,0.046,-997112,6257751,1337016,-2334128,0.985,1583559623129,-1.625,-16657691,1882271214,646190498,-662848189,1.193,1557574763557
881108,化学原料,0.039,717448,8658243,1126290,-408842,0.732,468461369538,-0.603,618121,3302988011,458547074,-457928953,1.38,463326524850
881109,化学制品,-0.023,-7426299,86374453,16721714,-24148013,1.994,1501154863414,-1.519,-290357898,13875126143,1926845414,-2217203312,1.046,1480007573961
881110,化工合成材料,-0.032,-11644815,78024919,13966189,-25611004,5.554,436330235698,-1.686,-417752289,5782024787,737573263,-1155325552,1.44,429082327921
881111,化工新材料,0.403,365307,3567982,365307,0,0.765,369526448080,-0.477,-67060393,1610481631,249373937,-316434330,1.019,365018090702
881112,钢铁,0.181,782587,18015904,3010434,-2227847,1.561,662533117006,-1.462,-75505161,3117060114,648841735,-724346896,1.06,652226139378
881113,有色冶炼加工,0.081,1394543,103851165,30690124,-29295581,1.643,1897640494888,-1.423,-276751541,20264967574,4755832116,-5032583657,1.125,1867984525309
