股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
002696,百洋股份,1.3,112949,0.16,6.29,5183490,-0.16,,5183490,6688276,-1504786,核污染概念、股权转让,-0.32,26067349,1389243012,0.86608,0
600811,东方集团,0.1,80152,0.0,2.31,4474353,-0.86,,4474353,20645591,-16171238,农业、远东开发,-0.86,60403743,5906259811,0.532999,0
002852,道道全,0.6,77832,-0.09,11.26,1677330,-0.26,,1677330,7148016,-5470686,年报增长、食品饮料,-0.18,44918375,2278995011,0.992123,0
002311,海大集团,0.3,80118,-0.09,44.7,1618114,0.34,,1618114,4052090,-2433976,农业、年报增长,0.43,101099273,28907348035,0.777388,0
000702,正虹科技,0.6,49056,-0.17,5.83,1496345,-0.34,,1496345,2912607,-1416262,猪肉、养殖业,-0.17,19769886,1164345620,0.718284,0
300268,ST佳沃,0.0,14916,-0.32,12.4,975934,-0.56,,975934,6007367,-5031433,ST板块、预制菜,-0.24,19022929,1165302923,0.685095,0
600191,华资实业,0.7,65694,0.0,6.43,727302,-0.16,,727302,4484831,-3757529,参股券商、金融概念,-0.16,32651036,1424366381,0.807104,0
000972,中基健康,1.1,119098,0.84,3.55,655288,-1.11,,655288,1382240,-726952,并购重组、实控人变更,-1.93,17465519,1761093430,0.535276,0
003030,祖名股份,0.6,48796,-0.18,21.97,-3491,-1.13,,-3491,1359893,-1363384,食品饮料、小红书概念,-0.95,10926981,934636425,0.803435,0
603609,禾丰股份,5.1,95364,0.0,8.81,-304316,-0.23,,-304316,0,-304316,三季报增长、饲料,-0.23,17826868,3205796037,0.63357,0
001366,播恩集团,2.7,86811,0.33,15.15,-349041,-0.2,,-349041,0,-349041,合成生物、医药,-0.53,13152067,611706000,0.64796,0
300138,晨光生物,1.7,431508,-0.36,13.97,-388385,-0.64,,-388385,4610204,-4998589,食品饮料、农业,-0.29,42838870,5666755999,0.639979,0
