股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
603998,方盛制药,0.6,16408,-0.34,11.82,8024798,0.51,,8024798,9403388,-1378590,医药、养老概念,0.85,39996971,3289502348,0.742066,0
002773,康弘药业,0.5,358992,-0.58,22.32,5989818,0.13,,5989818,24022719,-18032901,医药、医疗器械,0.72,162465966,7165067797,1.11118,0
002020,京新药业,0.7,136030,0.0,11.15,5749756,0.0,,5749756,10766841,-5017085,创新药、阿尔茨海默,0.0,75354927,6068410593,0.8592,0
688366,昊海生科,0.0,111839,-0.82,90.19,4849077,3.98,,4849077,13616211,-8767134,医美、年报增长,4.84,62058622,5657522908,1.47945,0
300558,贝达药业,2.9,356469,-0.29,38.05,3913447,-1.01,,3913447,31649737,-27736290,医药、杭州,-0.73,181241146,9661844010,0.967735,0
600538,国发股份,0.1,4158,0.22,4.69,2984638,1.74,,2984638,4331517,-1346879,股权转让、医药,1.52,21624617,2104730714,1.55341,0
301267,华厦眼科,2.9,125557,-0.17,23.97,2919289,1.01,,2919289,6997785,-4078496,眼科医疗、互联网医疗,1.18,58497233,6786449869,0.988784,0
000650,仁和药业,7.1,607274,-0.59,6.73,2914929,-0.74,,2914929,30392064,-27477135,医美、医药,-0.15,109762865,6618587907,0.691358,607904
002317,众生药业,0.3,305776,0.0,13.25,2389974,0.53,,2389974,12474551,-10084577,流感、中药,0.53,106306803,8559551695,0.752732,0
601886,江河集团,1.1,177274,0.69,5.79,1669598,-0.69,,1669598,6376536,-4706938,文化传媒、金融概念,-1.36,44338701,2153884819,0.897026,0
300233,金城医药,0.6,144333,-0.06,16.58,1568163,-0.12,,1568163,6922705,-5354542,电子烟、医药,-0.06,57636886,4834753369,0.601053,0
301103,何氏眼科,0.1,9616,-0.25,24.27,1492044,0.71,,1492044,1492044,0,医药、民营医院,0.96,15930959,1758122113,0.451115,0
003020,立方制药,0.1,26975,-0.48,20.51,1356419,-1.63,,1356419,6188356,-4831937,医药、原料药,-1.16,29986345,1706992486,0.497811,0
688050,爱博医疗,0.0,0,0.0,141.99,1004779,0.78,,1004779,9513038,-8508259,医疗器械、年报增长,0.78,87419093,11303802683,1.15234,-3535221
000153,丰原药业,2.2,275196,0.47,8.51,803012,0.35,,803012,3468727,-2665715,减肥药、NMN,-0.12,59281526,2193566391,1.23058,0
300108,*ST吉药,0.1,19936,-0.56,1.74,702439,-2.79,,702439,1016775,-314336,ST板块、医药,-2.25,11460057,1142413398,0.586821,0
300683,海特生物,12.2,231378,-0.84,23.8,-167077,-0.04,,-167077,307923,-475000,CRO、医药,0.8,27018366,1884366046,0.675412,0
603168,莎普爱思,5.8,29190,-0.24,8.22,-248906,-1.67,,-248906,1285487,-1534393,医药、并购重组,-1.44,29931713,1746599399,0.875351,0
