股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-2306,-0.064,-36313458,1923994301,577559810,-613873268,3.082,7569989943488,-48554300,2914,1.308,-452564937,199039701820,26341399416,-26793964353,1.105,7713233297344,-508832
801004,锂电池,-3393,0.086,-6126867,892702136,121355575,-127482442,3.131,6175644303872,25405700,842,0.465,-1018295960,92250483901,6149976720,-7168272680,1.135,6188347590272,15621400
801008,高送转,12,0.128,0,54964283,0,0,2.146,980428965160,0,53,0.534,5422737,10785925640,52794280,-47371543,0.876,983063506524,0
801009,充电桩,-585,0.15,617194,350207952,20120943,-19503749,2.231,1245347657408,0,58,0.652,-325071475,33778952549,1871813245,-2196884720,1.03,1253611031208,11408800
801012,钢铁,3,0.032,638718,18067982,1931708,-1292990,1.017,733509762957,0,49,0.492,26055110,4680154396,704427294,-678372184,1.0,739086223714,-4769450
801014,行业龙头,8,0.081,-12010314,1226352373,19064179,-31074493,1.311,23360232464822,-3744090,111,1.219,53552712,206985275636,2857269343,-2803716631,1.103,23569827400008,-99100200
801016,稀土永磁,-5,-0.053,1142554,154225684,6065912,-4923358,2.876,833974759016,0,59,0.745,-109016238,14355364664,984264820,-1093281058,1.253,842506383569,11564000
801019,物流,2,0.099,-3000180,256555792,6851775,-9851955,5.753,1350135569795,0,31,0.457,-70847494,20333577154,1255705736,-1326553230,1.245,1358023080408,4479580
801022,换电站,-180,0.191,1085925,73339530,8704908,-7618983,2.314,497587149824,0,27,0.822,-29592460,8420566029,393725948,-423318408,1.001,498771180353,-19807400
801027,银行,9,0.094,-5392339,57927436,14090059,-19482398,0.999,6885993965700,0,-49,-0.493,-553527137,13451017366,5445771559,-5999298696,0.864,6839543800348,-80722000
801031,文化传媒,-56,-0.562,72055438,622069271,238364296,-166308858,1.699,1366008923392,56766300,52,0.654,-496329526,66342621624,9465770646,-9962100172,0.906,1384632993024,316961000
801032,深圳国资改革,-41,-0.413,0,14453307,0,0,1.573,104458052909,0,83,0.839,1086807,3537981515,13283650,-12196843,1.042,106959738766,0
801033,国企改革,9,0.116,14003749,894222622,82428835,-68425086,1.903,7398545615936,30662700,596,1.163,-535698964,118196971108,3281495431,-3817194395,1.099,7451569743488,-23811100
801035,酿酒,16,0.166,7619792,212922704,77191433,-69571641,2.194,4726739143445,21117300,37,0.517,1232822059,30407100739,9952143430,-8719321371,0.953,4787198339620,665227000
801039,机场航空,28,0.289,1338744,16880285,3992852,-2654108,1.305,598205812631,0,155,1.556,155198274,3789540152,835611193,-680412919,1.002,603796596543,77353600
801040,造纸,24,0.25,-1029102,37293218,445218,-1474320,2.981,169129154415,0,-35,0.019,-20579912,2524265470,224118053,-244697965,0.981,168326644863,0
801044,土地流转,-5,-0.059,0,31789724,0,0,2.18,338041817109,0,38,0.486,-17892979,3586519796,95348246,-113241225,0.84,339098140473,-3690060
801045,医药,-7591,0.086,-5304341,333479939,29864276,-35168617,1.332,6166153287936,4625000,512,0.19,41046943,68452875786,7794098709,-7753051766,1.012,6174351599136,108919000
