股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-18,-0.185,5891651,1072579099,238979800,-233088149,1.614,7548511385024,6481130,312,-0.851,-3188933711,133464590608,15281734532,-18470668243,0.846,7516080885760,-581680000
801004,锂电池,-25,-0.254,-14253911,668295329,84996115,-99250026,2.448,6317388216978,-5997840,65,-0.689,-1105285055,74953518820,6011669036,-7116954091,1.067,6306331283528,-56752900
801008,高送转,-5,-0.051,0,49857168,0,0,6.603,983552479073,0,21,0.212,-14271120,8173625813,49214296,-63485416,1.581,982474363115,-21925100
801009,充电桩,-39,-0.395,1992509,136325827,17840839,-15848330,1.193,1281520695424,0,-782,-1.743,-510395612,19914644773,1333678467,-1844074079,0.86,1271181373698,-19871300
801012,钢铁,-13,-0.14,-1045894,13184259,1578492,-2624386,1.222,741876266982,0,4,0.041,-47729303,3271129020,482747631,-530476934,1.035,742341640744,145891
801016,稀土永磁,-14,-0.146,8650063,65805475,16991426,-8341363,1.38,820519494526,0,-47,-0.316,-229260472,8869192585,812674612,-1041935084,0.828,818109474810,-61091100
801019,物流,0,-0.004,-1639356,107944891,974745,-2614101,3.027,1349602637085,0,-8,-0.004,-181447009,13900559343,679846354,-861293363,1.054,1347752278285,-53249100
801022,换电站,-25,-0.251,-316798,22060950,0,-316798,0.726,504964513926,0,-131,-1.316,-41252027,4836638914,65213121,-106465148,0.666,503305094237,-3981680
801027,银行,-9,-0.094,-3702253,51849919,20082834,-23785087,1.455,6593645041976,0,30,0.303,-314269174,7737899403,2641146716,-2955415890,0.722,6606428208007,-50057700
801031,文化传媒,-36,-0.361,13860975,339220535,66957951,-53096976,2.358,1206379581376,2855100,-192,-0.158,-1050714524,33659138107,4448907706,-5499622230,1.012,1206604989325,-239283000
801032,深圳国资改革,-27,-0.274,410210,9381857,410210,0,1.069,103175888277,0,18,0.185,-9233116,1709385652,22265863,-31498979,0.949,103744403914,0
801033,国企改革,-15,-0.156,4907732,672536450,21494671,-16586939,2.03,7283625277039,-2552760,3,0.181,-268824330,77830973725,1644490022,-1913314352,0.958,7285884673665,-118325000
