股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-19,-0.178,-4741717,891978413,30312799,-35054516,3.335,7563715733120,0,638,0.419,-586020340,110496946155,9614283084,-10200303424,1.024,7588296626088,-176243000
801004,锂电池,355,0.051,5265346,856919778,32090643,-26825297,4.783,6496977199552,6585250,2082,0.079,-324755137,72831867500,4534417187,-4859172324,1.126,6472154904640,-136161000
801008,高送转,-31,-0.312,0,43517375,0,0,1.497,1002270774270,0,-43,-0.435,-12849379,9392818822,17160529,-30009908,0.802,1001387427189,4005640
801009,充电桩,-12,-0.055,-3897154,134746691,4007578,-7904732,3.241,1292468766400,0,-15,-0.089,-189383572,15710196735,734669256,-924052828,0.955,1291463914240,9809250
801012,钢铁,-85,-0.852,106806,127561241,37743792,-37636986,3.581,807779143413,0,-287,-1.079,-652330031,9016370015,1670251308,-2322581339,0.875,808450310717,3280590
801016,稀土永磁,20,0.208,8051236,390243602,38236116,-30184880,8.255,843698123979,7501440,-13,-0.135,-272977432,15412154209,1473403258,-1746380690,1.225,841820237402,-24652200
801019,物流,-17,-0.171,-897366,95358449,2602295,-3499661,1.811,1395984473042,0,-33,-0.257,-210089761,15226576847,881792781,-1091882542,0.888,1388680131163,-27762200
801022,换电站,-21,-0.214,-617028,73463464,0,-617028,2.279,540068539341,0,33,0.334,-8056115,7636147439,88129706,-96185821,0.908,544302902176,-5060360
801027,银行,-63,-0.638,-37028304,236521263,109832395,-146860699,2.374,6961059287136,-34386100,-635,-1.351,-2752625341,22045853050,7590370599,-10342995940,1.1,6847697431081,-1025060000
801031,文化传媒,-33,-0.333,-457569,135559881,9046624,-9504193,1.582,1194790741146,0,-41,-0.226,-80887287,27657812625,3692577071,-3773464358,0.924,1195894329328,222220000
801032,深圳国资改革,-68,-0.687,0,15597634,0,0,1.585,106323518642,0,-21,-0.212,-4692156,1948212251,9245296,-13937452,0.798,106277761561,-3022850
801033,国企改革,-26,-0.226,-1082055,917849254,22236715,-23318770,2.38,7593075451584,4321730,-32,-0.263,-463706413,96325330572,1673116604,-2136823017,0.91,7547840708204,-35239800
801035,酿酒,-31,-0.318,-2813982,171503226,48226304,-51040286,2.285,4880117044330,137878,-51,-0.358,-735926316,21389462251,5022395785,-5758322101,0.773,4876758532526,-411869000
801039,机场航空,-11,-0.12,-482703,20925526,5485706,-5968409,2.161,665612929062,0,-86,-0.868,-125302719,3469992357,815975748,-941278467,0.828,660210258118,-40120500
801040,造纸,-13,-0.133,-6219037,18268276,1303255,-7522292,3.602,176893668855,0,-60,-0.606,-198258871,1944159520,253327638,-451586509,1.104,175998838068,-35210700
801044,土地流转,-17,-0.176,1624115,57442446,9227755,-7603640,1.9,366152799729,4321730,25,0.254,-2165226,6828793581,233301182,-235466408,0.913,367118668099,7512500
801045,医药,-12,-0.128,-6572770,317950164,27753238,-34326008,2.19,6032407864523,0,-270,-1.106,-2023861270,64518764251,6399311407,-8423172677,0.979,5962582329876,-343281000
801046,医疗器械,-138,-0.185,-5057151,111545343,19212155,-24269306,1.731,1759399747167,-3046860,-580,-1.207,-330353153,20562249239,2152758811,-2483111964,1.02,1741396648013,7238170
801047,钠电池,1,0.172,-280878,129047777,302498,-583376,1.919,2076327472128,0,-14,0.102,-42528063,15468566318,190026939,-232555002,0.954,2068287317120,-6589090
801048,黄金,-5,-0.053,-34249005,260953493,58186076,-92435081,8.751,860512622592,-14820700,-36,-0.364,-414050874,10298525725,1318949304,-1733000178,1.417,858097832320,-119727000
801049,租售同权,-42,-0.426,9145545,142713375,94225590,-85080045,10.567,478370399232,39125400,25,1.363,-122479991,6253335131,833189184,-955669175,1.178,479239145472,17874700
