股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-6386,0.153,14182494,870431621,104036718,-89854224,1.869,7228523674432,-4437000,823,0.859,-643686380,138275417109,16403904058,-17047590438,0.853,7235297022848,-270352000
801004,锂电池,-196,0.03,8777335,397102147,23817724,-15040389,1.236,5955148635776,0,-272,-0.695,-1129884876,69346152278,3397198325,-4527083201,0.826,5858832913278,-149498000
801008,高送转,-6,-0.062,0,33351238,0,0,1.389,947097676476,0,-24,-0.243,-12872340,8344338238,25387920,-38260260,0.688,942765881559,-9178650
801009,充电桩,1,0.014,-583751,267708069,14922996,-15506747,2.148,1082074936320,0,-173,-0.16,-245865262,21957526883,1375164136,-1621029398,0.84,1075368433382,-6401370
801012,钢铁,15,0.16,353456,13168985,701881,-348425,0.764,732849372776,0,-16,-0.167,-56682907,3191270091,498300232,-554983139,0.69,728791922407,-18765800
801014,行业龙头,12,0.123,2156110,774682725,8692928,-6536818,1.15,22655930588059,0,-23,-0.234,-20134384,139143503828,1518558060,-1538692444,0.812,22523507217956,-18661400
801016,稀土永磁,-140,-0.201,1417748,49710227,3791151,-2373403,0.872,820782311016,0,-151,-0.153,-131616087,9160083602,696385291,-828001378,0.695,823515698423,26697600
801019,物流,-2207,-0.079,7309087,105797814,15349775,-8040688,1.786,1308441968512,5006990,564,0.68,-24907346,13280777650,1092362658,-1117270004,0.864,1310453497962,14916700
801022,换电站,-3,-0.039,4206450,54988079,8669550,-4463100,1.972,474697612947,0,-29,-0.297,1954083,6736556082,422100103,-420146020,0.932,469534948054,21451300
801027,银行,23,0.238,-3579003,60457499,15666322,-19245325,1.129,6647781189293,-7742500,90,0.905,-282669659,12148488431,5424076899,-5706746558,0.899,6699062106052,-58949200
801031,文化传媒,-423,-0.237,26113877,667613902,128514363,-102400486,2.652,1306564115200,20969800,5301,3.165,1473132401,73703189308,12119747007,-10646614606,1.049,1354202862848,948871000
801032,深圳国资改革,9,0.094,0,17690797,0,0,2.483,102828416351,0,106,1.06,-172295,2366289346,10860218,-11032513,1.089,104420294915,0
801033,国企改革,-10,-0.104,-705569,657809217,18396240,-19101809,1.793,6969530111552,0,55,0.754,-38859945,96930704141,2350652506,-2389512451,0.956,7007452093888,184339000
801035,酿酒,-17,-0.177,493785,199045235,24170693,-23676908,2.903,4439335199561,-3710000,401,0.17,-620664739,20675939553,4415181592,-5035846331,0.963,4376689722532,-326360000
801038,维生素,-3,-0.03,-706359,5936540,0,-706359,0.999,166643709463,0,7,0.072,-34917341,1111235688,65305704,-100223045,0.91,165961965121,760755
801039,机场航空,-10,-0.11,-520007,10645669,1508391,-2028398,0.547,579129431789,0,-232,0.143,-62466657,3263903448,537258393,-599725050,0.64,578793779552,-20284900
801040,造纸,-396,0.037,0,7120671,0,0,0.969,161274238848,0,95,1.296,-9935167,1379858258,128574418,-138509585,0.959,162803193315,-4760000
801044,土地流转,-409,-0.097,-1088331,55141278,3726256,-4814587,4.005,329089292800,0,74,0.943,-28118016,3565458263,146253832,-174371848,1.046,331490665476,0
801045,医药,-4591,0.106,724549,375821584,13555082,-12830533,1.571,6124031402688,0,197,0.056,-1316159249,64288214423,5387044180,-6703203429,0.868,6080728201026,-222393000
801046,医疗器械,2,0.075,3294629,210352599,53368675,-50074046,2.261,1769050736066,12502700,384,0.176,-403458368,22336955366,1956616743,-2360075111,0.875,1757353863786,49231300
801047,钠电池,3,0.032,-1000450,90088211,1324125,-2324575,1.039,1565374783608,0,-118,-1.183,-43677273,19459050269,217115201,-260792474,0.992,1523554150626,-3501160
801048,黄金,9,0.097,183200,25746169,3776416,-3593216,0.869,802562221127,0,-10,-0.109,-67742695,5176665561,424207315,-491950010,0.648,800198565144,-16802300
801049,租售同权,1,0.014,0,18185430,0,0,1.181,453740773560,0,152,1.526,-4071838,3685861781,10242273,-14314111,0.998,455456707536,0
801050,彩票概念,-14,-0.146,0,157742214,0,0,2.337,132275735248,0,164,2.529,17381528,8222140305,80644298,-63262770,0.832,138365382198,16539400
801052,环保,-2394,0.074,-3655914,161419806,12773185,-16429099,1.786,1658498695808,0,503,0.086,-183350182,19376152086,1202948146,-1386298328,0.857,1657334694822,-1406780
801053,零售,-2813,-0.138,769397,260783935,8873619,-8104222,1.696,2697635552960,0,2103,1.15,127176964,44740608309,2595988148,-2468811184,1.016,2710409155584,83035600
