股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-4,-0.048,47767857,1040186069,174050846,-126282989,2.209,7649487640896,31823900,472,-0.239,-767516976,129528248671,9998614819,-10766131795,1.015,7636125084160,179358000
801004,锂电池,-14,-0.144,3920893,353106680,19819344,-15898451,1.116,6501000380608,0,-46,-0.466,-901681092,62277954979,3828353746,-4730034838,0.759,6494138649570,-197333000
801008,高送转,-22,-0.23,0,65168165,0,0,1.296,1002085118613,0,-66,-0.668,-10183518,9935320396,30566426,-40749944,0.703,1000023724569,-3087640
801009,充电桩,-13,-0.133,-3062302,126416999,5064635,-8126937,2.075,1305200793792,0,-27,-0.206,-87553903,17190490014,727183648,-814737551,0.888,1302798236436,9780370
801012,钢铁,-17,-0.177,-5494468,28673461,534609,-6029077,0.753,801868979467,0,-120,-1.209,-387800149,5768136943,905164033,-1292964182,0.562,792076742779,-61893400
801016,稀土永磁,-7,-0.073,-3295949,120533661,13610402,-16906351,2.41,840070116620,-7524040,889,1.186,229963329,16092369499,2403579586,-2173616257,1.004,848107799866,108340000
801019,物流,-9,-0.092,3716140,111496336,11507926,-7791786,2.137,1385743572810,0,-65,-0.658,-222313334,13858102032,631729527,-854042861,0.775,1375294762115,-28963400
801022,换电站,-11,-0.111,1458702,53176320,3084480,-1625778,2.024,539916288019,0,-26,-0.264,-27090535,5814898023,111417259,-138507794,0.708,539263348679,0
801027,银行,-59,-0.597,-3253058,180225874,77035667,-80288725,2.442,6938173767023,4131900,-621,-1.212,-1661620195,14085502306,3968847272,-5630467467,0.686,6902314528866,-511568000
801031,文化传媒,9,0.096,3947818,314834715,60190701,-56242883,2.383,1214915415552,6687580,3282,1.635,376816641,40700886707,5946541511,-5569724870,1.205,1231057665216,251480000
801032,深圳国资改革,-20,-0.207,-559647,15552675,0,-559647,1.695,106815519888,0,-71,-0.713,-4799193,1727834483,3306682,-8105875,0.78,106286286497,0
801033,国企改革,-29,-0.279,74549194,1152586801,115715267,-41166073,2.657,7594318645152,23335100,-75,-0.68,494516794,98870155578,2996882495,-2502365701,0.86,7572112668795,773573
801035,酿酒,-33,-0.332,-16928737,285613324,65749516,-82678253,3.287,4907567934896,-1694490,-625,-1.255,-1641216678,26497180905,5739211394,-7380428072,0.961,4893947080839,-554481000
801039,机场航空,-3,-0.03,335035,11268702,1176397,-841362,0.701,653562151931,0,-48,-0.484,-146213006,2504970025,418624938,-564837944,0.616,649742518083,-9126560
801040,造纸,-2,-0.026,-327957,7828768,979209,-1307166,1.119,174171770030,0,-92,-0.921,-55884255,2028342690,236859192,-292743447,1.087,172425911365,-17038700
801044,土地流转,-32,-0.207,-682061,142064107,4568904,-5250965,4.055,364003264598,0,-46,-0.09,-68646524,8701433877,172282798,-240929322,1.041,363711810320,-109152
801045,医药,-78,-0.189,-7854307,415481699,40554634,-48408941,2.0,5984226100406,-6613290,-2194,-2.346,-3582416561,88998292484,9280480778,-12862897339,1.118,5845354638387,-448429000
801046,医疗器械,-18,-0.188,-10825169,130677055,19009401,-29834570,2.134,1727731526853,7048250,-844,-2.246,-213257913,25950978788,3598355120,-3811613033,1.092,1677582800537,-50054600
801047,钠电池,-17,-0.174,0,70989496,0,0,0.826,2151595789741,0,-77,-0.652,-59480003,15405358891,128027701,-187507704,0.855,2154123176909,-4194200
801048,黄金,-2,-0.025,-684064,47679202,12051412,-12735476,1.323,854404874672,0,-9,0.15,184332372,7218306099,1275102132,-1090769760,0.735,858151697520,146772000
801049,租售同权,-177,-1.779,-1141387,64538990,2610454,-3751841,3.099,486115985147,0,-279,-2.793,-56147411,5946647745,167552100,-223699511,0.891,475859166659,-18808600
801050,彩票概念,11,0.118,-393079,104791855,0,-393079,2.378,145279530938,0,-45,0.093,-6256785,7962344949,23624184,-29880969,0.969,144397949551,-4159150
801052,环保,-75,-0.154,12509226,226960176,25812232,-13303006,1.976,1759237060671,3083200,-74,-0.706,-347692878,23853848627,1411699517,-1759392395,0.809,1749270536167,-22223900
801053,零售,-28,-0.283,243609,480266507,34286190,-34042581,2.094,2888407928390,0,-233,-0.786,-639791322,47865972332,1758429069,-2398220391,0.761,2880918695832,-66695400
801057,石油石化,-1,-0.014,-2141511,48261658,5287541,-7429052,1.267,2697659220358,0,-44,-0.448,-140048866,6859320941,840103509,-980152375,0.718,2707309941214,-9809830
801062,军工,-14,-0.129,-2688156,418178900,66308861,-68997017,1.74,4565305368384,0,-23,-0.175,-1720232655,59189532079,4706949444,-6427182099,0.821,4563977343723,-446593000
801067,面板,-5,-0.058,8334020,158990224,29224566,-20890546,1.278,2079831579794,7844110,-30,-0.251,-419248972,25683614816,2336187932,-2755436904,0.857,2075441642992,-174548000
801070,光伏,-16,-0.152,-4474952,373628077,21096263,-25571215,1.5,7002220934464,0,-181,-0.577,-1250707615,69250929083,5527812750,-6778520365,0.793,6967032286592,-272700000
801071,保险,-630,-1.305,-7574991,109583589,49909392,-57484383,6.019,1879451039375,-1908460,-2118,-3.188,-454248138,6769051415,1897014140,-2351262278,1.212,1868585158405,-21106300
801074,核电,-5,-0.06,437263,44370941,2282886,-1845623,1.09,851152565553,0,-26,-0.268,-32291214,7074549025,634079146,-666370360,0.669,851286303204,76939600
801075,自主可控,-4,0.262,-2704652,97040926,8166198,-10870850,3.788,382831834624,0,59,0.88,-15783215,10686383791,1040818071,-1056601286,1.095,382664904413,-19778900
801076,乡村振兴,4,0.047,3280051,144596946,3621050,-340999,2.373,874287331392,0,21,0.502,14621482,16604626536,487323261,-472701779,1.082,876563225668,23331300
801080,煤炭,-16,-0.163,612237,33334432,2412516,-1800279,1.49,1430336218406,0,-87,-0.874,-170978663,5508495247,798305261,-969283924,0.602,1428604154318,-76933000
801081,证券,-659,-1.599,206806041,1990918558,1290666950,-1083860909,4.791,2734384193555,301485000,2633,1.338,-208123842,85219519395,35097497719,-35305621561,0.825,2786243565697,260938000
801082,ST摘帽,-29,-0.295,17746052,395005131,66313100,-48567048,2.321,1722018585984,16446300,-55,-0.485,-667572354,34181916183,2035851636,-2703423990,0.746,1716469736412,-147825000
801085,人工智能,0,-0.01,39558667,1989635081,271405664,-231846997,2.233,8424137117536,14574600,3408,0.388,-2848789893,227400297978,21667213981,-24516003874,1.09,8439192799104,-1043310000
801086,玻璃,-6,-0.069,0,7401479,0,0,0.824,332331498971,0,-108,-1.088,-56471290,2450675241,347463666,-403934956,0.842,328961197953,-30784900
801087,风电,-8,-0.088,1235111,190854586,7164550,-5929439,1.599,2355852605760,0,-30,-0.132,-543970749,23946634918,1342179534,-1886150283,0.815,2351558874748,-59390100
801088,有色金属,-22,-0.221,3505539,174646219,20501494,-16995955,1.433,2630831637604,0,486,-0.073,-328168516,26299079084,2233637644,-2561806160,0.745,2635211802072,-53287000
801092,蓄电池,-43,-0.437,0,10935636,0,0,2.723,107747658177,0,-72,-0.727,0,1362186562,0,0,1.237,108249477661,0
801093,天然气,-13,-0.139,-2938076,50730540,5081630,-8019706,1.417,2578793209495,0,-58,-0.586,-307842289,8334493413,851967517,-1159809806,0.757,2590328142377,-79132000
801095,游戏,14,0.148,9456362,106696208,28232624,-18776262,1.167,704667519360,0,115,1.389,465434755,29874136265,6507391601,-6041956846,1.308,714469144506,117257000
801096,钽电容,-70,-0.706,-1078106,6022166,0,-1078106,1.815,76211056864,0,219,2.199,16000468,1100525775,132784149,-116783681,1.069,77068058981,-3450440
801097,流感,-21,-0.22,0,32962059,0,0,2.139,404074914440,0,-217,-2.172,-28317844,6043467173,70959259,-99277103,1.158,395091121055,3822390
