股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-7477,-0.28,43783652,1045450548,246344711,-202561059,1.604,7503042332416,35322200,1385,1.715,709823464,172557213743,23334325195,-22624501731,1.013,7664664966272,129736000
801004,锂电池,-14387,0.129,16513418,531877688,89235731,-72722313,2.082,6045948549312,3549900,9692,2.439,2113506747,96384490681,12896365260,-10782858513,1.235,6152659703936,697431000
801008,高送转,0,0.01,0,48730401,0,0,1.049,947809392640,0,127,1.606,23481931,10881359870,56851622,-33369691,1.015,961902175744,-601800
801009,充电桩,-1069,-0.2,4543266,202884966,21977088,-17433822,1.81,1282972048448,-4000030,394,1.009,-68709516,30060562862,1886815995,-1955525511,0.939,1299077431872,-8328650
801012,钢铁,-3596,0.035,-60068,13432923,2014932,-2075000,0.847,724093250880,0,628,1.281,-103020540,4260666243,559929998,-662950538,0.892,731812745728,-20438900
801016,稀土永磁,-1876,-0.265,-11258893,163589883,41546069,-52804962,2.672,827272409536,-3630720,97,0.979,-336744644,14969045877,1748644453,-2085389097,1.048,834903535104,-44991600
801019,物流,-3150,-0.004,5518851,170294943,14526820,-9007969,1.953,1309794589248,3019620,93,0.933,-91880305,19247921829,1060811890,-1152692195,0.918,1326314048640,-34865600
801022,换电站,-155,-0.059,-2135036,42622737,696728,-2831764,1.225,502908872448,0,59,0.595,41809195,7729201354,466248073,-424438878,0.877,508124256768,-1243880
801027,银行,-3748,0.018,2482377,58038182,27220413,-24738036,1.65,6660366256128,0,91,0.913,499907916,9808639041,4312356738,-3812448822,0.894,6708288450304,245238000
801031,文化传媒,-1067,-0.178,-11753690,244287400,20701623,-32455313,1.589,1229620926976,0,42,0.426,49172041,34083295730,4025738746,-3976566705,0.786,1233258249792,-176533000
801032,深圳国资改革,-18,-0.187,-617249,33213955,0,-617249,2.997,103803627776,0,56,0.567,5203628,2557201824,25529221,-20325593,1.013,104056526720,0
801033,国企改革,-4,-0.045,-5228002,603421452,9587944,-14815946,1.55,7263478803200,0,93,1.06,-146725470,86252400243,1678132437,-1824857907,0.918,7321284212352,-8907070
801035,酿酒,-1944,0.052,14848556,224614786,109310640,-94462084,2.032,4440715440512,22878600,36,0.364,-429474522,19602757349,4773572688,-5203047210,0.915,4416126396672,-23848100
801039,机场航空,4,0.045,442428,10978329,1426586,-984158,1.311,600648965760,0,61,0.613,9347333,2676396336,514590833,-505243500,0.861,603832532864,-12571000
801040,造纸,-1334,0.154,-948966,13035188,844074,-1793040,0.943,166007255808,0,115,1.475,171330302,3020300642,613565731,-442235429,1.35,169037818624,85500100
801044,土地流转,-441,0.089,0,50777997,0,0,4.628,331761383552,0,143,1.702,2535168,3730912363,101009460,-98474292,1.133,336010419200,0
801045,医药,-14893,0.079,-990057,378854988,31204229,-32194286,2.033,6033216810080,3175900,909,1.168,-22179972,66955049281,6865995946,-6888175918,1.184,6088660453184,45136100
