股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-5004,-0.027,14336990,1131327765,210989659,-196652669,2.017,7351538913856,14537100,2842,1.445,1021891977,181243254459,26255195098,-25233303121,1.112,7482247548591,331536000
801004,锂电池,-1905,-0.054,-3826271,379306406,27252372,-31078643,1.918,5943762200640,0,1719,0.253,-500754554,60103455912,3451698494,-3952453048,0.962,5961073531727,-63820500
801008,高送转,-9,-0.091,0,69440845,0,0,2.009,945656606617,0,68,1.837,-4249845,14260921676,13966129,-18215974,1.752,959941793184,0
801009,充电桩,-2193,0.062,1356767,274913074,45984342,-44627575,2.105,1100454054016,3032400,4087,1.877,-40953731,28519693461,2587325987,-2628279718,1.129,1111008165184,-1142920
801012,钢铁,-10,-0.104,363999,19283312,363999,0,0.928,734592161224,0,-8,-0.085,-92979333,4186222949,690450303,-783429636,0.926,733791890029,-2205350
801014,行业龙头,-13,-0.139,678473,829831908,11214373,-10535900,1.14,22812911673200,-1411,67,0.674,246063338,162697556705,1945784861,-1699721523,0.979,22960017657321,161908000
801016,稀土永磁,0,-0.009,-2281400,39088427,1528215,-3809615,1.042,823010409214,0,35,0.358,-231839152,9751910951,654814164,-886653316,1.016,825614587358,-5814550
801019,物流,-2796,0.104,13275900,196034518,51197669,-37921769,3.648,1335251273216,3233370,7,0.218,-406437224,16682623373,1393943070,-1800380294,1.003,1337410051265,-100854000
801022,换电站,-387,0.128,440443,32910495,2454717,-2014274,0.965,479746696064,0,87,1.13,-81637342,7420297296,549873196,-631510538,0.876,481909539875,-18673400
801027,银行,-6,-0.062,-2826435,55114318,14020723,-16847158,0.97,6986393475118,0,5,0.055,-1176219564,10927245150,3864991948,-5041211512,0.734,7018954334148,-184051000
801031,文化传媒,-1630,-0.305,13802978,501878828,109036800,-95233822,1.644,1335835051136,11478400,2446,1.47,864329974,73209711441,11509769977,-10645440003,1.013,1370659594752,731985000
801032,深圳国资改革,-1,-0.013,0,24552410,0,0,2.989,104598390521,0,67,0.679,5347172,2627473532,15089734,-9742562,0.997,105551310938,3182400
801033,国企改革,-11,-0.118,7641417,671192917,58333997,-50692580,1.421,7350986005696,3233370,16,0.266,-165004922,96172259132,2651501701,-2816506623,0.896,7373100879281,40548000
801035,酿酒,-6,-0.063,2271093,335758946,94915661,-92644568,4.268,4511743090880,4531820,564,0.65,-182157053,26087415242,5801880751,-5984037804,1.193,4546234222771,-84555200
801038,维生素,-24,-0.248,0,3569602,0,0,0.598,167517983698,0,0,0.005,43816435,1136818910,152421659,-108605224,0.899,167998228401,4661080
801039,机场航空,5,0.055,-3612804,52627167,4039579,-7652383,3.413,593083604835,0,6,0.069,13296193,3481756782,486828578,-473532385,0.927,593868999730,21885400
801040,造纸,-36,-0.364,598999,17016556,1115599,-516600,1.901,167414042634,0,-9,-0.099,-12653616,2445931767,261723881,-274377497,1.045,166990939961,10008400
801044,土地流转,-1241,-0.298,5645794,74802829,14099967,-8454173,7.016,339757241792,0,-62,-0.26,-8722195,4068932488,150426496,-159148691,0.881,339242884015,0
801045,医药,-3604,-0.04,8919784,328684180,30762793,-21843009,1.366,6056965267904,0,-48,-0.452,-896123709,60649209365,5230858971,-6126982680,0.871,6039963604800,-141095000
801046,医疗器械,-2800,-0.004,9841004,141328963,23892250,-14051246,1.761,1757415920544,0,-16,-0.136,-46688253,19916511734,1601862335,-1648550588,0.858,1760849545939,-434399
801047,钠电池,-10,-0.1,-309600,60974526,0,-309600,1.007,1545080482150,0,-15,-0.15,-16530362,11734723312,171981122,-188511484,0.957,1551552245460,0
801048,黄金,-1404,-0.049,-168644,22607661,1347724,-1516368,0.97,808995481152,0,24,0.6,36099239,5563462179,549583875,-513484636,0.841,811164468781,11747900
801049,租售同权,-16,-0.161,0,8441507,0,0,0.692,456342235184,0,18,0.187,608624,2907852171,8490773,-7882149,0.774,460080474726,0
801050,彩票概念,-29,-0.292,0,182135140,0,0,3.526,141419895885,0,84,1.81,2019860,10434720347,95315470,-93295610,1.112,146046107624,30247900
801052,环保,-8607,-0.076,7557694,123824658,12418036,-4860342,1.395,1664110885632,0,-14,-0.009,-423664756,20686262867,1386760855,-1810425611,0.935,1661725632619,1162640
801053,零售,-12,-0.129,7170926,650474776,24331333,-17160407,2.868,2740638671115,0,533,0.423,-308513503,58485510375,1741417976,-2049931479,1.059,2762051336080,-47925100
801057,石油石化,-26,-0.27,-7244114,63162326,13376975,-20621089,2.007,2713616753852,-6923430,-53,-0.531,-264042469,9496128650,1608918942,-1872961411,1.125,2690587698041,-13989200
801062,军工,-2605,-0.03,20299910,548666471,92404683,-72104773,1.877,4356319878208,50131600,60,0.704,-88795717,84750366857,7697455909,-7786251626,1.059,4386549905856,114488000
801067,面板,-1819,-0.191,8495029,316040884,32435752,-23940723,1.962,2007487296256,8496500,69,0.75,-156391670,44179829859,3913893386,-4070285056,0.973,2029501672259,-42588200
801070,光伏,-4013,-0.137,9164281,702032341,83578324,-74414043,1.838,6680919910400,-2194820,14,0.269,-1350206370,90963222310,6668148591,-8018354961,0.942,6702761080256,-403695000
801071,保险,-17,-0.178,-2686068,14735725,2798537,-5484605,0.823,1833216020924,-3250810,32,0.325,-299725230,3909380907,1114967546,-1414692776,0.646,1844527758865,-42301900
801074,核电,5,0.053,2983760,61902096,9576924,-6593164,1.732,800606482688,0,35,0.649,-53465804,8221401742,814992037,-868457841,0.978,801256798912,-13471700
801075,自主可控,1,0.015,8594138,147067443,20808030,-12213892,4.047,384018209219,0,133,1.335,198156595,18685453940,1645862183,-1447705588,1.363,393166605556,144290000
801076,乡村振兴,6,0.065,660982,82991321,1308798,-647816,1.516,821790212336,0,51,0.514,-23847992,12514406404,414653266,-438501258,1.116,825956493633,1336780
801080,煤炭,-1004,-0.048,620145,54759931,4354035,-3733890,3.401,1474495119872,0,-67,-0.473,-164401882,7271515241,1196574364,-1360976246,1.005,1465128931243,-49559800
801081,证券,-3,-0.031,4506582,56101250,19441353,-14934771,0.903,2317981187936,-1411,44,0.444,59112785,12559959134,4061921478,-4002808693,0.795,2332517393237,159529000
801082,ST摘帽,-3299,0.001,5019918,289792055,83049397,-78029479,2.852,1596526276480,11659400,1043,0.522,-297190713,28971154127,1935979523,-2233170236,1.008,1604976491794,25687700
801083,电阻电容,11,0.118,1921836,11897802,2780000,-858164,1.448,268549334918,0,1,0.013,19056094,2174224806,182170286,-163114192,0.877,270096088691,-4007830
801085,人工智能,-2726,-0.24,59964219,3252826364,418369799,-358405580,2.621,8055335101632,66218100,6744,1.539,5692259638,378872158806,51240108343,-45547848705,1.208,8251951608032,3220280000
801086,玻璃,-1228,-0.284,-4885050,15524695,2815410,-7700460,1.207,303815235968,-5994010,520,0.203,1274332,2068630617,317889259,-316614927,0.973,305359253473,-14626500
801087,风电,-2011,-0.119,3186414,160843223,18645128,-15458714,1.23,2178246250496,0,29,0.466,77353558,24925355853,1879374952,-1802021394,0.854,2176653064192,17445900
801088,有色金属,-4,-0.04,1295053,83842725,6648231,-5353178,1.002,2448241368541,0,8,0.081,-348556879,18607772919,1565570739,-1914127618,0.884,2448463518554,-19872300
801092,蓄电池,-18,-0.184,0,4677114,0,0,0.659,105359613743,0,6,0.07,0,1071076906,0,0,0.737,105554974322,0
801093,天然气,-14,-0.146,3785572,72849198,13376789,-9591217,2.258,2566877400886,0,-51,-0.51,-221934806,10273499630,887158444,-1109093250,1.221,2539054848503,-54385900
801095,游戏,-23,-0.233,48105873,362537901,90732308,-42626435,1.818,849770597018,21125200,1677,1.887,163212064,60445163518,13448031482,-13284819418,1.088,869649303079,164787000
801096,钽电容,4,0.043,0,864916,0,0,0.421,69434313904,0,-38,-0.383,-2519409,437007996,6770095,-9289504,0.808,69322472921,0
801097,流感,-210,-0.11,0,22404495,0,0,1.686,409545302176,0,-79,-0.681,-22341592,3441799362,85071046,-107412638,0.828,407102235693,-3270850
801099,覆铜板,1,0.016,2499780,81478168,18022521,-15522741,1.996,275658056092,9625180,107,1.347,24871678,8677605575,475680392,-450808714,1.126,279709489827,5460330
801100,多胎概念,-19,-0.196,-2087745,90734931,2370263,-4458008,3.193,615150916604,0,533,0.334,82682793,13840347257,908949135,-826266342,0.935,615487258134,13272200
801102,涤纶,4,0.041,-249550,43608968,334650,-584200,5.099,385111512087,0,71,0.711,994287,2626521784,269554341,-268560054,1.195,387013757486,-14542900
801104,开板次新,0,0.0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,0,1.0,0,0
801112,互联网金融,-16,-0.035,12051009,128724231,24208729,-12157720,1.915,1014462981316,8130360,145,1.564,491303773,30769542672,4474670278,-3983366505,1.191,1036719143621,210594000
801114,外贸,-3002,0.111,-496522,233975360,7146125,-7642647,2.94,697252771328,0,60,0.89,-97741978,23655196770,575951671,-673693649,1.333,705798577706,-30657800
801115,海南,-20,-0.208,-532283,132240450,799763,-1332046,2.183,373516900312,0,-11,-0.111,-31608380,8129362465,202713184,-234321564,1.05,373741485706,3425850
801117,港口,0,0.008,-361000,5655405,0,-361000,0.742,416038442526,0,-54,-0.546,-51849019,1482267382,175196527,-227045546,0.726,414727841489,-10609900
801120,电力,-601,-0.011,-10209650,106253060,12924944,-23134594,2.126,2014322667712,0,469,-0.304,-478005621,13109896424,1719108130,-2197113751,0.824,2003890805370,-50105400
801122,壳资源,-1587,0.122,-179298,57994015,2181497,-2360795,1.703,359315974336,0,49,0.802,-34869843,10591607091,659232411,-694102254,1.319,362051563392,3679220
801123,服装家纺,-3018,-0.141,-3502600,124394021,2023560,-5526160,2.909,465936558112,0,-7,0.057,-72352907,9816736863,529336057,-601688964,0.917,464444032450,-13103500
801126,期货概念,-16,-0.168,-2771419,13718477,1808653,-4580072,0.918,622094190511,0,33,0.334,2975231,3380179327,467384044,-464408813,0.798,624690451553,-208508
801127,海航系,-39,-0.395,0,536377,0,0,0.899,20717841705,0,-25,-0.251,-2319668,66403210,3728125,-6047793,0.583,20687991788,0
801128,国产软件,-809,-0.094,24127354,830279797,94188601,-70061247,3.948,1910223553664,18703900,688,1.89,890493080,87926196952,8149735623,-7259242543,1.469,1955945771006,421122000
801132,粤港澳,-17,-0.178,-539478,46635267,0,-539478,1.148,547001543353,0,26,0.265,-42470268,8123268388,227510730,-269980998,0.848,546976586763,7062200
801136,安防,-22,-0.225,2696501,27151456,3863075,-1166574,0.825,419498599647,0,89,0.893,287450757,8918482373,1979189651,-1691738894,1.125,438609083089,188802000
801137,醋酸,3,0.032,0,1073949,0,0,0.506,96492172211,0,-42,-0.429,-21524805,406076606,39614757,-61139562,0.835,96805378944,0
801138,超级电容,-24,-0.249,0,15620817,0,0,1.143,303919904895,0,26,0.267,705447,3712936315,5677332,-4971885,0.92,306567085303,0
801139,培育钻石,12,0.121,0,8769312,0,0,3.064,107017306630,0,-5,-0.058,-8304502,896377868,22746626,-31051128,0.914,106560390321,0
801142,蚂蚁金服概念,-4,-0.044,7419819,109409774,12688323,-5268504,3.639,2698248164126,8131780,95,1.108,175185539,18475630781,1545046943,-1369861404,1.067,2726191445418,-7037970
801144,医美,-12,-0.124,787128,83661089,1906757,-1119629,2.204,737626511654,0,-33,-0.013,-13888741,9865714164,320875766,-334764507,0.946,736820029477,-6798440
801146,阿里巴巴概念,-801,-0.012,-993442,301778807,985502,-1978944,1.863,917881693056,0,177,1.886,190780810,47079952039,783969002,-593188192,1.236,936517964608,29270000
801148,碳中和,-4408,-0.086,419975,180598036,4749393,-4329418,1.677,3542849585440,0,-210,-0.064,-149333626,27581760374,753948466,-903282092,0.863,3532553158697,-10218100
801149,社区团购,-406,-0.063,304560,14797360,304560,0,2.144,148003262528,0,49,1.224,2619704,2537555166,102779243,-100159539,1.388,149405459261,0
801153,创投,-6,0.004,5173550,280067383,24397374,-19223824,2.664,1139377058578,14396200,-75,0.565,-53019548,28156336040,1162209641,-1215229189,1.033,1146338389036,30694900
801157,智慧停车,-20,-0.206,-37822,9300244,920700,-958522,1.147,92586011380,0,77,0.778,-15210597,2146475744,131189817,-146400414,1.066,93539483587,-6375250
801159,机器人概念,-3416,-0.17,-12533109,662592709,44337630,-56870739,2.52,2242637133312,-8765480,50,0.583,-102657385,58249317008,2621337636,-2723995021,1.03,2283623918528,73906400
801162,超跌,-7,-0.07,-16343802,549992774,22640589,-38984391,2.39,2289969607904,-3261200,41,0.727,-277560302,61677200764,1685151191,-1962711493,1.116,2306338915040,-58388700
801164,自行车,-237,-0.38,0,6448950,0,0,1.142,48901703936,0,71,1.748,-13676062,1611522676,11339340,-25015402,1.065,49563688162,0
801165,氢能源,-11,-0.08,-5795420,354289658,10336796,-16132216,2.059,5645136476075,0,-296,0.193,-447943589,38109709298,1338859620,-1786803209,1.089,5632926527374,-80930200
801166,上海国资改革,-1001,-0.011,13554408,105191455,45164053,-31609645,6.042,512731744448,3233370,40,0.708,-267744055,4425602160,645075744,-912819799,1.265,515217842851,-74479500
801168,工业气体,-21,-0.216,0,1600003,0,0,0.46,77633272024,0,59,0.592,-8814085,852255408,30278557,-39092642,0.945,78206378904,0
801169,VR/AR/MR,-437,-0.373,2001725,495691590,48142053,-46140328,1.843,1705441544128,9699000,-23,1.101,-184321054,70133995212,2762674864,-2946995918,1.044,1746215840864,110595000
801170,金融科技,-20,-0.025,-568376,139252923,323798,-892174,1.902,563183278106,0,147,1.632,90636176,22602110646,392662940,-302026764,1.055,575397223719,-2436100
801175,聚丙烯,-9,-0.097,0,8575475,0,0,0.812,1323427269187,0,-18,-0.182,-9189153,2553343307,45645428,-54834581,0.95,1319124523258,0
801178,储能,-2003,-0.003,-323824,474665602,41211882,-41535706,1.621,5239654958272,0,43,0.614,-499615382,62502053323,4443986525,-4943601907,0.993,5254621371648,-119760000
801182,雄安新区,-7,0.023,423455,75909348,1692935,-1269480,2.626,764533034243,0,-19,-0.042,-22390784,10660424432,408782586,-431173370,0.847,761538032144,0
801184,包装印刷,-24,-0.241,0,161214505,0,0,2.545,347292702891,0,26,0.269,-9333849,9745060824,184664091,-193997940,0.998,347993105041,3166380
801190,卫星导航,-10,-0.104,-91986,89446415,9598486,-9690472,1.45,785894403538,0,94,1.053,86473763,16032419633,1449991249,-1363517486,1.032,795537015171,58055300
801193,知识产权,-31,-0.311,-4559053,171898755,2184928,-6743981,1.408,378979698303,0,184,2.036,276447567,28545900021,2214950764,-1938503197,1.016,391659854212,44028200
801196,LED,-48,-0.482,28896845,115682085,37757781,-8860936,6.805,228940056930,19858500,-11,-0.112,-22331005,6747612825,250327998,-272659003,1.178,228026921586,28852200
801198,送转填权,-1405,-0.051,2038737,277305862,34179348,-32140611,2.207,1106639477888,8150340,35,0.569,-205273759,36819661073,1328402153,-1533675912,1.11,1113775160640,13508100
801199,汽车零部件,-4288,0.119,47344643,1366481495,291309409,-243964766,3.286,6576394566784,65800400,5510,1.17,-841325845,129378395141,10819387640,-11660713485,1.209,6660416718272,220394000
801200,互联网医疗,-2,-0.024,1245020,34248741,1651084,-406064,0.661,417375424090,0,79,0.8,-6034046,10967919257,419435195,-425469241,1.148,424610009120,8967120
801202,世界杯概念,-41,-0.42,-185790,206784209,1660850,-1846640,3.13,327715120513,0,20,0.883,-31321459,14058927494,210014794,-241336253,1.075,331840281654,-10628200
801209,振兴东北,0,0.003,-2287530,16932347,2632876,-4920406,2.514,229575175458,0,-47,-0.473,-10077153,2197943724,50165941,-60243094,1.063,229094321951,0
801210,操作系统,3,0.273,7628062,196673583,69093022,-61464960,2.34,803555963830,14507700,165,1.853,1079892011,37332742713,7051350761,-5971458750,1.345,827881221484,665427000
801211,新疆,-7,-0.073,-772873,16144248,1813865,-2586738,1.018,293787876997,0,-23,-0.232,-20853679,3172363100,67381482,-88235161,0.909,294123258311,3877500
801215,徐翔概念股,4,0.046,0,1331589,0,0,0.785,21564825716,0,98,0.983,51716,383163419,12364313,-12312597,0.693,21774496150,0
801216,印制电路板,-7,-0.072,16150846,158983312,50967133,-34816287,1.893,453065921152,12531200,53,1.164,-38587652,15612131292,1416235300,-1454822952,0.905,457764443392,54904400
801218,华为概念 ,-413,-0.135,-136014341,1866028914,204501812,-340516153,2.778,6026214837888,-80306900,390,1.121,-1363670373,192243244367,9955277184,-11318947557,1.213,6111522691648,-411925000
801220,食品饮料,-2409,-0.092,7869899,127208139,27736634,-19866735,2.042,1876247145856,0,1005,0.055,-160906490,18280525329,1638143644,-1799050134,1.032,1880895953216,43103400
801227,烟草,-20,-0.204,0,18175619,0,0,1.033,190502843237,0,15,0.159,7677914,2935187250,31229579,-23551665,0.78,190525695768,3166380
801232,环球影城,64,0.646,0,28604026,0,0,9.395,37296477638,0,-5,-0.051,0,861130001,0,0,0.705,37042772274,0
801234,航运,4,0.048,1070210,29220848,9184589,-8114379,1.227,627602406685,0,-28,-0.288,-80464152,5689158381,574591911,-655056063,0.938,625374255593,-35668500
