股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,9,0.093,-6394657,433690359,58454279,-64848936,1.015,7470672397184,5776510,-192,-1.884,-2751922237,90123720928,6806468579,-9558390816,0.87,7317836977309,-184601000
801004,锂电池,0,0.007,1385023,321970239,40282749,-38897726,1.051,6483330299903,-5803260,-188,-1.856,-1308360359,60950757675,3359169991,-4667530350,0.944,6344071500457,-128600000
801008,高送转,-8,-0.082,0,18369645,0,0,0.482,993722844983,0,-206,-2.063,6012806,5947298478,13651534,-7638728,0.721,975710648464,3008100
801009,充电桩,10,0.103,1165826,111111915,4507391,-3341565,3.414,1295663632425,0,319,-1.804,-197197927,15019638294,623006978,-820204905,1.075,1269155317675,48893200
801012,钢铁,2,0.023,-918105,48269016,1598841,-2516946,1.809,790020012239,0,-251,-1.916,-227188761,4927744337,652935334,-880124095,0.931,773819522743,-10255900
801016,稀土永磁,0,0.003,-1805079,45598367,3937425,-5742504,1.087,837038920980,0,-232,-2.321,-574626833,9213351953,819456017,-1394082850,0.799,817233864853,-87408900
801019,物流,6,0.069,-386956,125043017,5115474,-5502430,3.387,1379601333297,0,-294,-1.662,-163886768,14502959291,754569444,-918456212,1.192,1352260899462,-2848940
801022,换电站,5,0.053,0,27846135,0,0,1.088,526448036610,0,-205,-2.058,-74701290,5466101210,75496794,-150198084,1.035,515769903628,-3988840
801027,银行,5,0.056,-3945411,57296582,17841680,-21787091,1.132,6875870075136,0,-675,-1.758,-1312407400,14148853684,4310238548,-5622645948,1.005,6748382372943,-409981000
801031,文化传媒,11,0.12,10321595,204025362,27962082,-17640487,1.481,1202489056438,-3004040,-210,-2.11,-662692017,25647922848,2203615313,-2866307330,0.747,1176634106508,-57237300
801032,深圳国资改革,130,2.032,0,60108921,0,0,12.683,106052964842,0,-92,-0.012,-8459632,2905764095,6454786,-14914418,2.083,103869958032,0
801033,国企改革,18,0.251,11942230,695892388,24194110,-12251880,2.483,7508939582656,0,-159,-1.475,-231223260,86519629711,1920732051,-2151955311,1.061,7362135533337,-14826700
801035,酿酒,11,0.11,18647775,137513749,57339113,-38691338,1.323,4895183352526,17268500,-1311,-2.117,-1400819913,21927065727,5461433974,-6862253887,0.858,4765984859199,-390228000
801039,机场航空,-4,-0.045,-6616587,29460439,3984441,-10601028,1.782,667906798370,0,-139,-1.397,-10032397,4809044907,1216935631,-1226968028,1.333,659102128525,331097
801040,造纸,-13,-0.138,-2105262,20432281,6025948,-8131210,1.578,172008571772,3110540,-156,-1.567,-98383375,1900024901,212358817,-310742192,0.968,169245774216,-15907900
801044,土地流转,10,0.11,1182394,40262552,1663377,-480983,1.865,361537133067,0,-136,-1.223,-4299771,5874078304,182020950,-186320721,0.978,355734982501,-1007820
801045,医药,4,0.055,15632243,599198049,90182966,-74550723,2.095,5959045348288,8405700,5869,0.011,311058054,84349659619,9708568233,-9397510179,1.091,5906806571584,420306000
801046,医疗器械,1,0.012,-1583197,159765715,27021538,-28604735,1.783,1688768726400,-4229850,1627,0.032,90085622,22759267561,2380610628,-2290525006,1.098,1672945666337,92311900
801047,钠电池,10,0.103,0,86489662,0,0,0.889,2160191511485,0,-198,-1.981,-20327307,15462670588,116119657,-136446964,0.935,2106453041374,4277140
801048,黄金,8,0.087,2880311,35558605,7980033,-5099722,1.121,857167588992,0,-203,-1.872,-304748145,6518996863,672040239,-976788384,0.858,838559612877,-116296000
801049,租售同权,89,0.898,499800,23032242,499800,0,1.122,478945467463,0,-72,-0.727,-3683174,4044570456,19041096,-22724270,0.833,471332597101,0
801050,彩票概念,17,0.176,0,28254690,0,0,1.04,141093771795,0,-207,-2.075,-523867,4466969269,22974698,-23498565,0.715,137353355911,4437670
801052,环保,-109,0.139,9799354,323754832,38590311,-28790957,3.163,1754688269504,3825500,-495,-1.914,-533201722,23020840520,1273389457,-1806591179,0.88,1717649867520,3572580
