股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,8,0.083,20593368,821481868,152639686,-132046318,1.178,7753785086656,4801250,-780,-2.169,-5240708594,155290333112,16194018831,-21434727425,0.904,7561552588577,-1121490000
801004,锂电池,17,0.174,48530943,498895426,127726156,-79195213,1.563,6348366493376,23180500,2813,-0.618,1313715680,88646912128,8639106152,-7325390472,1.141,6337554023040,237549000
801008,高送转,27,0.278,0,26156979,0,0,0.7,999222581873,0,-133,-0.53,8037704,9187261605,13393765,-5356061,2.02,984710806707,0
801009,充电桩,2,0.022,11302161,153512294,43350027,-32047866,1.715,1304293552928,528421,-468,-2.203,-273395558,22156788129,1541439495,-1814835053,0.857,1282417939344,36345500
801012,钢铁,7,0.074,371104,12252326,1085597,-714493,1.249,744049910852,0,-50,-0.505,-59863447,3354940355,576183231,-636046678,1.035,742585661191,24127200
801016,稀土永磁,3,0.035,4673274,65990811,9455794,-4782520,0.986,829371190472,0,-291,-1.419,-228798234,11705473192,1132109074,-1360907308,0.912,821198364293,-33770100
801019,物流,16,0.164,-1034906,82319277,1193256,-2228162,2.82,1360920798080,0,-84,-0.681,-51327785,15181399144,920273345,-971601130,1.252,1350169067712,30521500
801022,换电站,7,0.072,0,35489635,0,0,1.4,514835418152,0,-200,-2.008,-76905316,6118788820,91126729,-168032045,0.778,505536712363,-3885480
801027,银行,10,0.101,258996,62398573,22830366,-22571370,1.269,6607453229356,0,-10,-0.107,-82886041,9502616657,3581850137,-3664736178,0.833,6613055595143,-124058000
801031,文化传媒,-5,-0.06,43204450,388105958,104710167,-61505717,2.514,1228648910080,47204700,-255,-1.275,-486515061,37660438434,5344471772,-5830986833,0.984,1211618333760,2629850
801032,深圳国资改革,-5,-0.05,0,8173154,0,0,0.949,105191458891,0,-131,-1.314,-13883152,1706392968,14369690,-28252842,0.79,103520481340,-5043530
801033,国企改革,8,0.081,296649,621713263,40784638,-40487989,1.694,7373318200928,7929200,-109,-0.977,-533787737,85446162244,1888588583,-2422376320,0.972,7295904428114,437219
801035,酿酒,17,0.171,9313664,93987198,31022334,-21708670,1.101,4527161270052,0,-23,-0.239,164869827,18573882335,4779665187,-4614795360,1.143,4511895397884,206103000
801039,机场航空,11,0.113,-495534,8290967,831595,-1327129,0.62,638875207533,0,-105,-1.057,-74407386,2964843998,571894156,-646301542,0.778,633354176540,-46555900
801040,造纸,0,-0.001,-341980,7219312,0,-341980,0.968,170114581946,0,-97,-0.976,-40535133,1639338373,194524874,-235060007,0.978,168272128771,-16325300
801044,土地流转,21,0.215,-340198,39360193,0,-340198,2.37,346575286719,0,-21,-0.217,-5286292,4107868541,116761191,-122047483,1.036,343972961424,-3356730
801045,医药,14,0.14,-1500769,194498688,9303271,-10804040,0.992,6001429728127,0,-367,-0.674,-668625769,45913593731,3628145257,-4296771026,0.957,5959243822981,-116459000
801046,医疗器械,12,0.124,-2100331,63799643,2256453,-4356784,0.978,1750837238853,0,-79,-0.799,-59144585,13396357472,935685613,-994830198,0.895,1743503817925,21187000
801047,钠电池,15,0.15,288416,69449637,1535838,-1247422,0.99,1984450947768,0,-85,-0.859,-38545441,17258453697,163884906,-202430347,0.96,1983390072084,-6928140
801048,黄金,-23,-0.234,-1110305,96358031,28153941,-29264246,2.539,839760646459,9041820,-117,-1.177,-354545698,10122946323,1437223197,-1791768895,1.03,834330843657,-22646800
801049,租售同权,5,0.054,0,13888947,0,0,1.496,429537481502,0,21,0.211,-5938528,2722098931,7590208,-13528736,1.332,430475567565,0
801050,彩票概念,-9,-0.094,0,83773620,0,0,1.933,137839967742,0,-118,-1.182,-9113060,7717039558,25923362,-35036422,1.029,136608645864,0
801052,环保,6,0.062,-1125557,196489246,36559706,-37685263,2.701,1715680747968,0,-413,-0.975,-328231447,23161568054,1367498816,-1695730263,1.008,1700554387039,-39960000
801053,零售,527,0.277,6586927,264780384,39235942,-32649015,2.204,2733431152322,8293540,3040,0.492,258474776,48533691537,2843418605,-2584943829,1.408,2715896072125,163974000
801057,石油石化,7,0.079,-830289,25191462,1643332,-2473621,0.809,2807389324997,0,-111,-1.116,-241348044,6957841212,955870306,-1197218350,0.844,2767755824346,-114917000
801062,军工,1,0.012,-14002752,391306819,38184889,-52187641,1.077,4615092751616,3083880,-189,-1.818,-1810415419,76488865500,5024497573,-6834912992,0.93,4530492805305,-85198700
801067,面板,10,0.104,31934793,317483839,86487330,-54552537,1.435,2098659575360,2801300,375,-1.812,-666630576,39910283385,3814326450,-4480957026,0.868,2059259772129,-33948000
801070,光伏,12,0.13,-7141922,481977166,74478293,-81620215,1.356,6954359856013,9285600,-121,-1.166,-1102281569,86797502015,7880345963,-8982627532,0.928,6889202521270,18269100
801071,保险,12,0.126,2144846,20627193,10082223,-7937377,1.08,1694705649019,0,-627,-1.276,-329198302,3440157772,963860315,-1293058617,0.985,1666047848568,-45314200
801074,核电,6,0.061,5495928,43989286,13760280,-8264352,1.133,841803467504,0,-114,-1.143,-49091411,7057480617,795685311,-844776722,0.894,831375019988,41811800
801075,自主可控,-5,-0.055,2256744,40557064,7775966,-5519222,0.919,377830496652,0,-253,-2.531,-258304568,10179194250,628498783,-886803351,0.786,366184224760,-26853000
801076,乡村振兴,24,0.243,4776145,111091164,9765706,-4989561,1.915,855677517633,0,-101,-0.912,-29544842,12513730585,590603167,-620148009,0.948,846480002072,-1402630
801080,煤炭,25,0.252,-1389150,32530167,3450976,-4840126,1.604,1449291954639,0,0,0.005,209245460,6808691663,1350651359,-1141405899,1.163,1442386847971,-8475470
801081,证券,20,0.202,10314075,114670988,58097272,-47783197,2.513,2376695365605,4694760,-83,-0.84,-827882424,12698805362,3719920200,-4547802624,1.052,2349397360163,-217927000
801082,ST摘帽,5,0.145,-9674766,282707778,42812631,-52487397,2.624,1670710607360,9991810,-67,-0.292,-372292185,31848279578,2272072343,-2644364528,1.046,1664113317395,-47361300
801085,人工智能,501,0.011,33646519,1388843060,113842296,-80195777,1.504,8163660135072,24517800,640,-2.075,-5009397971,221670039849,13150404074,-18159802045,0.978,7910791695774,-1551250000
801086,玻璃,6,0.064,375826,11947325,375826,0,1.263,322136257728,0,-81,-0.818,5818420,2943321532,431693706,-425875286,1.035,319749412173,-8057530
