股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-11822,-0.03,-70871045,1185965856,335683426,-406554471,1.5,7478313243840,-104140000,177,0.989,-1361986421,147218484656,14958518073,-16320504494,0.768,7519119995039,-552584000
801004,锂电池,-4797,0.022,-6372202,403536446,34193696,-40565898,1.37,6010109400064,11313600,1871,1.774,-120492632,70690997368,4236326681,-4356819313,0.958,6064306649088,-13158400
801008,高送转,0,0.0,0,29234798,0,0,1.874,956529347716,0,87,0.875,-9736251,8411982333,39482307,-49218558,0.827,962616565209,-11827900
801009,充电桩,-2809,-0.097,2578798,191106298,7735640,-5156842,1.835,1259081398720,0,443,1.654,-78622915,27872323901,1141676398,-1220299313,0.941,1273796159424,-45683500
801012,钢铁,22,0.229,300849,13462013,689549,-388700,0.958,711075134368,0,271,2.86,-1335987,4589907741,695208828,-696544815,1.12,726207366233,4230360
801016,稀土永磁,-6,-0.066,1611110,89312660,10840672,-9229562,1.536,812482353075,0,153,1.533,-85255611,11916671236,937571228,-1022826839,0.918,821946419265,-11358500
801019,物流,-6586,0.132,-1025678,188664811,2178452,-3204130,1.74,1302867697472,0,590,2.249,10732602,18711048808,794231457,-783498855,0.919,1324634218749,-2989850
801022,换电站,-24,-0.246,1215475,83498863,3028675,-1813200,2.709,494939333128,0,121,1.213,-83190814,7890318038,382106955,-465297769,0.902,498468100880,-37522300
801027,银行,-6,-0.065,-8151232,60370538,15951392,-24102624,1.654,6616649009458,0,1103,1.035,983667916,11208614444,4994610675,-4010942759,0.976,6698156410119,402596000
801031,文化传媒,-2383,0.167,-5439679,172426853,22935161,-28374840,0.794,1229646623744,0,690,1.925,-49670302,36434097199,4265680424,-4315350726,0.688,1244316141256,162044000
801032,深圳国资改革,22,1.041,-1016702,35824232,651322,-1668024,4.337,104338451941,0,188,2.561,-1222389,2624313767,16069133,-17291522,1.333,105001620779,0
801033,国企改革,10,0.1,33142630,570220233,54731832,-21589202,1.471,7141912209152,0,225,2.405,310775356,93776935628,2179222105,-1868446749,0.968,7284417465024,-45530200
801035,酿酒,-1872,0.279,-1106854,124884823,31625913,-32732767,1.345,4468879416960,0,1649,1.493,105817494,21903124192,4912757223,-4806939729,0.807,4489520454400,136550000
801039,机场航空,8,0.082,-2378626,10254745,0,-2378626,0.811,601786968747,0,174,1.743,58324464,2840498637,479566338,-421241874,0.822,609712589106,-3908170
801040,造纸,-2,-0.021,568282,15369415,2234152,-1665870,1.126,163008291887,0,208,2.085,-43924352,2163981529,217836408,-261760760,0.685,165862855229,-3966450
801044,土地流转,14,0.14,-688905,19528394,0,-688905,1.814,326441035100,0,227,2.335,-19831819,3159331145,60393818,-80225637,0.984,332500775281,0
801045,医药,-23190,0.106,-3180900,225872591,10707379,-13888279,1.125,5961049833600,0,657,1.598,-31671244,54924607248,4919498385,-4951169629,0.866,6009728128610,-47862800
801046,医疗器械,-6798,0.015,1849483,108083505,10835709,-8986226,1.705,1735293586560,0,154,1.583,29848084,17760677600,1461940984,-1432092900,0.852,1747271466254,-5173170
801047,钠电池,-1176,0.235,342178,70027271,1033911,-691733,1.325,1587647486976,0,502,2.291,41855715,12650379554,420004859,-378149144,1.075,1593474579482,-61018400
801048,黄金,-816,-0.04,-4678168,34918068,304038,-4982206,1.401,778291589248,0,739,2.463,-92050405,6429636890,647659914,-739710319,0.929,795202919424,5712660
801049,租售同权,25,0.254,0,5516969,0,0,0.535,433881100776,0,430,4.307,-4090074,3772972732,5044207,-9134281,1.247,451814224687,0
801050,彩票概念,13,0.135,-767418,44737298,0,-767418,1.129,137546874900,0,292,2.924,1594666,6545784321,29465792,-27871126,0.805,141176075309,0
801052,环保,-12391,0.12,12157786,188201804,39281155,-27123369,1.715,1649540207168,16286200,721,2.326,-289175672,26011981562,1559525045,-1848700717,1.025,1679569335104,-42895500
801053,零售,-6382,0.176,-3008329,525259658,5353518,-8361847,1.854,2692343512224,0,726,2.511,-32179197,47287685674,1126230609,-1158409806,0.854,2723873816064,20875200
801057,石油石化,-3182,0.178,-4759326,51511807,3580677,-8340003,1.481,2609571907392,-3349500,256,3.027,-56707142,11178852507,1863121005,-1919828147,1.185,2682275574676,9554390
801062,军工,-7996,0.039,1367107,573814589,68763878,-67396771,1.467,4453932605696,-9172380,1670,1.787,664774155,94631282007,11514139838,-10849365683,0.88,4527090885658,534248000
801067,面板,-6600,-0.003,-9610133,208966743,39659795,-49269928,1.209,1995976938880,-9856560,157,1.572,-352199808,34445469038,4131978970,-4484178778,0.849,2015349171135,-81884300
801070,光伏,-8001,0.005,-12699860,757421664,61572043,-74271903,2.248,6826722432704,-8915900,1444,1.704,311310702,108011139212,10107706270,-9796395568,0.993,6901665652160,149890000
801071,保险,0,0.004,-1870591,10445999,1606907,-3477498,0.469,1688652587727,0,2203,2.034,95821097,4229385326,1518600860,-1422779763,0.892,1708366614406,-116712000
801074,核电,23,0.38,-44844,80400141,3983991,-4028835,1.819,801762635892,0,235,2.589,-131220633,9655331105,678315719,-809536352,1.177,815141354560,-31357100
801075,自主可控,40,0.41,-194344,43846960,3471463,-3665807,0.619,374330959623,0,142,1.757,-169892796,10539725712,883791630,-1053684426,0.668,375642692604,-7497150
801076,乡村振兴,-1784,0.159,-140093,58487770,468507,-608600,1.249,802376468928,0,185,1.934,-23214122,8955627973,220420981,-243635103,0.821,814263792187,-12502000
801080,煤炭,11,0.111,-2509035,24317414,1645340,-4154375,0.772,1431457213878,0,200,2.15,-166302041,7388769029,1283031313,-1449333354,0.99,1453263685155,-78437600
801081,证券,20,0.209,-7040181,41545129,5608982,-12649163,0.648,2256221728896,0,98,0.98,-135317921,10101156213,2995389982,-3130707903,0.666,2273655905487,-7659690
801082,ST摘帽,-4603,-0.038,-7380017,202996923,16155026,-23535043,1.404,1594956534144,0,695,2.28,-262963374,28359519624,1421462453,-1684425827,0.859,1620215060288,-112818000
801085,人工智能,-7196,0.05,89371985,1947524482,276557968,-187185983,1.219,8215236446304,72830800,1919,1.285,-802717497,252505575356,21023893668,-21826611165,0.7,8266397620800,519897000
801086,玻璃,0,0.0,-1451198,7821961,0,-1451198,1.001,310870998248,0,200,2.006,52580942,2402136859,355479489,-302898547,0.917,316402057069,14405200
801087,风电,11,0.118,2408726,334771728,12238488,-9829762,3.189,2214929477785,0,147,1.571,-245855571,33184019418,1731600409,-1977455980,1.032,2240278302095,-90115000
801088,有色金属,-5987,0.129,2288604,75176743,5062903,-2774299,0.944,2384344976064,0,16,2.223,69131431,22043834863,2215163530,-2146032099,1.02,2429116724669,139726000
801092,蓄电池,0,0.0,0,2951731,0,0,0.352,110702640816,0,222,3.335,0,2349641541,0,0,1.094,116032921880,0
801093,天然气,-1195,0.044,-5413001,109463760,24567990,-29980991,2.537,2478679523648,4588580,701,2.304,-103430848,14660951968,1764454274,-1867885122,1.301,2544990481830,52198600
801095,游戏,-1414,-0.148,11319436,215296625,85358035,-74038599,1.083,786145782656,12019400,681,1.857,-562496185,37294961092,7650376802,-8212872987,0.731,794606493879,-173672000
801096,钽电容,11,0.118,388089,3162664,388089,0,0.559,76317327199,0,94,0.944,-2362289,1049207384,68414132,-70776421,0.546,77002168851,3308900
801097,流感,-988,0.116,-881673,10352591,0,-881673,0.749,393806559104,0,182,1.89,-20152823,2986433292,66098181,-86251004,0.853,399161605026,-3048290
801099,覆铜板,-8,-0.081,862826,36422109,3050041,-2187215,1.276,265724759809,0,155,1.56,404021,5510872224,219422637,-219018616,0.728,269865767468,6056320
801100,多胎概念,-2789,0.105,-480855,47468857,1179836,-1660691,1.165,597746477568,0,229,2.543,-17052207,9777705791,322715781,-339767988,0.824,607764886820,-5935750
801102,涤纶,13,0.131,-290173,47620807,2467127,-2757300,2.698,386504507876,0,266,2.666,15362831,4595123819,302629473,-287266642,1.266,396204193868,6468830
801104,开板次新,0,0.0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,0,1.0,0,0
801112,互联网金融,20,0.208,-6193165,113957898,9031222,-15224387,0.705,1005970214552,0,115,1.387,10802128,20813236473,2288810912,-2278008784,0.649,1008774832003,-19741600
801114,外贸,-2194,0.056,-1221590,152245449,3404456,-4626046,1.813,731476228928,0,193,2.185,-73422644,17357895636,437285813,-510708457,0.765,740756218784,-19198700
801115,海南,-2,0.11,1137111,54320994,5046078,-3908967,1.463,366792096786,0,183,1.921,-61363452,7132941100,243196680,-304560132,0.839,371046215646,-12353200
801117,港口,18,0.182,-319722,6145760,651969,-971691,1.454,395155501637,0,232,2.328,18687439,1287171014,226371612,-207684173,0.891,402864469997,6243310
801120,电力,526,0.27,-92952370,399000535,67015704,-159968074,5.064,2044543942350,-40073600,495,-0.045,-823338828,24580587222,3298979361,-4122318189,1.277,2037797809749,-123350000
801122,壳资源,1,0.016,1950023,84555691,13764602,-11814579,2.188,354530358304,0,243,2.431,-106940693,10809917213,574178931,-681119624,0.945,361057641710,-10217100
801123,服装家纺,-5391,0.084,-798154,30877279,3567643,-4365797,0.964,443034768256,0,816,3.169,-114363634,7207545809,513886113,-628249747,0.969,456040050919,18735600
801126,期货概念,15,0.151,-723746,8586550,559700,-1283446,0.589,603928956255,0,192,1.928,38180389,2537172567,432013867,-393833478,0.763,610289083189,46959500
801127,海航系,-42,1.4,0,1284977,0,0,2.521,19886225493,0,115,2.458,-1932447,65445689,8539514,-10471961,0.778,20150935229,0
801128,国产软件,-94,0.251,13063973,331294619,42947714,-29883741,1.003,1936128388066,3992800,-43,0.978,-514176416,53215465566,3570252388,-4084428804,0.646,1946182278582,-144867000
801132,粤港澳,-774,0.258,-462791,55389543,2059183,-2521974,1.841,526547747264,0,244,2.581,36763723,7910160352,197862342,-161098619,0.948,535497804583,-2021130
801136,安防,-795,0.048,7768982,62802437,24919854,-17150872,1.68,449557906944,-525749,161,1.87,-92472553,6364678352,998740370,-1091212923,0.705,451935812077,2501170
801137,醋酸,-15,-0.154,0,275502,0,0,0.171,94029788902,0,232,2.326,2170316,469476397,83844107,-81673791,0.907,96755733272,3435730
