股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-4223,-0.198,14885367,2382957514,589961189,-575075822,3.169,7800558915456,10775200,1768,-0.158,-3443959999,230571181853,32062500035,-35506460034,1.064,7844009267072,-278569000
801004,锂电池,8,0.106,-1378994,558481111,41283959,-42662953,1.679,6136130848229,-3965260,-39,-0.307,-825153861,75732139311,4253654863,-5078808724,0.928,6110636208794,-9191620
801008,高送转,-13,-0.138,0,41109543,0,0,0.859,982920589895,0,-44,-0.448,-3553623,10738475342,11473002,-15026625,0.758,980869296652,0
801009,充电桩,-513,0.869,-29068470,474538832,93446743,-122515213,3.563,1282624118976,-1560580,1470,-0.295,-1046268263,38676329818,2886712096,-3932980359,1.242,1277867702656,-266466000
801012,钢铁,6,0.07,-963610,15744352,0,-963610,0.971,728701207162,0,-92,-0.929,-164225002,4068772228,670584157,-834809159,1.011,721695086711,-51484000
801016,稀土永磁,-2,-0.025,-1772729,137653176,2743181,-4515910,2.395,837357462389,0,-55,-0.55,-213009088,12840192923,963707188,-1176716276,0.966,833841356799,-66739800
801019,物流,-3,-0.031,-902940,217189729,1988326,-2891266,2.239,1347544736665,0,-197,-0.609,-313814256,23485423010,917129624,-1230943880,1.035,1341056039530,-59885400
801022,换电站,95,0.95,-7097722,97126805,2751948,-9849670,2.433,502732852034,0,-16,-0.165,-216498725,10262574246,364298541,-580797266,1.15,502168356210,-58768100
801027,银行,3,0.034,-6020554,55374734,16853895,-22874449,0.976,6737854996835,0,-62,-0.627,-480463272,10700145805,3810093042,-4290556314,0.8,6694369242863,-97192800
801031,文化传媒,-22,-0.227,8226081,413495627,85418899,-77192818,1.381,1377199403132,11703000,-255,-0.552,-260250247,66381504654,9404867170,-9665117417,0.918,1374756844634,122275000
801032,深圳国资改革,-8,-0.08,0,12136869,0,0,0.873,106282097250,0,-134,-1.346,-404443,2080637554,12357076,-12761519,0.712,105885173452,0
801033,国企改革,-8,-0.08,-15181977,721362342,8118871,-23300848,1.389,7404866662422,0,-102,-0.998,-529159050,103926051814,1879942769,-2409101819,0.929,7351549048147,-37884300
801035,酿酒,-18,-0.186,854705,150847347,38614703,-37759998,1.431,4650378302253,0,-747,-1.272,-802086622,23421424442,5448916971,-6251003593,0.773,4619176732901,-54454300
801039,机场航空,6,0.069,-81035,10839659,416501,-497536,0.909,624080501891,0,-9,-0.095,-99587442,3164771779,525103474,-624690916,0.929,617111034855,-32447600
801040,造纸,-21,-0.21,726296,51734319,5160008,-4433712,4.25,167569973184,0,-118,-0.785,-62298241,3164438063,216896951,-279195192,1.089,166438602099,-3060290
801044,土地流转,7,0.073,0,24896420,0,0,1.953,336446450397,0,-142,-1.275,-15502246,3405160438,85349899,-100852145,0.886,331900982113,-4123900
801045,医药,5,0.059,-6807810,339085303,26249783,-33057593,1.488,6153681198631,0,-62,-0.58,-1173142775,63323124352,6526496186,-7699638961,0.97,6117193427869,-345216000
801046,医疗器械,3,0.031,10262252,158573485,56179818,-45917566,2.176,1783100371074,5698870,-36,-0.311,-166606822,20062042637,1485526332,-1652133154,1.013,1777641928850,36983700
801047,钠电池,0,0.0,344829,56354102,750127,-405298,0.859,1617007995352,0,-45,-0.458,-67099221,13176822296,213307427,-280406648,0.891,1614512620528,8071890
801048,黄金,-10,-0.104,-7087255,35023749,2016892,-9104147,1.195,799735521788,0,-57,-0.571,-258480168,6378557479,579543686,-838023854,0.801,799261123216,980236
801049,租售同权,-22,-0.225,0,9032656,0,0,0.825,449344653825,0,-199,-1.997,2382853,3079235547,6326991,-3944138,0.994,442558658066,0
801050,彩票概念,-18,-0.187,0,79187395,0,0,1.664,150259512565,0,-112,-1.125,-8889662,7698888745,41318047,-50207709,0.789,149025752096,0
801052,环保,0,0.012,1507235,166600795,33264538,-31757303,1.567,1672510987748,-4045400,-279,-0.758,-400737592,23264971025,1421788775,-1822526367,1.0,1664160594918,-28699800
801053,零售,-3,0.012,6423069,451200721,34597110,-28174041,1.691,2831126115386,0,-315,-0.858,-757303289,64966800347,2061856141,-2819159430,0.951,2833940809498,-196977000
801057,石油石化,2,0.029,-3160477,31571505,2357181,-5517658,0.853,2684581937080,0,-115,-1.155,-306526843,9110497605,1302841898,-1609368741,0.987,2628666365276,31344500
801062,军工,-4320,-0.001,-18507157,853942288,79950073,-98457230,1.903,4529701897056,-7798530,4073,0.785,1045982529,130955404339,18234594844,-17188612315,1.243,4597865368640,813416000
801067,面板,-4,-0.043,19536970,414553935,83171471,-63634501,2.051,2074800001989,39906100,-14,-0.083,-406181777,46194832218,4197743123,-4603924900,1.02,2077262136025,84043500
801070,光伏,-1591,0.089,398098,908982081,208845342,-208447244,2.038,6932058475840,31816400,1762,-0.352,-144643834,108729421313,9592466441,-9737110275,0.939,6916080363712,420685000
801071,保险,-23,-0.235,298532,15528909,4984810,-4686278,0.835,1763428283454,0,-1400,-2.01,-492493568,5081189485,1374583086,-1867076654,1.053,1740536576989,-144434000
801074,核电,18,0.188,-2723492,55671003,5469377,-8192869,1.333,808643480512,0,-2,0.125,-117252653,8247612779,752973466,-870226119,0.921,808660846390,-42035300
801075,自主可控,-18,-0.19,907406,157103405,33127786,-32220380,1.804,408237090368,19602600,-98,0.011,20695576,18777554969,1484103010,-1463407434,0.962,410967175630,101286000
801076,乡村振兴,-9,-0.094,-2403380,57619766,375597,-2778977,1.172,831128521920,0,-90,-0.8,-142904936,10013638198,344509724,-487414660,0.816,826528809150,-48459000
801080,煤炭,1,0.018,1087107,22610740,3122582,-2035475,1.127,1470833814557,0,-111,-1.115,-345259833,5884650143,914472680,-1259732513,0.74,1457337072290,-22249700
801081,证券,-7,-0.076,-1550942,47875818,12362629,-13913571,0.643,2357490250558,0,-49,-0.497,-578322851,14682224536,4863523138,-5441845989,0.81,2351191238859,-222772000
