股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-4712,-0.126,-33808805,1208847569,228510773,-262319578,2.016,7213462361280,-7218070,-673,-1.492,-3415588254,143204194101,16689104493,-20104692747,0.94,7150055136378,-597589000
801004,锂电池,-4203,-0.039,5385444,466167788,21429750,-16044306,1.265,5876727035520,0,950,-0.471,-66458449,68047440207,4110459000,-4176917449,0.908,5860359748806,37505500
801008,高送转,-13,-0.135,0,29281759,0,0,0.678,941172212799,0,-76,-0.761,-8269407,8144773195,26415805,-34685212,0.854,939648480274,-3390080
801009,充电桩,-2202,-0.025,-4578006,234053651,10620103,-15198109,1.729,1072524381504,0,98,-1.615,-348864838,23504154188,1645567111,-1994431949,0.885,1059644412402,-79576700
801012,钢铁,5,0.051,-593788,12251129,0,-593788,0.678,728997710121,0,65,0.653,10252442,4446995593,591101560,-580849118,0.9,735128213989,11608500
801014,行业龙头,-22,-0.226,3317859,907038787,10442038,-7124179,1.128,22530039755509,6986930,-2,-0.028,335378441,136678573314,2022167366,-1686788925,0.918,22701257114688,134164000
801016,稀土永磁,-15,-0.156,-1342736,63426038,1774108,-3116844,0.94,821096360813,0,-88,-0.886,-172715509,10644716949,753941313,-926656822,0.854,817269654235,-18641200
801019,物流,-2201,-0.012,-499856,95193289,12922722,-13422578,1.515,1311184300416,0,1534,0.348,-65404292,14521824975,1056753589,-1122157881,0.931,1316807521344,26086900
801022,换电站,1,0.012,2211624,39229835,10027351,-7815727,1.007,469402975060,0,-108,-1.089,56846352,7251059410,534237919,-477391567,0.869,466940097781,6548840
801027,银行,14,0.144,-4841223,67360716,22479700,-27320923,1.212,6715218518007,0,1178,1.78,424531879,18024603573,7976898080,-7552366201,1.339,6836919365236,254470000
801031,文化传媒,-2155,-0.355,-42800234,944623257,234034429,-276834663,3.095,1346395901120,-60567000,-3099,-2.403,-2692726541,67535346605,8573887336,-11266613877,0.937,1316059055552,-649273000
801032,深圳国资改革,-21,-0.211,0,18110584,0,0,2.213,104280237721,0,90,0.901,-10436136,2261551008,6636951,-17073087,1.128,104463194682,0
801033,国企改革,-13,-0.137,-1428248,826102059,38063149,-39491397,1.73,7000241183552,-8349940,3,0.141,-515667242,98033117048,2264167829,-2779835071,1.022,7057901416932,-142121000
801035,酿酒,516,0.168,18070452,249463201,50932109,-32861657,2.958,4384914389229,17032500,552,0.527,107664780,21135803549,3806020824,-3698356044,1.006,4417135232975,21088400
801038,维生素,-3,-0.031,310200,3065993,310200,0,0.587,166259753356,0,8,0.086,-23666661,1307994764,122425257,-146091918,1.0,166710847175,0
801039,机场航空,1,0.015,-943990,38982017,5070628,-6014618,2.324,580599482277,-3009000,69,0.694,71591853,4629574353,626342228,-554750375,1.061,587448269732,-1733610
801040,造纸,-10,-0.105,36959,12371255,3045227,-3008268,1.8,162508278514,0,10,0.11,-394247,1585852943,150953481,-151347728,1.099,164054041860,0
801044,土地流转,-3,-0.037,1453059,58232714,2261058,-807999,3.855,331484738632,0,105,1.245,-21366411,4518297841,132726720,-154093131,1.135,336738342152,0
801045,医药,-3,-0.031,-4499779,500328892,43585086,-48084865,1.974,6074192597033,-1103160,-876,-1.269,-1706157867,67193372582,5477807245,-7183965112,0.969,6022469355460,-233837000
801046,医疗器械,-10,-0.102,-13832831,263009538,66891623,-80724454,3.13,1757086514382,-456784,-286,-1.361,-264050265,22739860742,2022499872,-2286550137,0.964,1741117590855,-109375000
801047,钠电池,-3,-0.03,997456,190170323,997456,0,0.978,1544437240554,0,-55,-0.555,17788475,13721019766,225191451,-207402976,0.93,1523072393172,-527425
801048,黄金,-20,-0.209,-2934538,47807805,5119006,-8053544,1.435,794847545452,0,-30,-0.309,-217810409,6173938713,641087553,-858897962,0.849,801323444349,-37258300
801049,租售同权,-50,-0.51,0,13254844,0,0,0.8,454276080628,0,131,1.314,3238045,4680311134,16051660,-12813615,1.132,466502727508,0
801050,彩票概念,40,0.405,0,256419032,0,0,3.755,139553405718,0,-29,-0.293,-27890214,11585735195,42886478,-70776692,0.989,138555965554,-968166
801052,环保,-3201,-0.018,3551493,146468170,13946765,-10395272,2.004,1660561211136,0,764,0.158,-197219563,21831655644,1353565935,-1550785498,0.967,1665765406976,-26880000
801053,零售,-9,-0.098,-997410,387750809,31096628,-32094038,2.421,2706023664064,3038480,451,-0.25,-340592986,45610992424,1948782853,-2289375839,1.018,2705989767936,14996800
801057,石油石化,0,-0.007,-1425182,31988513,4621118,-6046300,0.805,2708777312984,0,18,0.186,116618070,9120735057,1626571267,-1509953197,0.981,2744630121187,89085400
801062,军工,-8803,-0.032,-7176002,506768360,43655782,-50831784,1.327,4317999593248,-11344400,-327,-0.828,-1130867954,75413746064,5574580846,-6705448800,0.916,4305714902084,-248711000
801067,面板,-325,0.0,-13095611,444297840,53592607,-66688218,2.441,2004451059008,-6400150,-255,-1.391,-748065916,40208495791,3436153567,-4184219483,1.074,1981100897344,-208962000
801070,光伏,-4407,-0.071,3605550,629169079,79530477,-75924927,1.406,6560190687040,9999580,459,-0.319,-328992142,89326861748,7616363307,-7945355449,0.931,6566819924416,-2607660
801071,保险,-32,-0.321,-2600584,25649781,7542576,-10143160,1.41,1822531933926,0,1118,1.188,269638528,5286776360,1858033500,-1588394972,0.926,1854883543054,172174000
801074,核电,-23,-0.235,-369755,36669694,5076644,-5446399,1.269,789147125839,0,-81,-0.814,-138573377,6648748307,577422007,-715995384,0.921,793754322014,-12006100
801075,自主可控,-17,-0.179,820123,62683309,5445633,-4625510,1.566,376862862098,0,-24,-0.24,-290403339,11564953335,1071781380,-1362184719,0.933,376011835159,-155486000
801076,乡村振兴,-8,-0.086,530275,65996266,2103954,-1573679,1.22,808059883122,0,57,0.574,29508297,11388255378,496394703,-466886406,1.005,815694023598,12349200
801080,煤炭,-2795,0.047,1584415,46911666,15053081,-13468666,1.688,1455023903616,0,88,0.882,75616355,7417508938,1446012188,-1370395833,1.112,1470881628066,28340000
801081,证券,-12,-0.125,6679815,52203016,17591948,-10912133,0.808,2308874939187,6986930,1103,1.034,314827498,16716520818,5222890159,-4908062661,1.121,2337705144130,261514000
801082,ST摘帽,-1012,-0.079,4100904,325139623,19554335,-15453431,4.143,1570906289696,0,-65,-0.453,-211019750,26538164936,1430032451,-1641052201,1.042,1567943801504,-10237800
801083,电阻电容,-621,-0.214,-394237,9608354,0,-394237,1.442,267496689088,0,-47,-0.474,-12124038,2489848942,173419644,-185543682,1.186,265824209763,7099440
801085,人工智能,-345,-0.236,53929936,3269579588,472861996,-418932060,2.078,7850136141728,66507900,3389,-1.086,-4983282291,286642636311,25097246826,-30080529117,0.931,7802312217184,-313841000
801086,玻璃,-3,-0.038,45391,7276561,728020,-682629,0.796,296070267767,0,-45,-0.451,-11815464,1765066839,220509969,-232325433,0.833,295448900072,1853450
801087,风电,-7011,-0.112,-3977547,121281678,4021818,-7999365,0.931,2162197410976,0,-162,-0.364,-561615688,25920271245,1495186098,-2056801786,0.848,2166716763910,-225315000
801088,有色金属,0,-0.007,-6286642,102017930,20985067,-27271709,1.24,2422852397553,-9247340,-4,-0.046,-72583985,21374792999,1969790403,-2042374388,0.872,2435666676184,-16200500
801092,蓄电池,5,0.051,0,3370537,0,0,0.691,104115998391,0,14,0.143,-574500,1443038906,0,-574500,1.045,105083083068,0
801093,天然气,-2795,0.049,-1506896,41842355,1775370,-3282266,1.049,2544677247488,0,3,0.035,-24900840,8184393073,722063771,-746964611,0.879,2581525923366,-20921700
801095,游戏,-58,-0.58,-4676991,418346120,82298192,-86975183,2.029,829920474584,3675270,-689,-1.896,-1277724018,48616109455,8675463807,-9953187825,0.91,818987967820,-191888000
801096,钽电容,-5,-0.053,0,1331132,0,0,0.392,70501949177,0,-121,-1.218,-5697533,635275954,12892543,-18590076,0.949,69902985801,0
801097,流感,-12,-0.126,-268770,27197507,10054472,-10323242,1.272,413850393921,0,-91,-0.912,-18572134,4378388412,202976729,-221548863,0.936,409590189813,-19523000
801099,覆铜板,-47,-0.471,-2749950,85662946,2839050,-5589000,2.157,268559836058,0,-143,-1.438,-40598696,7232821613,265442310,-306041006,0.861,265641181835,-4114660
801100,多胎概念,-6,-0.066,698070,200740549,9493425,-8795355,3.634,620165210156,-3185270,-120,-1.203,-133132933,14703983194,418662224,-551795157,1.001,614675209001,-35660600
801102,涤纶,-26,-0.27,0,6637949,0,0,0.997,387352832350,0,-21,-0.215,-3699552,1727767445,212369915,-216069467,0.898,389352354388,11785200
801104,开板次新,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0
801112,互联网金融,-31,-0.18,8892901,154207247,21460566,-12567665,1.598,1020689048670,6986930,-76,-0.622,-111168830,22404742381,2302845393,-2414014223,0.832,1018897060424,30921400
801114,外贸,-7,-0.003,-1206086,126286011,2796001,-4002087,1.918,675244370560,0,-71,-0.646,54334251,15575808183,478890454,-424556203,1.179,671475909088,-15117600
801115,海南,-1006,-0.068,661982,182746969,1618418,-956436,2.725,372178914560,0,-24,0.028,-34781938,9795324169,190372989,-225154927,1.001,372885314695,-3655510
801117,港口,-9,-0.094,77672,24126614,1148134,-1070462,2.208,419431141586,0,23,0.238,-35398928,2251623147,322150817,-357549745,1.109,422747749544,3455130
801120,电力,-1206,-0.07,-2348370,75879503,8239416,-10587786,0.876,2002891733760,0,33,0.333,-76778931,13705506393,1842561254,-1919340185,0.787,2026059514609,10069800
801122,壳资源,-9,-0.094,-707032,51996430,0,-707032,1.235,356891373235,0,-90,-0.903,-99850639,8604600987,337569688,-437420327,0.847,353725931245,-23246900
801123,服装家纺,-610,-0.108,-1133501,83675837,4948181,-6081682,2.317,465591752992,0,-87,-0.686,-142239916,9756984734,545591128,-687831044,1.005,465175283225,-24901200
801126,期货概念,2,0.022,1458169,17589449,3509228,-2051059,1.248,626203145310,0,74,0.75,304925558,4813348885,1076489022,-771563464,1.136,633615890443,203504000
801127,海航系,-9,-0.092,0,1223224,0,0,2.052,21134831885,0,-22,-0.226,762687,122785174,21687617,-20924930,0.904,21203366737,0
801128,国产软件,-10,-0.101,5301886,452248913,68523880,-63221994,1.523,1867627821670,-2208320,-189,-0.686,-746083140,57475214632,5284802561,-6030885701,0.906,1859188636801,-19564800
801132,粤港澳,-222,-0.222,1801067,63492290,6127580,-4326513,6.562,542800131628,0,-2,-0.024,35689051,9763843903,620553210,-584864159,1.227,545204034895,37322400
801136,安防,7,0.075,375141,73644909,7731349,-7356208,3.033,446415667328,0,-98,-0.987,-198978382,6725968895,588385777,-787364159,0.875,443956220992,-36024200
801137,醋酸,13,0.14,-500822,1306527,0,-500822,0.675,96798335369,0,19,0.2,45632170,448069870,95775028,-50142858,0.809,97465153871,8325270
801138,超级电容,6,0.069,-394237,15072464,0,-394237,1.161,301804765978,0,-50,-0.5,-9966915,3491522712,7043740,-17010655,0.897,299541943661,0
801139,培育钻石,-14,-0.148,0,3121415,0,0,0.741,108078382127,0,-62,-0.627,-21177115,992907980,27395654,-48572769,1.053,107634384885,0
801142,蚂蚁金服概念,-6,0.019,-1180543,247984742,3634624,-4815167,2.933,2695071188892,0,-24,-0.165,-223753479,17831850508,592412855,-816166334,0.83,2697213893536,-22013900
801144,医美,-2,-0.027,3379196,103969631,4568135,-1188939,2.537,739841925528,0,-93,-0.931,-140879094,10154759451,315496337,-456375431,0.945,735957621310,-9426650
801146,阿里巴巴概念,-27,-0.276,2915092,242105604,7804600,-4889508,1.358,903845458624,0,-105,-1.056,-36831688,35038320814,486723842,-523555530,0.881,898493100436,8067510
801148,碳中和,-1808,-0.082,57311,122771910,1937466,-1880155,0.915,3529742395840,0,-201,0.07,103174440,28537712511,890441071,-787266631,0.863,3557525067648,19591000
