股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-2022,-0.788,52528276,1928619555,344260183,-291731907,2.343,7512112282432,66792900,-2300,-2.178,-3148112485,188641309997,21668852427,-24816964912,0.997,7427574475584,94689300
801004,锂电池,-353,-0.534,17187561,702387095,84229241,-67041680,1.97,5972828397440,12448700,783,-0.927,-282653231,78071322828,5609482705,-5892135936,0.937,6005345940288,172259000
801008,高送转,-63,-0.635,0,67320677,0,0,1.477,956731902709,0,-92,-0.921,10992508,10374000819,26662229,-15669721,0.859,956834393057,0
801009,充电桩,-75,-0.756,3392302,329217718,30036917,-26644615,2.794,1255975743417,7358230,-836,-1.684,-490392585,31090408905,1390681244,-1881073829,1.052,1256265159605,-75204300
801012,钢铁,-34,-0.345,-6113515,34531201,2148998,-8262513,3.133,712676008836,0,-255,-1.558,-215646067,4250717021,543654203,-759300270,1.082,705560020170,-2021600
801016,稀土永磁,-55,-0.558,-4872315,131366287,8897088,-13769403,2.518,813569387017,0,-77,-0.609,-120350643,14326018596,1144320067,-1264670710,1.02,812049831714,11088600
801019,物流,-52,-0.527,-3738272,300946314,3205659,-6943931,2.929,1316674771042,0,-360,-1.607,-266687247,21413073150,680217387,-946904634,0.933,1301785154942,-5807700
801022,换电站,-51,-0.52,-443476,112437791,9357160,-9800636,3.191,495949228984,4074000,-110,-0.794,-87455829,9999765851,591104226,-678560055,1.117,496692528246,481311
801027,银行,-16,-0.167,746050,111794961,44840010,-44093960,2.191,6673688209221,0,-623,-1.238,-616971496,13527738647,4509350626,-5126322122,1.117,6577102404266,-323966000
801031,文化传媒,-3388,-0.888,29064415,433339193,99177406,-70112991,1.703,1280142902272,26633000,-4124,-4.973,-1504493092,47867083337,4832920343,-6337413435,0.814,1225651318528,-232935000
801032,深圳国资改革,10,0.104,0,37992632,0,0,4.856,104237328512,0,-187,0.111,-7684215,2351788518,7330855,-15015070,1.046,103775423558,0
801033,国企改革,-57,-0.574,-2396542,850715536,23560178,-25956720,2.063,7225536911552,0,-183,-1.742,-378831767,97224192988,2213758144,-2592589911,1.005,7134518468629,51173500
801035,酿酒,-66,-0.67,-28810197,257462165,85731268,-114541465,1.902,4527432210371,4988320,-1343,-2.431,-1341466239,24329874613,5515852690,-6857318929,0.793,4470656465047,-340864000
801039,机场航空,-53,-0.534,-2281947,17115942,912532,-3194479,1.4,612022525707,0,-189,-1.896,-121119287,3345539287,598797506,-719916793,1.021,600644590161,-4133200
801040,造纸,-40,-0.403,-2676700,34901127,7794514,-10471214,3.702,164963990364,0,373,-1.267,-44316313,3082972364,411592449,-455908762,1.043,163058989026,4464180
801044,土地流转,-24,-0.245,0,24842963,0,0,1.957,328628241413,0,-135,-1.069,-10106256,3071616463,91058214,-101164470,0.902,325756295478,-17314100
801045,医药,-2361,-0.412,-49416658,454747018,33559927,-82976585,1.941,5976902223872,-17095700,-740,-1.242,-1116575590,63056773906,5094409568,-6210985158,0.992,5951823344338,-144940000
801046,医疗器械,-1840,-0.404,-6200690,162776009,26841979,-33042669,2.09,1742626643392,8196210,-482,-1.218,-215041838,20471882739,1481373023,-1696414861,1.022,1730619744285,-40201000
801047,钠电池,-56,-0.567,494803,137086597,2195599,-1700796,1.673,1568748874715,0,-101,-0.824,-34078001,12963954797,214745329,-248823330,0.992,1590789791117,-4866930
801048,黄金,-44,-0.448,-2631898,43674113,4230064,-6861962,1.47,782112713679,0,-100,-1.009,-132244404,6789660677,782347760,-914592164,0.895,779867517099,-37209200
801049,租售同权,-67,-0.674,0,21336432,0,0,1.498,434376773511,0,-259,-2.596,-7136535,2320639791,4251210,-11387745,0.819,432519813070,0
801050,彩票概念,-54,-0.543,0,84258271,0,0,1.798,143659340392,0,-545,-4.254,-47035915,7093761213,56909865,-103945780,0.898,137270524970,-47971200
801052,环保,-36,-0.362,3158360,279764524,28020151,-24861791,2.981,1647957947649,4664640,-96,-0.892,-277371907,27462910101,1652830796,-1930202703,1.079,1645779659639,-13001900
801053,零售,-66,-0.619,-5502726,518896266,4559279,-10062005,1.732,2730695639614,0,-640,-2.346,-285097872,51827641982,1109127819,-1394225691,0.843,2683071330581,-22421900
801057,石油石化,-12,-0.127,1449075,77825779,8194784,-6745709,2.1,2614001520388,3209290,-86,-0.861,-207196682,9665399198,1253982716,-1461179398,1.102,2602131303555,-32446400
801062,军工,-183,-0.635,-9283216,1029723104,153201693,-162484909,2.356,4505954463216,-5682140,-871,-2.099,-2024363191,102635413645,8865795623,-10890158814,0.963,4447884890885,-466095000
