股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-321,-0.2,-40812366,1391627653,300890664,-341703030,2.384,7726682314325,-45264800,-1231,-1.052,-3107089182,156183224671,18831444850,-21938534032,0.889,7650446579789,-250770000
801004,锂电池,-2260,-0.076,809393,610592553,62960032,-62150639,2.055,6233198347136,0,-26,-0.178,-83605149,88204695200,7159250198,-7242855347,1.043,6224562041984,134366000
801008,高送转,4,0.043,0,86047146,0,0,2.028,991072220519,0,-48,-0.483,-3087312,11848974592,23432475,-26519787,1.073,989592753264,0
801009,充电桩,-12,-0.129,627523,212064768,4943999,-4316476,1.418,1328513921658,0,-115,-1.151,-470223136,29028230900,1375449687,-1845672823,0.855,1316475662048,-70220100
801012,钢铁,0,-0.002,-1435859,30613592,9562110,-10997969,2.948,742031275311,0,67,0.67,206004084,5758004674,1367002384,-1160998300,1.855,748830268728,4375360
801016,稀土永磁,-2128,-0.281,-1528643,147356237,34028660,-35557303,2.895,839892701952,3285260,3635,3.102,1656347456,31089283018,7290159871,-5633812415,2.013,869792390848,681889000
801019,物流,-9,-0.096,-679799,129293145,0,-679799,1.141,1348016374944,0,-75,-0.758,-170277789,16521163662,784586194,-954863983,0.757,1339356837613,-2098010
801022,换电站,-17,-0.175,943210,76056161,1246201,-302991,2.036,523884817307,0,-174,-1.748,-97377586,8854307428,255583265,-352960851,1.02,514920987639,-13937300
801027,银行,-2,-0.027,-5043314,50163771,13865017,-18908331,1.036,6829661032978,0,-23,-0.234,-338774124,8659299601,3533266833,-3872040957,0.743,6802613704897,87932100
801031,文化传媒,-20,-0.203,5931550,145777612,33054437,-27122887,1.045,1199669185671,6976000,415,-0.809,-515283797,30567813345,3760280180,-4275563977,0.872,1192522826831,-161193000
801032,深圳国资改革,32,0.328,-1981771,29253115,381599,-2363370,1.871,106336493476,0,-81,-0.814,-12071712,2840333580,29825828,-41897540,0.882,105012666501,-3927850
