股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-28,-0.284,-10941341,420403439,41240592,-52181933,1.192,7072423227545,0,688,1.695,158318590,89271487769,8000374104,-7842055514,0.984,7173687157427,54677200
801004,锂电池,495,-0.042,-1066341,576317070,127635001,-128701342,3.978,6180353789312,-15456800,1916,1.228,-151417786,63585822813,4690400498,-4841818284,1.156,6222255666688,58950300
801008,高送转,-40,-0.4,0,28386346,0,0,1.323,947125053953,0,64,0.648,-2197735,7435989572,2412490,-4610225,1.179,958412836195,0
801009,充电桩,0,0.072,41638,147106930,31693003,-31651365,2.714,1239846545216,9622800,202,2.132,-102289653,18004315468,938777068,-1041066721,1.147,1261867180416,39147900
801012,钢铁,-22,-0.229,-401743,26494957,3160395,-3562138,1.563,769717743284,0,62,0.621,-53897997,4901614245,772760554,-826658551,1.003,774293966455,-36777100
801016,稀土永磁,-13,-0.133,2626437,39003988,7824371,-5197934,1.288,795332041138,0,139,1.4,-70825765,7319839466,723464585,-794290350,0.867,805047524872,-20984200
801019,物流,-24,-0.242,4394200,100136208,10431301,-6037101,1.803,1334401339200,0,676,1.961,-56763123,14437688161,912149051,-968912174,1.002,1355581331876,24377900
801022,换电站,-36,-0.363,0,31988726,0,0,1.246,496124528213,0,162,1.626,19647803,5141362799,130582349,-110934546,0.892,505203000527,0
801027,银行,-16,-0.168,-930659,116258942,62123284,-63053943,1.997,6726105399331,12696100,-88,-0.882,-723156371,13836529013,4570741923,-5293898294,1.075,6689941246727,-110563000
801031,文化传媒,-44,-0.449,5232058,142192689,22788940,-17556882,1.358,1155164400101,12671000,101,1.015,-1049070,25120137530,2932513715,-2933562785,0.877,1170369420747,105973000
801032,深圳国资改革,-78,-0.785,0,22907235,0,0,3.117,102526028621,0,57,0.571,667091,2205815162,5130347,-4463256,0.931,103460921951,0
801033,国企改革,-35,-0.357,2160231,594634234,13913858,-11753627,2.104,7278400526201,0,114,1.221,-145021679,80127101052,1507224554,-1652246233,0.998,7348239623755,10925200
801035,酿酒,-21,-0.214,-9630900,239161645,96665014,-106295914,1.813,4673637709569,-24554600,2700,2.001,879061427,24490053880,5910431330,-5031369903,1.147,4760762573195,353610000
801039,机场航空,-34,-0.349,-1763180,8858265,0,-1763180,0.548,640659826618,0,127,1.273,-182898463,3115077077,484340437,-667238900,0.747,644197660770,-15599500
801040,造纸,-37,-0.378,290828,9882863,608202,-317374,1.269,169446505469,0,84,0.844,-39019845,1754545377,156535701,-195555546,0.968,171236711959,-4150330
801044,土地流转,-21,-0.215,-3623429,88555123,2317385,-5940814,4.575,354493845570,0,84,1.052,-50153405,5008122658,104408561,-154561966,0.998,358196344285,3792970
801045,医药,-37,-0.366,39725952,762854673,130767033,-91041081,3.569,5900573428864,14470200,2515,0.166,-615393891,71406784437,6759755933,-7375149824,0.947,5939923558272,233722000
801046,医疗器械,-39,-0.394,-1942367,189561698,24180192,-26122559,2.225,1672578199535,0,12,0.172,-248516725,21540371990,1613589750,-1862106475,0.953,1685681710732,25158100
801047,钠电池,-11,-0.112,366436,163384124,366436,0,1.75,2048256656167,0,67,0.9,15594061,16692902023,162935125,-147341064,1.025,2054982385032,3802560
801048,黄金,-47,-0.476,116622,43871665,6005096,-5888474,1.978,816393215616,0,72,0.831,-87548784,5726024601,461418513,-548967297,0.959,826693380322,-7779980
801049,租售同权,-58,-0.586,0,34157232,0,0,2.622,473731176798,0,1,0.011,-6724132,3102224155,9681666,-16405798,0.83,477019132825,0
801050,彩票概念,-31,-0.315,0,108498208,0,0,3.162,141959911150,0,112,1.129,-10831227,10442982626,14838118,-25669345,1.37,144817493188,0
801052,环保,-14,-0.144,-885557,128802909,15885672,-16771229,1.548,1697461572416,0,139,1.433,33320016,20866942794,1619260864,-1585940848,1.017,1718037145664,-23458500
801053,零售,-35,-0.332,5436427,313918296,14726876,-9290449,4.171,2730649376064,5056800,590,1.003,-92648528,37351890497,1190632104,-1283280632,1.016,2765263278806,37978300
801057,石油石化,-24,-0.247,-1549628,32603598,4172953,-5722581,0.924,2655848479813,0,135,1.354,-24081586,6903470643,783125405,-807206991,0.808,2681437997849,6522470
801062,军工,-19,-0.197,-2421214,276639707,42636183,-45057397,1.717,4318180274048,9622800,5151,2.779,487007378,65652782693,7046600684,-6559593306,1.329,4433588414208,277519000
801067,面板,-27,-0.275,-514539,103324546,6649051,-7163590,1.102,1935968722240,0,145,1.55,-92852770,22010978287,1512239341,-1605092111,0.952,1958342915057,-25709400
801070,光伏,-17,-0.178,-10711003,312866196,43291029,-54002032,1.634,6561821782400,6516510,116,1.164,-781304646,58308569501,4307060616,-5088365262,1.01,6617324733347,-206151000
801071,保险,-54,-0.545,1887235,53035396,31344011,-29456776,2.303,1779328845948,12962700,-605,-0.163,-567562784,5319419182,1409661248,-1977224032,1.031,1762423515609,-177250000
801074,核电,-18,-0.184,180712,27919609,1118420,-937708,1.24,832177079501,0,174,1.743,-77759,5920411746,496096909,-496174668,1.011,841815277157,22224800
801075,自主可控,-36,-0.366,5544463,44317834,12020557,-6476094,1.459,350603350813,0,148,1.483,-50192962,6815141587,440104742,-490297704,0.86,356693275398,-12268600
801076,乡村振兴,-30,-0.302,4568575,66591020,7226237,-2657662,1.421,839814653056,0,114,1.315,-40618022,10867736996,341671153,-382289175,0.886,849577825408,-3851310
801080,煤炭,-27,-0.278,-1621415,25352046,1602998,-3224413,1.609,1405167622120,0,21,0.216,-73658473,5296843920,815625971,-889284444,0.885,1408139597742,19611900
801081,证券,-77,-0.778,77307995,760265891,429563075,-352255080,2.601,2700811546834,109082000,339,0.398,-1585384150,71373739627,27160134415,-28745518565,1.076,2713345164391,756285000
801082,ST摘帽,-29,-0.25,6459611,266898067,65794238,-59334627,3.986,1643239047104,0,104,1.16,-177346302,25279467307,1680655451,-1858001753,1.016,1660996134458,-51243100
801085,人工智能,-42,-0.421,22679277,1057687539,140788104,-118108827,1.435,7811454299584,37940900,1950,1.61,1126205517,164055462727,14844055294,-13717849777,0.998,7937013171584,718552000
801086,玻璃,-15,-0.156,0,6429633,0,0,0.759,311206991347,0,103,1.034,-23622958,1780181494,138630898,-162253856,0.95,315395569201,-7038650
801087,风电,-21,-0.217,1729917,151144215,32015131,-30285214,1.928,2246173491264,9622800,628,1.346,-244516798,21160504975,1434810311,-1679327109,1.084,2266065755648,-5724780
801088,有色金属,-28,-0.289,-13407606,111263492,9809875,-23217481,1.538,2495378919758,0,110,1.108,-281519948,19234724060,1786635148,-2068155096,1.011,2521010972676,-42107000
801092,蓄电池,-8,-0.09,0,4715245,0,0,1.269,100462567620,0,115,1.159,556630,933325929,916530,-359900,1.109,102579999624,0
801093,天然气,-39,-0.391,6638017,80196667,17143709,-10505692,1.465,2551923262528,3445200,68,0.784,-166903769,8629495922,734228420,-901132189,0.707,2576702841299,-20105800
801095,游戏,-39,-0.392,-516032,96213902,16327999,-16844031,1.502,668831067739,6272980,123,1.234,683203267,19678508076,3859960899,-3176757632,0.929,681146892795,298507000
801096,钽电容,-53,-0.538,0,2083023,0,0,1.001,71724834883,0,395,3.954,-6420765,1225736349,46195799,-52616564,1.211,75485686489,0
801097,流感,-41,-0.416,1063458,38281753,1063458,0,1.803,396011108185,0,-17,-0.179,2317164,4734464204,96066858,-93749694,0.897,398166562121,0
