股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-5172,-0.201,8731721,1044469482,212753138,-204021417,1.555,7645594619520,64663100,1397,0.496,-1178838074,159118102597,20156660705,-21335498779,1.007,7690822840256,506441000
801004,锂电池,-1515,-0.152,16211266,699195672,87766153,-71554887,2.138,6211591844800,5478740,462,-0.324,-1388101518,77764064764,4888802351,-6276903869,0.871,6176195350496,-260341000
801008,高送转,-19,-0.198,0,52936899,0,0,1.191,987413811443,0,-20,-0.2,9992202,11295189393,18977043,-8984841,1.048,981032313034,6148000
801009,充电桩,-11,-0.115,4768810,179398498,12777942,-8009132,1.247,1310750651429,0,-16,-0.169,-287821822,24213936080,1148197075,-1436018897,0.763,1303106171027,959881
801012,钢铁,-2,-0.028,3680837,39326485,17322236,-13641399,3.977,747328343761,0,-85,-0.857,-233302918,4191192507,629562004,-862864922,1.021,741036624750,-15152900
801016,稀土永磁,-655,-0.557,-55114625,377218177,99129702,-154244327,4.621,864857394176,-14343500,398,-0.762,-1179069295,23892033744,3925439521,-5104508816,1.175,854047224046,-315559000
801019,物流,-8,-0.081,-252711,76950766,1205814,-1458525,1.04,1335444091821,0,0,0.069,-209454210,15407257505,547179732,-756633942,0.846,1332684665088,-25100400
801022,换电站,-14,-0.143,-2158287,57945431,0,-2158287,1.5,513577451922,0,-21,0.063,6956105,6873038086,369307592,-362351487,0.775,513916549616,17605000
801027,银行,-16,-0.164,-1666941,79777609,33124952,-34791893,2.232,6779192360573,6630970,-77,-0.772,-356016108,10985257714,4629732889,-4985748997,1.086,6734144740864,-13200500
801031,文化传媒,-1208,-0.088,4337458,147445780,29671769,-25334311,1.135,1191056144832,-1424090,-137,-0.105,-209067863,30419752554,4182426593,-4391494456,0.939,1191754997818,-145443000
801032,深圳国资改革,-28,-0.288,0,24193041,0,0,2.017,105075047552,0,44,1.244,-3853266,2087649033,1839136,-5692402,0.729,105049649912,0
801033,国企改革,-16,-0.162,7933866,800526347,32061150,-24127284,2.105,7390413411008,2323780,-7,-0.009,-228453225,86522896627,1797101677,-2025554902,0.964,7373114724672,3639580
