股票代码,板块名称,当前强度_0930,当前涨幅_0930,净额_0930,成交额_0930,主力买_0930,主力卖_0930,量比_0930,流通市值_0930,300w大单净额_0930,当前强度_1500,当前涨幅_1500,净额_1500,成交额_1500,主力买_1500,主力卖_1500,量比_1500,流通市值_1500,300w大单净额_1500
801001,芯片,-2241,-0.176,25449370,1728717330,367345882,-341896512,1.79,7799590252480,50070100,-3751,-2.535,-5487169251,209290846363,26778566683,-32265735934,0.986,7603024071872,-547019000
801004,锂电池,499,0.023,4156601,566174202,31049483,-26892882,1.806,6101361055154,0,1064,-1.075,-928056722,76948371052,4646404350,-5574461072,0.952,6029562862761,-174365000
801008,高送转,-32,-0.321,0,38329803,0,0,1.024,977614218029,0,-209,-2.094,-572559,10713865560,4651881,-5224440,0.794,962317841797,0
801009,充电桩,-613,-0.135,37803337,452639258,91413024,-53609687,3.857,1283991691328,-720634,-509,-1.337,-484696851,33460379878,2328879302,-2813576153,1.105,1268040132803,-47957800
801012,钢铁,-1,-0.013,-2587158,27146634,6612915,-9200073,2.489,720817380465,0,-68,-0.686,-72214522,3992143588,665358302,-737572824,1.023,714403500391,-16500900
801016,稀土永磁,-420,-0.205,-1884396,73380913,331632,-2216028,1.162,831223177600,0,-168,-1.502,-223032869,13043563097,752561647,-975594516,0.943,818951550276,-7672950
801019,物流,-1,-0.018,-2111706,227086151,1484100,-3595806,2.045,1339082949650,0,-227,-0.992,-135107942,20921347731,814332030,-949439972,0.887,1323532047645,-9238510
801022,换电站,-17,-0.172,2877224,104255975,5572616,-2695392,2.882,501078721920,0,-141,-0.78,18293071,9374421456,590643174,-572350103,1.055,498269944731,-5482980
801027,银行,0,-0.008,-2106090,79970283,29501045,-31607135,1.356,6677231458121,0,-28,-0.286,446880682,12294848381,5118386894,-4671506212,0.919,6696232671979,15865500
801031,文化传媒,-50,-0.503,6536792,423664610,85335352,-78798560,1.558,1366005257573,15343900,-6219,-5.293,-3106795764,61252853225,7107282449,-10214078213,0.93,1294276405478,-309167000
801032,深圳国资改革,-29,-0.29,0,7332745,0,0,0.614,105437000509,0,-162,-0.652,-1801115,2323386741,8448617,-10249732,0.991,104749036339,0
801033,国企改革,-15,-0.143,-2302522,642073143,9508500,-11811022,1.398,7332071607616,0,-137,-1.255,-209282923,95357479615,2005800718,-2215083641,0.889,7262341171418,-27998500
801035,酿酒,-6,-0.067,-3285922,186790825,67935232,-71221154,1.65,4603615034317,12249200,-608,-1.086,-570250881,21916300783,4954270639,-5524521520,0.773,4572297053776,-106636000
801039,机场航空,-10,-0.105,-1394315,8573785,315839,-1710154,0.625,616531256826,0,-61,-0.611,154535545,3176923128,800256991,-645721446,0.844,616145889590,54366000
801040,造纸,-6,-0.063,31916,22798228,2480126,-2448210,1.862,166338095069,0,-198,-0.781,41477969,3640317694,672685005,-631207036,1.367,165162135592,47326900
801044,土地流转,2,0.029,324000,20418234,324000,0,1.42,331852676082,0,-89,-0.763,-7311937,2875815579,74939379,-82251316,0.759,329639585943,-3021400
801045,医药,-1004,-0.024,15226359,373545119,59018412,-43792053,1.398,6110223947168,11024200,-1477,-1.464,-2354012874,66750851888,6756119795,-9110132669,0.958,6010868287297,-476515000
801046,医疗器械,-1601,-0.018,-100895,158047255,48253691,-48354586,1.936,1775777583712,-4293700,-267,-1.58,-299961839,19905717967,1747790400,-2047752239,0.966,1753007124073,-66969700
801047,钠电池,0,0.008,-1092651,65960731,695269,-1787920,0.792,1616973956287,0,-114,-1.15,26771287,13730131752,279624324,-252853037,1.001,1593032075445,-3829260
801048,黄金,-23,-0.235,1616547,44750446,7198785,-5582238,1.287,793370122368,0,-157,-1.574,-284918027,6338191477,582792830,-867710857,0.812,785718759787,-29343000
801049,租售同权,-19,-0.199,0,9995615,0,0,0.791,440177878316,0,-137,-1.371,7644875,2125523512,13351867,-5706992,0.721,438592283577,0
801050,彩票概念,11,0.11,-597600,86349547,0,-597600,1.533,149542306350,0,-287,-2.876,-33053325,9135895301,27180782,-60234107,0.892,144748279942,0
801052,环保,-2402,-0.028,-203187,136361288,4217153,-4420340,1.553,1662555321536,0,-83,-0.631,45613258,24699750941,1616070987,-1570457729,1.014,1653592919114,38412200
801053,零售,-18,-0.138,2073421,672303901,10299786,-8226365,1.619,2819602256739,0,-412,-1.869,-354510965,59424616035,1318899654,-1673410619,0.838,2756829710978,-67125300
801057,石油石化,-6,-0.067,-4845657,41694520,2237331,-7082988,1.154,2603818626177,0,478,-0.211,323533985,9761924854,2101762975,-1778228990,1.075,2634290169160,-41412100
801062,军工,-2111,-0.11,36645745,927602799,154243678,-117597933,2.19,4590956192704,32120200,-162,-1.232,-2006314050,116624347448,11357309130,-13363623180,1.093,4532010503409,-514916000
801067,面板,-610,-0.051,26556949,316903965,65507777,-38950828,1.648,2072457791552,20351700,-821,-1.773,-881016913,45417399057,4853855595,-5734872508,0.998,2025091350119,-487134
801070,光伏,-2311,-0.096,-19880802,755478046,128288820,-148169622,1.483,6901574266624,-2006060,398,-0.891,-1538327534,109899874396,9684381465,-11222708999,0.983,6834127572032,-494363000
801071,保险,-33,-0.335,-4117273,21189372,5116168,-9233441,0.925,1734584305378,0,-651,-1.511,-330437196,3485489247,827791818,-1158229014,0.77,1717317506192,-61114900
801074,核电,-1402,-0.025,-4679,41524427,4423885,-4428564,0.96,808188695808,0,-89,-0.564,-175617343,8147504585,737430687,-913048030,0.945,802335976033,-83629200
801075,自主可控,-123,-0.238,6321805,109405506,14140553,-7818748,1.143,407882226368,0,-592,-2.922,-493514827,16671730256,1328919707,-1822434534,0.896,391873682987,-186132000
801076,乡村振兴,-209,-0.094,-1528774,46934528,0,-1528774,0.896,825301485888,0,-254,-1.434,-173471110,9899077084,229664449,-403135559,0.87,814155254731,-14430600
801080,煤炭,-1,-0.017,-7944253,33907127,4644469,-12588722,0.893,1448833795606,0,-104,-1.041,-176872656,6014286428,880335775,-1057208431,0.904,1442649084766,-40662900
801081,证券,-10,-0.109,-1934901,65287405,15636370,-17571271,0.843,2345541251993,3175200,-676,-1.765,-1889949834,15894287750,4251980903,-6141930737,0.89,2305114470586,-648437000
801082,ST摘帽,-1816,-0.166,-7917170,375633255,18319797,-26236967,2.217,1641526286528,0,-144,-1.311,-379566961,34884581524,1727595149,-2107162110,0.972,1619944406576,-42839200
801085,人工智能,-2656,-0.337,-36283334,3838461419,622542042,-658825376,2.115,8881107725120,59760100,-8012,-3.529,-10701758190,396136411299,37110538092,-47812296282,0.992,8578087305424,-3492620000
801086,玻璃,-23,-0.231,-312671,7777065,1089878,-1402549,0.607,314761020560,0,-122,-1.225,-104610478,1961902716,237422552,-342033030,0.698,311095996456,6724300
801087,风电,-10,-0.102,-862540,150486455,9589709,-10452249,0.999,2217250673097,0,-77,-0.776,-567589571,30890052721,1995395740,-2562985311,0.962,2203902853955,-47382400
801088,有色金属,-218,-0.183,-7817691,105998288,12984654,-20802345,1.026,2435241334286,0,-461,-1.414,-342656295,20781440484,1792043118,-2134699413,0.825,2405138397419,-70653400
801092,蓄电池,8,0.08,0,17298661,0,0,2.696,112574672079,0,-65,-0.657,680100,2496054191,680100,0,1.471,112132675030,0
801093,天然气,2,0.024,-5011659,63250325,4327819,-9339478,1.783,2458360710270,0,-23,0.124,-27944003,11884445231,1347242141,-1375186144,1.237,2492281902895,-4292780
801095,游戏,-392,-0.926,17135814,788551236,339127828,-321992014,2.491,892289644325,55381500,-6584,-5.84,-4736104669,64652129605,14375271939,-19111376608,1.029,836101669001,-1657080000
801096,钽电容,-18,-0.182,2966898,37336809,9976482,-7009584,6.61,79660568464,3532800,-191,-1.917,-43508499,1730355407,188821105,-232329604,1.324,78342606711,5745690
801097,流感,-12,-0.123,-328653,19737110,2671806,-3000459,1.639,404402249970,0,-137,-1.379,-29307675,3479133313,125640331,-154948006,0.968,398751774262,-3681090
801099,覆铜板,-409,-0.094,-532349,39380288,0,-532349,0.961,279530975808,0,-203,-1.674,-104457751,8156796880,328159918,-432617669,0.897,272769485449,-35443900
801100,多胎概念,-14,-0.142,-21064,103761676,956327,-977391,2.064,616707555490,0,-289,-1.456,-125391640,12021885563,356244383,-481636023,0.879,609114323709,-9585740
801102,涤纶,-11,-0.118,-611149,68540362,0,-611149,5.39,389747898581,0,-75,-0.759,-13395200,4532663760,176564659,-189959859,1.509,386486931217,-18497800
801104,开板次新,0,0.0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,0,1.0,0,0
801112,互联网金融,-39,-0.397,-8308933,510255030,51085500,-59394433,2.108,1081966330716,-9411370,-1084,-2.844,-1641394297,39466032789,4165153056,-5806547353,1.021,1051817148606,-650196000
801114,外贸,-403,-0.031,3172789,175088227,12782167,-9609378,1.424,717104577280,0,-234,-1.229,-166985695,21658645624,561241616,-728227311,0.879,707784962099,9167810
801115,海南,-188,0.118,371910,80692699,1102650,-730740,1.788,375529423232,0,-118,-0.885,-164517742,9023452039,219871678,-384389420,1.21,372324944571,-102699000
801117,港口,-8,-0.084,221263,7543591,765448,-544185,1.315,403494006025,0,-84,-0.849,31820156,1255287074,173960589,-142140433,0.822,401206861666,6557100
801120,电力,-2412,-0.121,1399511,77286590,17772629,-16373118,1.128,1985121421760,11552900,1093,0.936,-92375076,18490911875,2674697804,-2767072880,1.209,1993714367346,-31213300
801122,壳资源,-3808,-0.083,-402646,88640690,5746693,-6149339,1.983,362970255168,0,-139,-1.013,-23930106,12437110165,691636616,-715566722,0.987,360019333565,29129900
801123,服装家纺,-16,-0.169,-14562,33718855,2116861,-2131423,1.339,455797305292,0,259,-1.405,-79444046,6951790046,395217457,-474661503,0.869,448656339022,22089400
801126,期货概念,-3,-0.035,170171,12275619,1417411,-1247240,0.755,624109379390,0,-132,-1.325,-217902032,3497284075,452413469,-670315501,0.901,616988748291,-71876100
801127,海航系,10,0.104,0,827330,0,0,2.133,20244040067,0,-110,-1.107,-26647459,95815260,5537783,-32185242,1.103,19991474183,0
801128,国产软件,-28,-0.287,9631118,938875663,149262071,-139630953,2.267,2109908293570,26316700,-2912,-3.629,-2349653666,85629966155,8379738540,-10729392206,1.003,2039323580997,-958743000
801132,粤港澳,0,0.0,152413,107039913,454000,-301587,4.625,542594189958,0,-158,-1.589,-20080499,10163003990,169357280,-189437779,1.364,533777971800,12536500
801136,安防,-28,-0.285,2864642,75364622,18625236,-15760594,1.93,480242920608,4212000,-605,-2.355,-352035796,10006975180,1680769024,-2032804820,1.013,466073582550,-256499000
801137,醋酸,-31,-0.315,0,761311,0,0,0.647,95290735187,0,-76,-0.767,12742941,390064579,110418396,-97675455,0.747,95068269525,0
801138,超级电容,-19,-0.191,0,24127647,0,0,0.943,318745324552,0,-90,-0.907,493350,4329944718,8212377,-7719027,0.92,314590341451,0
801139,培育钻石,-10,-0.1,0,3052246,0,0,0.443,106457532721,0,-131,-1.315,-2142469,1046246217,19380522,-21522991,0.757,104976005376,0
