股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
300738,奥飞数据,6.5,2289615,-0.2,10.33,23995584,2.48,,23995584,128088838,-104093254,阿里系AI、算力,2.68,564182815,7155424471,2.25558,12611232
300081,恒信东方,1.5,655750,-1.38,4.44,12527153,1.83,,12527153,25784863,-13257710,人工智能、算力,3.26,171170738,2352313715,2.42293,0
002123,梦网科技,3.5,285820,-1.12,6.31,12191701,0.64,,12191701,17359685,-5167984,DeepSeek、超高清视频,1.77,96295720,4096496187,1.09118,8198223
002467,二六三,2.5,474500,-0.61,3.21,11052109,-1.83,,11052109,17063262,-6011153,智谱AI、云计算,-1.23,124184166,3680945420,2.27889,3286737
300442,润泽科技,4.3,971280,0.18,23.01,8449362,1.1,,8449362,51052267,-42602905,数据中心、新型工业化,0.92,277667601,8255825227,1.27932,6945000
301428,世纪恒通,2.0,266430,-0.72,26.79,6476095,6.82,,6476095,19497831,-13021736,腾讯系AI 、数据要素,7.59,115635911,1639458709,1.68436,0
000839,中信国安,3.1,618982,0.41,2.48,6135359,0.81,,6135359,34039461,-27904102,DeepSeek、广电网,0.4,102536787,6179883454,1.12479,0
002929,润建股份,1.7,347448,-0.74,28.08,5384474,-0.53,,5384474,12867472,-7482998,阿里系AI、数字经济,0.21,104776938,3835686649,0.990116,0
300113,顺网科技,1.1,208468,-0.7,9.91,4340114,-0.4,,4340114,12640158,-8300044,云游戏、华为概念,0.3,73959456,4696245297,1.02922,0
300310,宜通世纪,7.1,3063457,4.7,3.7,2911257,2.21,,2911257,23353879,-20442622,机器人概念、5G,-2.37,123004422,2388489556,1.683,0
603602,纵横通信,14.0,34524,-0.48,12.8,2836979,3.31,,2836979,21572849,-18735870,飞行汽车、5G,3.81,89484698,1837265753,2.53914,-195842
300603,立昂技术,3.5,95034,-0.15,6.73,2231093,-0.3,,2231093,2572593,-341500,算力租赁、网红经济,-0.15,26484423,2190570683,0.675551,0
002148,北纬科技,4.8,207438,-0.22,4.45,1853084,-1.11,,1853084,5566932,-3713848,机器人概念、通信,-0.89,35216232,1864205352,0.82871,0
300895,铜牛信息,0.6,313250,-0.95,25.31,1421274,0.04,,1421274,6558367,-5137093,算力租赁、国资云,1.0,68841283,1691597715,0.805621,0
301380,挖金客,0.3,28305,0.0,31.71,1359331,0.83,,1359331,2551772,-1192441,小红书概念、数据要素,0.83,24963659,956275204,0.798077,0
002544,普天科技,0.9,269508,-0.33,18.26,1105800,-0.05,,1105800,7218396,-6112596,信创、卫星导航,0.27,70324801,7866904794,0.912759,0
300846,首都在线,1.5,102410,-0.32,9.3,962687,-0.43,,962687,4571048,-3608361,DeepSeek、元宇宙,-0.11,53046830,3033095793,0.85539,0
600289,*ST信通 ,0.0,124,0.0,1.2,0,-3.23,,0,0,0,ST板块、三季报增长,-3.23,1159647,467648172,0.547103,0
300959,线上线下,0.5,174672,-0.66,24.02,-226397,-1.64,,-226397,1787255,-2013652,腾讯概念、平台经济,-0.99,32918050,815142826,0.528203,0
603881,数据港  ,2.2,282952,-0.08,12.55,-623883,0.16,,-623883,2834506,-3458389,阿里系AI、数字经济,0.24,42249231,4762807773,0.867719,0
603206,嘉环科技,0.8,115104,-0.5,12.01,-825916,-0.33,,-825916,0,-825916,阿里系AI、国产软件,0.17,17388854,1047271856,0.668173,0
603559,*ST通脉 ,0.0,39995,0.72,4.02,-981789,-3.83,,-981789,0,-981789,ST板块、通信,-4.51,4777506,546144767,0.895537,0
300921,南凌科技,1.4,624603,-1.3,18.03,-1502518,-2.28,,-1502518,8477456,-9979974,算力、东数西算,-0.99,101318229,1117659190,1.0356,0
300025,华星创业,2.3,124362,-0.5,9.36,-1596666,-5.65,,-1596666,17600813,-19197479,通信、数字经济,-5.17,91737885,3610409061,0.943682,0
300560,中富通,1.3,127978,0.38,10.24,-2036874,-2.01,,-2036874,1433454,-3470328,车路云、智能驾驶,-2.38,38239823,1335079418,0.812492,0
300597,吉大通信,1.3,304196,-1.32,6.77,-2122810,-0.73,,-2122810,1962901,-4085711,5G、算力,0.59,40871503,1511783274,0.525559,0
300578,会畅通讯,0.8,1772530,-1.26,15.25,-2613707,-4.09,,-2613707,41117617,-43731324,信创、华为概念,-2.87,282944551,2133496638,0.93101,0
