股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
002521,齐峰新材,0.8,138690,-0.45,6.7,4039363,-0.45,,4039363,10102407,-6063044,造纸、包装印刷,0.0,31486477,2516795963,0.577063,0
600433,冠豪高新,1.8,625155,0.28,3.54,1730600,0.0,,1730600,4186343,-2455743,年报增长、并购重组,-0.28,20959039,3920027178,0.644936,0
600793,宜宾纸业,0.0,48165,-0.24,12.35,1647252,-0.24,,1647252,2320797,-673545,并购重组、化工,0.0,10353187,841320008,1.09874,0
605377,华旺科技,1.2,62550,-0.33,20.69,1623584,-1.1,,1623584,6154141,-4530557,包装印刷、三季报增长,-0.77,28412666,3497516532,0.614012,0
000488,ST晨鸣,1.7,323145,-0.4,5.01,1271958,-0.4,,1271958,3943077,-2671119,造纸、ST板块,0.0,32216697,6152903800,0.817056,0
605500,森林包装,0.2,7450,-1.06,7.49,0,-0.53,,0,0,0,包装印刷、三季报增长,0.54,7386206,799242920,0.888738,0
600567,山鹰国际,0.5,129490,0.0,2.28,-127285,-0.87,,-127285,2088479,-2215764,造纸、消费电子,-0.87,26674885,7233424224,0.573807,0
603733,仙鹤股份,2.3,88074,-0.24,21.1,-204204,0.38,,-204204,5242370,-5446574,造纸、电子烟,0.62,35613029,3502471205,0.731138,0
600356,恒丰纸业,0.0,790,0.0,7.76,-262210,-1.77,,-262210,477039,-739249,并购重组、股权转让,-1.77,14735719,1624878638,0.909779,0
605007,五洲特纸,5.1,152694,0.54,14.89,-446244,0.0,,-446244,1985226,-2431470,造纸、化工,-0.53,19820785,1234500492,0.738271,0
600235,民丰特纸,0.9,68564,0.0,5.55,-556998,-1.25,,-556998,0,-556998,年报增长、化工,-1.25,16583170,1266482221,0.952156,0
603165,荣晟环保,0.0,15550,0.13,15.61,-1099578,0.52,,-1099578,2222233,-3321811,光芯片、宇树机器人,0.39,27089809,2720352470,0.733525,0
600966,博汇纸业,1.2,108550,0.15,6.45,-1106378,-0.62,,-1106378,580458,-1686836,造纸、包装印刷,-0.77,45246003,4417734899,0.833658,0
002078,太阳纸业,0.2,127650,-0.17,11.48,-1300626,-0.35,,-1300626,5806820,-7107446,造纸、并购重组,-0.17,104061053,17150834951,0.703537,0
002067,景兴纸业,0.6,62656,0.0,3.5,-1684531,-0.57,,-1684531,1765739,-3450270,机器人概念、宇树机器人,-0.57,19030593,3541627535,0.735042,0
002012,凯恩股份,6.6,1205988,-1.35,5.89,-2371360,-0.84,,-2371360,7920090,-10291450,包装印刷、储能,0.51,77060899,2147722662,1.31776,0
600308,华泰股份,2.5,96624,0.0,3.87,-2950874,-2.27,,-2950874,3007117,-5957991,烧碱、化工,-2.27,48888377,4260507969,1.4085,0
603863,松炀资源,0.0,0,0.0,20.45,-4270666,-0.97,,-4270666,6695677,-10966343,造纸、股权转让,-0.97,29917076,2685402268,0.703967,0
600963,岳阳林纸,0.5,207900,-0.14,6.87,-8697228,-2.0,,-8697228,8320271,-17017499,造纸、碳中和,-1.86,70684578,6915520036,0.79447,0
000815,美利云,1.0,378756,-0.53,11.29,-10644254,-0.97,,-10644254,18029138,-28673392,数据中心、云计算,-0.44,134364498,4784706109,0.684057,0
600103,青山纸业,0.1,1277947,-0.33,3.01,-10906738,-1.96,,-10906738,31823792,-42730530,光模块、造纸,-1.63,165406586,4755265404,0.387272,0
002235,安妮股份,0.8,30103092,-3.23,7.37,-32770281,-0.81,,-32770281,132764700,-165534981,版权、知识产权,2.5,797179183,3337987534,1.80113,2075068
