股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
300896,爱美客,7.1,13429728,1.83,432.0,61807549,0.23,,61807549,209338450,-147530901,医美、医疗器械,-1.57,852600369,37949979168,1.05616,8652388
300957,贝泰妮,0.8,1448800,-0.49,91.02,17371814,0.02,,17371814,39749235,-22377421,西部大开发、电子商务,0.52,267696950,11219427486,0.691191,0
000615,ST美谷,0.4,3649941,0.35,2.96,11664539,4.96,3连板,11664539,23981889,-12317350,ST板块、医美,4.59,84495256,1397764576,0.559796,0
002511,中顺洁柔,2.4,1670624,0.96,12.25,4453061,-1.69,,4453061,19765363,-15312302,造纸、包装印刷,-2.62,163857808,7974921685,1.1858,0
603630,拉芳家化,0.3,80348,0.0,15.47,3383267,2.04,,3383267,4359594,-976327,美容护理、医美,2.04,44147767,1347578265,1.67017,0
002094,青岛金王,0.1,46569,-0.28,3.61,2081642,-0.28,,2081642,5525360,-3443718,资产管理、跨境电商,0.0,29811697,1957905506,1.1008,0
603605,珀莱雅  ,0.5,1887000,-1.4,110.3,1935970,-2.03,,1935970,45535450,-43599480,电子商务、美容护理,-0.63,313402886,11357555253,0.906519,-972400
300955,嘉亨家化,4.2,104500,-0.48,21.22,1344271,1.05,,1344271,1344271,0,美容护理、多胎概念,1.53,8625453,951967141,1.07188,0
000523,红棉股份,0.1,124320,-0.88,3.37,901589,-0.59,,901589,10530226,-9628637,食品饮料、年报增长,0.3,49132100,3335915893,0.827114,0
300886,华业香料,0.2,16254,-1.32,23.64,13539,0.47,,13539,314409,-300870,年报增长、化工,1.81,8476853,580224205,0.843872,0
603238,诺邦股份,26.0,93444,0.34,12.05,0,0.92,,0,0,0,美容护理、平台经济,0.58,9478704,842374462,0.787568,0
603059,倍加洁  ,0.6,69760,-1.0,22.32,-300832,1.36,,-300832,0,-300832,零售、并购重组,2.39,15337702,659146769,1.00702,0
301059,金三江,6.0,254717,0.07,14.19,-409362,-0.21,,-409362,1453083,-1862445,三季报增长、有色金属,-0.28,42466435,931379821,1.66849,0
300849,锦盛新材,0.0,0,0.0,11.2,-457833,0.45,,-457833,0,-457833,化工、包装印刷,0.45,4618821,711092318,0.65577,0
001206,依依股份,1.8,54900,-0.33,15.2,-555536,-0.65,,-555536,1112200,-1667736,年报增长、宠物经济,-0.33,12930900,1659814363,1.0236,0
301108,洁雅股份,0.7,7192,-0.03,36.0,-592054,0.08,,-592054,481800,-1073854,病毒防治,0.11,12555394,950533355,0.692658,0
600315,上海家化,0.7,378460,-0.11,28.75,-640824,0.7,,-640824,6810796,-7451620,碳中和、病毒防治,0.81,58371083,9432723918,0.767177,0
300658,延江股份,4.1,331690,0.6,6.68,-662004,0.45,,-662004,0,-662004,年报增长、贬值受益,-0.15,17598571,1324719980,1.29888,0
301009,可靠股份,0.4,42624,0.51,11.75,-720836,-0.25,,-720836,0,-720836,养老概念、年报增长,-0.76,16840612,1141909768,0.931753,0
603983,丸美生物,0.8,103695,-0.09,33.41,-1685811,-0.21,,-1685811,1876809,-3562620,电子商务、超跌,-0.12,27787027,2559192393,0.500593,0
003006,百亚股份,0.6,134628,0.0,16.71,-1959281,-3.19,,-1959281,476519,-2435800,年报增长、重庆市,-3.19,39085014,2638216049,1.10026,0
300132,青松股份,0.1,10412,-0.18,5.47,-2099560,-0.36,,-2099560,2582423,-4681983,合成生物、病毒防治,-0.18,26400648,2308671999,1.02716,0
605009,豪悦护理,0.2,49550,-0.52,48.88,-2433426,-1.87,,-2433426,1164702,-3598128,并购重组、多胎概念,-1.35,42794042,2524936530,1.09632,0
600249,两面针  ,0.8,140107,0.39,5.11,-3206001,-0.78,,-3206001,5793229,-8999230,中药、流感,-1.16,33358168,1706996522,1.21237,0
002919,名臣健康,0.1,360825,0.0,41.92,-3594578,-1.25,,-3594578,33123544,-36718122,游戏、VR/AR/MR,-1.25,213878783,4616725654,0.62157,4343912
600223,福瑞达  ,3.2,122959,0.19,10.37,-5169270,-0.39,,-5169270,9278251,-14447521,腾讯概念、美容护理,-0.58,59865819,5099829460,0.952746,0
688363,华熙生物,0.4,550605,-0.08,91.94,-5222307,-0.61,,-5222307,42696720,-47919027,医美、科创板,-0.53,202563483,15052161728,0.506679,0
300740,水羊股份,1.3,806119,-1.34,15.83,-7224144,1.09,,-7224144,14199087,-21423231,平台经济、消费电子,2.46,112628866,3257991571,0.586472,0
001328,登康口腔,1.9,1072800,0.03,35.36,-7467671,-1.75,,-7467671,16831421,-24299092,美容护理、地方国企,-1.78,157390520,1491465246,0.494633,0
300856,科思股份,0.3,424710,0.28,78.04,-11131641,-0.5,,-11131641,16824762,-27956403,化工、专精特新,-0.78,104083428,4602799200,0.680672,0
