股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
000063,中兴通讯,0.6,6089580,-0.47,36.78,244823190,2.25,,244823190,1155348070,-910524880,芯片设计、液冷服务器,2.74,2679103226,146510988448,1.22242,124145364
002897,意华股份,0.9,18219200,0.15,51.84,165930592,9.99,3天2板,165930592,412763498,-246832906,高速连接、光伏支架,9.83,871809306,4344204576,1.01437,135348856
600522,中天科技,0.1,5564349,-0.4,15.41,103514140,2.53,,103514140,442577594,-339063454,通信、光模块,2.94,1435442844,36567404101,1.03201,44045492
603118,共进股份,18.9,9773253,0.2,10.35,93765224,3.19,,93765224,203679098,-109913874,光模块、wifi6/7,2.99,674115255,4556705374,3.00059,18200938
300394,天孚通信,1.7,15915570,-1.28,90.8,75785991,5.32,,75785991,612248565,-536462574,CPO/MPO、光模块,6.69,1500605018,18016653540,0.87004,28595926
600487,亨通光电,0.3,2205270,0.29,13.96,71012834,1.9,,71012834,220310986,-149298152,光芯片、光模块,1.6,658719044,26255951810,0.727379,4891333
002281,光迅科技,0.7,14184254,-0.59,28.97,52600573,0.77,,52600573,315567270,-262966697,阿里巴巴概念、光芯片,1.36,1056701736,11210947762,0.92094,5585836
600105,永鼎股份,0.9,4636440,-0.62,6.79,49684314,6.09,,49684314,449678986,-399994672,核电、5G,6.76,1498183489,6680971407,2.035,11191343
000586,汇源通信,2.6,475365,0.85,15.48,36487595,10.02,首板,36487595,83968655,-47481060,光模块、通信,9.09,146156533,1800704245,1.66302,18275141
300570,太辰光,0.4,27830400,-3.06,41.88,29901020,4.1,,29901020,615744095,-585843075,光模块、CPO/MPO,7.38,1787620698,5742331041,1.16863,3899557
301165,锐捷网络,0.8,1643850,-1.35,58.0,27667275,-2.19,,27667275,117641804,-89974529,RDMA、CPO/MPO,-0.85,576784635,3563660244,1.24807,0
300502,新易盛,0.4,11466000,-1.35,61.38,22739300,0.92,,22739300,1410364514,-1387625214,CPO/MPO、光模块,2.3,3360002575,36434444954,1.26831,-86982473
600498,烽火通信,0.6,4977640,-0.19,21.91,22572011,2.19,,22572011,249671815,-227099804,DeepSeek、液冷服务器,2.38,726194835,13972962062,1.57769,34393201
300638,广和通,1.0,4439883,-1.04,24.11,19393191,0.54,,19393191,155060982,-135667791,AI玩具、通信,1.6,616442913,10543862048,0.81446,-6864953
688205,德科立  ,0.5,974961,-0.95,79.5,13858910,2.37,,13858910,85816695,-71957785,CPO/MPO、科创板,3.35,244833089,1856102400,1.14474,3500713
600345,长江通信,0.4,3013000,-0.73,23.32,13513339,0.65,,13513339,64168530,-50655191,通信、车路云,1.39,350457531,2533716274,0.624292,2976095
002104,恒宝股份,0.6,649128,-0.45,9.04,12182390,1.34,,12182390,33811459,-21629069,移动支付、数字货币,1.8,158357161,5027463408,0.983684,9226334
688159,有方科技,0.0,0,0.0,31.78,9002695,4.06,,9002695,45422211,-36419516,物联网、通信,4.06,137577338,1938570059,1.67134,3208576
002017,东信和平,0.5,501954,0.06,16.36,8661955,1.43,,8661955,23285009,-14623054,通信、并购重组,1.36,135491368,4056732082,1.04926,0
600776,东方通信,0.9,703494,0.09,11.31,6550118,0.89,,6550118,20343533,-13793415,5G、机器人概念,0.8,136180557,4637097143,1.03349,0
300590,移为通信,0.5,85910,0.25,12.24,6451097,1.41,,6451097,19833512,-13382415,无人驾驶、数字经济,1.16,101040483,2667915897,1.04357,0
601869,长飞光纤,0.4,240120,-0.4,35.21,3537963,0.77,,3537963,22655559,-19117596,高速连接、光模块,1.18,108853247,3735373703,0.886008,-6920459
300548,博创科技,0.8,13536450,-2.0,34.23,2814207,0.74,,2814207,276766249,-273952042,高速连接、芯片,2.79,941149166,5994846025,0.805872,-7221979
300565,科信技术,0.2,106596,-0.35,17.15,2476606,1.0,,2476606,15514937,-13038331,超跌、储能,1.36,95705464,2932223004,0.984524,0
000836,ST富通,0.9,38969,-0.34,2.96,2101744,0.68,,2101744,8031658,-5929914,通信、数字经济,1.02,38530974,2892359367,0.77804,0
002583,海能达,0.1,75136,-0.34,5.96,1859331,1.19,,1859331,8787148,-6927817,量子科技、互联网金融,1.53,78490827,5553556108,0.839743,0
002491,通鼎互联,0.4,5041060,-1.83,7.03,1832790,-1.13,,1832790,98262859,-96430069,通信、机器人概念,0.72,493411732,4930224257,0.952851,-3130417
688080,映翰通  ,0.4,41100,-0.58,69.68,1721922,1.13,,1721922,7669583,-5947661,工业互联网、新型工业化,1.72,48152259,1678297917,0.99088,0
600355,精伦电子,0.8,56772,-0.6,3.38,1380608,1.2,,1380608,3640146,-2259538,机器人概念、新型工业化,1.81,36671281,1460425093,1.25429,0
002796,世嘉科技,1.5,237090,0.36,11.25,1124219,0.0,,1124219,9779657,-8655438,5G、储能,-0.35,88300374,1838411102,1.12689,0
688143,长盈通  ,1.5,11649,0.0,39.69,810656,2.21,,810656,810656,0,通信、军工,2.21,20002191,796133772,1.23329,0
688182,灿勤科技,1.6,428952,-1.3,23.0,784319,-0.56,,784319,10116420,-9332101,年报增长、芯片,0.74,62358626,2208000000,0.833804,0
300183,东软载波,0.2,75680,-0.58,17.58,753172,1.62,,753172,23203140,-22449968,智能电网、消费电子,2.21,97857756,3943923906,0.994738,0
688292,浩瀚深度,0.2,131768,0.15,32.51,531286,-0.64,,531286,11774993,-11243707,华为概念、科创板,-0.79,100163101,1174691372,0.818536,0
688283,坤恒顺维,0.0,23196,0.87,58.34,485619,1.48,,485619,2115373,-1629754,军工、科创板,0.6,17056197,1950690068,0.944759,0
003040,楚天龙,0.6,1925172,-0.05,19.28,229097,1.0,,229097,14661674,-14432577,AI智能体、数字货币,1.05,120628795,3172314624,1.22347,0
002396,星网锐捷,0.9,3822864,0.55,22.18,164353,2.21,,164353,70854292,-70689939,交换机、CPO/MPO,1.65,390773205,9497606498,1.16017,-3092140
300555,ST路通,0.0,0,0.0,6.24,0,-0.16,,0,0,0,通信、ST板块,-0.16,2559614,998398859,0.580296,0
300710,万隆光电,17.2,234350,0.89,27.04,-73645,0.11,,-73645,469987,-543632,无人驾驶、通信,-0.77,17532514,1787860897,0.650712,0
301205,联特科技,3.1,18569600,-2.29,225.11,-123217,-1.8,,-123217,313079963,-313203180,光模块、CPO/MPO,0.5,979223690,4056482200,1.00606,-19916774
600198,大唐电信,1.4,358255,-0.72,6.87,-428135,-0.43,,-428135,4539612,-4967747,芯片、端侧AI,0.29,42701723,3993530919,0.655137,0
