股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
002717,岭南股份,3.8,1369548,0.31,3.55,195681336,9.91,首板,195681336,349813574,-154132238,腾讯系AI 、元宇宙,9.57,700006120,4588367745,4.78877,102130672
603588,高能环境,1.4,139911,-0.22,8.93,11746508,-0.89,,11746508,14813936,-3067428,环保、垃圾发电,-0.67,62829203,11008783281,1.13958,0
000598,兴蓉环境,0.9,335559,0.18,5.48,10032298,-0.36,,10032298,17465972,-7433674,垃圾发电、地方国企,-0.54,51291365,7364074371,0.953916,0
600388,龙净环保,0.1,38594,0.0,17.18,9443476,2.38,,9443476,43512301,-34068825,垃圾发电、华为概念,2.38,116615305,12620118866,1.63743,-857674
300197,节能铁汉,3.8,340978,-0.41,2.47,9360060,1.65,,9360060,16464012,-7103952,韧性城市、股权转让,2.07,55905220,3963998558,1.58927,0
300355,蒙草生态,0.9,633324,0.0,3.57,7720471,0.28,,7720471,32022600,-24302129,资产管理、环保,0.28,108997943,4545492422,0.433705,0
300961,深水海纳,0.0,0,0.0,11.24,7285191,0.81,,7285191,9050475,-1765284,神经网络、华为概念,0.81,27903573,1001751185,0.971138,6738414
600769,祥龙电业,0.5,964750,-0.12,8.68,5483896,2.0,,5483896,10618421,-5134525,水务、地方国企,2.12,102875694,2601325714,1.41342,0
300425,中建环能,0.3,651040,0.19,5.17,4103085,-0.39,,4103085,10074779,-5971694,中字头、环保,-0.58,82398234,2170427871,0.780913,0
601200,上海环境,0.8,292029,-0.21,9.38,3630708,-0.32,,3630708,8523126,-4892418,垃圾发电、地方国企,-0.11,49369548,5079562800,0.728055,0
600323,瀚蓝环境,2.0,68364,0.1,18.63,3242707,-1.79,,3242707,19272495,-16029788,垃圾发电、地方国企,-1.9,62711129,9001939947,1.63052,0
000685,中山公用,2.1,841127,0.27,7.45,2848675,-0.27,,2848675,9666229,-6817554,参股券商、并购重组,-0.53,52678343,4731419885,0.825371,0
300664,鹏鹞环保,0.7,93541,0.17,5.81,2579432,0.17,,2579432,5622203,-3042771,生物质能、江苏省,0.0,29227864,3090066911,0.907533,0
688501,青达环保,0.3,10188,0.2,25.11,2528778,-1.22,,2528778,5613334,-3084556,环保、火电灵活改造,-1.41,30807178,1367870546,0.969039,0
301068,大地海洋,0.0,0,0.0,43.44,2006023,3.92,,2006023,9325401,-7319378,固废处理、年报增长,3.92,36024264,1722226280,2.30278,0
688565,力源科技,0.0,10850,0.0,7.95,1999812,2.58,,1999812,2410553,-410741,科创板、年报增长,2.58,20517871,774870600,1.7724,0
301305,朗坤环境,0.1,172068,-0.45,22.26,1539693,0.45,,1539693,9681087,-8141394,基础建设、垃圾分类,0.91,79331993,1245609142,0.701648,0
600187,国中水务,0.2,45752,0.0,2.68,1461747,0.75,,1461747,11261712,-9799965,水务、并购重组,0.75,34231923,3290595269,0.599804,0
002672,东江环保,0.0,584,0.0,5.87,1420869,0.51,,1420869,4544249,-3123380,固废处理、垃圾发电,0.51,13828368,2511958730,0.461676,0
603817,海峡环保,5.8,17748,0.16,6.16,1254168,0.82,,1254168,2949451,-1695283,污水处理、地方国企,0.65,15334524,1593949120,0.663999,0
300929,华骐环保,55.5,125208,-0.53,11.35,1123137,0.09,,1123137,3263915,-2140778,PPP概念、股权转让,0.62,18054085,980643757,0.879113,0
688101,三达膜  ,3.0,7884,0.15,13.02,1041585,-0.76,,1041585,1041585,0,环保、食品饮料,-0.91,9399894,1344741705,0.805696,0
301148,嘉戎技术,0.0,0,0.0,21.81,858023,0.69,,858023,858023,0,污水处理、福建,0.69,5728503,830897315,0.798755,0
001336,楚环科技,0.0,0,0.0,27.16,774197,0.15,,774197,1206269,-432072,环保、氢能源,0.15,13174086,545739460,0.57019,0
003039,顺控发展,2.5,87620,-0.82,16.82,718079,-1.0,,718079,3298589,-2580510,水利、垃圾发电,-0.18,26486061,2060765039,0.704744,0
300385,雪浪环境,0.0,0,0.0,5.99,637367,-0.17,,637367,637367,0,环保、有色金属,-0.17,7506917,1035322442,0.821453,0
002887,绿茵生态,1.3,56322,0.68,8.88,556183,0.0,,556183,886000,-329817,体育产业、基础建设,-0.67,13641776,1034696122,0.642842,0
688309,恒誉环保,0.5,30420,0.15,20.58,495156,1.63,,495156,1793419,-1298263,科创板、专精特新,1.48,9114663,822781020,0.818855,0
603315,福鞍股份,0.6,73505,-0.17,12.0,441407,-0.58,,441407,7226601,-6785194,算力、新型工业化,-0.41,33144746,1367275149,1.62623,0
300172,中电环保,1.8,529842,-0.21,4.72,393474,1.07,,393474,6204194,-5810720,核污染概念、污水处理,1.29,43548810,2079675586,1.20943,0
688370,丛麟科技,0.0,0,0.3,36.78,368198,0.0,,368198,368198,0,科创板、环保,0.0,3986529,911027801,0.668279,0
301203,国泰环保,1.1,38654,-0.06,35.09,350700,-0.2,,350700,350700,0,污水处理、环保,-0.14,11898247,598905382,0.895206,0
002034,旺能环境,4.2,151514,0.0,15.72,338975,0.64,,338975,2601236,-2262261,电池回收、垃圾发电,0.64,25721864,3291248131,0.889939,0
000885,城发环境,1.6,458628,0.44,13.65,333441,0.29,,333441,11118242,-10784801,年报增长、地产链,-0.15,74942635,2956948830,0.839094,0
300388,节能国祯,0.5,32880,0.29,6.81,320298,-0.29,,320298,659798,-339500,股权转让、国有企业,-0.58,17385320,2109951313,0.93428,0
000605,渤海股份,4.1,212310,-0.32,6.22,308357,-1.58,,308357,930625,-622268,污水处理、环保,-1.27,19323248,1292023129,0.852857,0
688096,京源环保,1.4,182999,0.11,9.52,308221,0.32,,308221,1492712,-1184491,科创板、江苏省,0.21,14857162,1076547917,1.47176,0
001230,劲旅环境,0.0,0,0.0,24.64,300362,0.65,,300362,300362,0,环保、数据中心,0.65,6093672,686183024,0.69219,0
605081,太和水  ,0.5,87528,0.0,15.66,213875,0.19,,213875,940132,-726257,污水处理、股权转让,0.19,14137403,1223973340,0.678593,0
300958,建工修复,0.8,15399,-0.58,17.2,186579,-0.06,,186579,1040252,-853673,核污染概念、地方国企,0.53,12349274,1039556258,0.587352,0
300187,永清环保,0.2,12386,0.36,5.67,184861,1.07,,184861,517103,-332242,环保、垃圾发电,0.71,12363785,1577139952,0.607335,0
300899,上海凯鑫,0.2,27960,-0.13,23.59,79966,1.11,,79966,785565,-705599,上海、锂电池,1.24,14025508,750579590,0.832222,0
301265,华新环保,0.1,82320,0.09,11.81,57991,0.51,,57991,2158921,-2100930,固废处理、汽车拆解,0.43,23567210,848481277,0.503673,0
000967,盈峰环境,0.2,106920,0.0,4.94,17432,-0.2,,17432,2429023,-2411591,机器人概念、垃圾发电,-0.2,29873882,5388982153,0.615551,0
688069,德林海  ,0.0,33048,-0.55,27.28,0,-0.26,,0,0,0,基础建设、科创板,0.29,2183647,994181470,0.569349,0
688466,金科环境,1.6,24934,0.31,18.98,0,-0.73,,0,0,0,污水处理、科创板,-1.04,5177238,973166015,0.829985,0
300800,力合科技,5.2,35074,-0.44,13.47,0,-0.59,,0,0,0,华为概念、专精特新,-0.15,10506175,1220822656,0.587263,0
688485,九州一轨,0.1,5798,0.45,15.61,0,0.32,,0,0,0,科创板、年报增长,-0.13,3896249,499587076,0.631977,0
603759,海天股份,0.7,65360,-0.12,8.63,0,0.23,,0,0,0,环保、通信,0.35,8192647,1428507307,0.506491,0
688178,万德斯  ,0.0,0,-0.05,19.47,0,0.83,,0,0,0,科创板、江苏省,0.83,7062517,837752504,0.992273,0
301081,严牌股份,0.0,1972,-0.1,9.89,0,0.2,,0,0,0,环保,0.3,5718871,834557760,0.818133,0
605069,正和生态,0.0,0,0.0,8.78,0,-0.57,,0,0,0,AI智能体、PPP概念,-0.57,6867949,738936021,0.767413,0
688701,卓锦股份,0.8,206558,-0.44,8.99,0,-0.77,,0,0,0,科创板、浙江,-0.33,5199866,452909662,0.95114,0
300854,中兰环保,0.4,23430,0.19,15.68,-14202,0.58,,-14202,657138,-671340,环保、垃圾发电,0.38,9225213,690721810,0.835569,0
301259,艾布鲁,0.0,12330,-0.15,13.82,-47818,0.73,,-47818,365324,-413142,环保、基础建设,0.88,11945609,1028778075,0.825365,0
301288,清研环境,0.0,0,0.0,17.17,-75137,1.3,,-75137,515847,-590984,环保、污水处理,1.3,10343181,684845505,0.825559,0
300495,*ST美尚,0.8,291885,-2.94,1.67,-83016,-1.76,,-83016,1270900,-1353916,ST板块,1.21,20397835,788196810,0.564123,0
000711,*ST京蓝,0.4,2156055,-0.56,1.77,-86782,-1.67,,-86782,11225333,-11312115,ST板块、元宇宙,-1.12,62166921,1303804112,0.916526,0
688335,复洁环保,0.0,31434,-0.17,24.31,-129368,0.37,,-129368,312045,-441413,环保、科创板,0.54,8906524,952360264,0.824655,0
600526,菲达环保,3.7,386856,0.83,4.82,-156366,0.0,,-156366,1929728,-2086094,环保、碳中和,-0.82,18392046,2285310619,0.703771,0
603797,联泰环保,0.3,23865,-0.18,5.55,-225579,-0.18,,-225579,1903804,-2129383,光伏、PPP概念,0.0,12770315,1396328895,0.879591,0
300867,圣元环保,0.4,42650,0.0,17.1,-229706,0.23,,-229706,2418312,-2648018,垃圾发电、氢能源,0.23,19165173,2620317816,0.595261,0
601158,重庆水务,1.1,327461,0.19,5.27,-257440,-0.19,,-257440,3043954,-3301394,环保、地方国企,-0.38,26793041,2893175100,0.827447,0
688480,赛恩斯  ,0.0,0,0.0,30.99,-268970,1.27,,-268970,691398,-960368,环保、年报增长,1.27,24110862,624469201,0.679491,0
600292,远达环保,1.3,40346,-0.53,5.69,-292271,0.18,,-292271,1483173,-1775444,并购重组、环保,0.71,14829360,2116297380,0.760673,0
300190,维尔利,0.6,5174,-0.25,4.0,-312000,0.25,,-312000,0,-312000,专精特新、垃圾分类,0.5,6723416,2000424041,0.602971,0
000544,中原环保,1.3,617211,1.43,6.94,-497161,-0.43,,-497161,3397389,-3894550,环保、机器人概念,-1.84,58502816,2116018327,1.32312,0
300631,久吾高科,0.7,250128,0.75,34.31,-501055,-0.49,,-501055,4766965,-5268020,盐湖提锂、壳资源,-1.24,48608356,3044735846,0.765327,0
603903,中持股份,0.0,95445,0.66,8.97,-507268,-0.66,,-507268,631292,-1138560,水务、股权转让,-1.32,10647219,1236127787,1.06725,0
003027,同兴科技,0.7,93906,-0.79,19.97,-517988,-0.84,,-517988,810897,-1328885,环保、年报增长,-0.05,23151740,1191384727,0.757984,0
300774,倍杰特,4.2,76536,0.28,10.51,-562943,-0.85,,-562943,305838,-868781,环保、锂电池,-1.13,25385987,1299746529,0.991283,0
301127,天源环保,0.1,2934,0.0,9.78,-563298,0.0,,-563298,730182,-1293480,污水处理、PPP概念,0.0,14290880,1787519061,0.620862,0
000005,ST星源,0.6,430128,0.0,1.13,-563928,-2.59,,-563928,737760,-1301688,ST板块,-2.59,19514353,1030508350,0.750718,0
688679,通源环境,85.5,251825,-1.14,14.86,-658189,-0.07,,-658189,379459,-1037648,科创板、环保,1.09,12542176,886988571,1.7227,0
600796,钱江生化,0.7,56760,-0.96,5.19,-664100,-0.38,,-664100,0,-664100,农药、光伏,0.58,7943365,1044583594,0.757662,0
301109,军信股份,1.1,57050,0.31,16.17,-695632,-0.49,,-695632,2189433,-2885065,并购重组、三季报增长,-0.8,15011157,1595183937,0.767471,0
600168,武汉控股,2.7,33687,-0.34,5.93,-812047,0.0,,-812047,891228,-1703275,污水处理、地方国企,0.34,7932054,1890524468,0.678303,0
000551,创元科技,3.0,198189,0.1,9.84,-891371,-0.2,,-891371,443247,-1334618,机器人概念、病毒防治,-0.3,20911655,2519546358,0.687855,0
002778,中晟高科,0.7,42311,0.14,14.56,-899718,-0.07,,-899718,0,-899718,股权转让、并购重组,-0.21,11494168,1133583934,0.530187,0
603359,东珠生态,0.1,91375,0.56,10.64,-926077,-0.47,,-926077,6339836,-7265913,乡村振兴、基础建设,-1.02,39233977,2664934000,0.667945,0
002973,侨银股份,4.0,107289,0.94,11.56,-1044139,-1.03,,-1044139,348000,-1392139,无人驾驶、智能驾驶,-1.95,19118292,1267615787,0.809654,0
300103,达刚控股,0.0,0,0.0,6.03,-1079423,-0.82,,-1079423,0,-1079423,基础建设、军工,-0.82,10561897,846221456,1.20317,0
600817,宇通重工,5.1,55743,0.37,10.65,-1143583,-2.2,,-1143583,1513370,-2656953,无人驾驶、汽车热管理,-2.56,22720806,1603720131,0.692185,0
301175,中科环保,0.1,252126,-0.32,6.22,-1143680,-0.16,,-1143680,11187627,-12331307,环保、国有企业,0.16,62837615,2122338839,0.729145,0
300262,*ST巴安,0.2,3510,0.0,2.68,-1153144,-0.74,,-1153144,331782,-1484926,ST板块、天然气,-0.74,12045950,1161022122,0.515533,0
002210,飞马国际,3.5,151984,-0.54,1.85,-1165792,0.0,,-1165792,1817562,-2983354,绿色电力、垃圾发电,0.54,23256285,3450537709,0.587935,0
300422,博世科,24.1,307648,0.83,5.98,-1172443,-0.83,,-1172443,690618,-1863061,实控人变更、股权转让,-1.64,22045671,1770833832,0.900312,0
300815,玉禾田,2.4,300760,0.69,14.55,-1230189,0.34,,-1230189,3676930,-4907119,环保、病毒防治,-0.34,35301133,1698478585,0.588531,0
601368,绿城水务,2.5,79728,-0.38,5.27,-1263551,-0.57,,-1263551,1599634,-2863185,环保、地方国企,-0.19,17945693,2007716802,0.5478,0
688600,皖仪科技,0.0,0,0.0,22.74,-1336177,-0.04,,-1336177,0,-1336177,仪器仪表、科创板,-0.04,42963986,1574964896,1.48889,0
300152,新动力,2.8,128520,0.36,2.78,-1340126,-0.36,,-1340126,0,-1340126,环保、氢能源,-0.71,12787508,1635699156,0.67123,0
