股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
603073,彩蝶实业,0.4,158945,0.26,20.0,15883221,4.71,,15883221,25172823,-9289602,涤纶、化工,4.44,107655149,580000000,1.35221,0
002003,伟星股份,0.7,50715,0.11,9.19,6309630,-2.03,,6309630,11259138,-4949508,军工、卫星导航,-2.13,39815378,5067485042,1.38842,-3588110
002087,新纺退,6.8,2189096,4.79,1.75,4057899,4.79,首板,4057899,7167998,-3110099,ST板块,0.0,9025066,1037290890,0.229482,0
002083,孚日股份,0.4,89472,-0.43,4.69,3487568,0.21,,3487568,6802143,-3314575,电解液、服装家纺,0.64,30188285,2709466370,0.66655,0
603889,新澳股份,1.4,788100,0.0,7.78,2044118,5.14,,2044118,19983442,-17939324,贬值受益、外贸,5.14,157359364,3758598042,0.88038,0
600527,江南高纤,0.1,9792,0.0,2.04,1421834,0.0,,1421834,2408482,-986648,化工、多胎概念,0.0,7266306,2251847700,0.666502,0
002042,华孚时尚,0.1,141120,-0.62,3.2,940147,-0.62,,940147,8895260,-7955113,算力租赁、服装家纺,0.0,37884859,3362570848,0.686895,0
002404,嘉欣丝绸,4.3,249484,-0.16,6.48,935736,0.62,,935736,4456161,-3520425,电子商务、平台经济,0.78,37113026,2208677238,1.02162,0
603055,台华新材,3.1,226319,-0.1,9.88,515327,-1.0,,515327,2511060,-1995733,年报增长、化工,-0.9,34531784,2816556553,0.557882,0
002486,嘉麟杰,2.3,133182,-0.34,2.93,448850,-0.68,,448850,1252569,-803719,户外运动、股权转让,-0.34,16781539,2009979437,0.508122,0
300577,开润股份,0.0,0,0.0,15.66,300819,-0.57,,300819,300819,0,服装家纺、消费电子,-0.57,12586271,1662784217,0.920538,0
603130,云中马  ,2.7,140182,-0.53,22.9,283468,0.75,,283468,1891746,-1608278,化工、浙江,1.28,38740435,801500000,0.986073,0
605189,富春染织,71.0,229330,-0.31,16.12,174891,-0.49,,174891,882670,-707779,三季报增长、服装家纺,-0.19,10718328,804748314,0.619904,0
600156,华升股份,0.2,24304,-0.46,4.39,92694,0.69,,92694,1710994,-1618300,小红书概念、平台经济,1.15,15734906,1053890270,0.853186,0
000955,欣龙控股,1.8,46107,0.48,4.2,-13373,-0.24,,-13373,488459,-501832,海南、病毒防治,-0.71,8836081,1694969931,0.685166,0
002674,兴业科技,0.2,32820,0.09,10.9,-42191,-0.27,,-42191,653041,-695232,内外饰、汽车零部件,-0.37,13590489,1450556256,0.50684,0
000726,鲁泰Ａ,1.6,341810,-0.3,6.64,-64463,-0.45,,-64463,4352834,-4417297,农业、贬值受益,-0.15,32931344,2909970524,0.895909,0
600220,ST阳光  ,0.6,17250,0.0,2.3,-108145,0.0,,-108145,1484175,-1592320,光伏、医药,0.0,10542280,2657837100,0.712668,0
300819,聚杰微纤,0.0,0,0.0,13.56,-306704,0.89,,-306704,0,-306704,服装家纺、光伏,0.89,9062613,611697706,0.79681,0
300877,金春股份,0.3,13312,-0.06,16.95,-334352,1.8,,-334352,498760,-833112,光伏、服装家纺,1.86,17295125,962742202,1.00817,0
300888,稳健医疗,0.4,247508,0.02,43.03,-365202,-0.19,,-365202,6873965,-7239167,医疗器械、并购重组,-0.21,67800032,8079871329,0.575388,0
605055,迎丰股份,2.8,100548,0.86,5.85,-402695,0.34,,-402695,0,-402695,分散染料、化工,-0.51,8839172,578842103,0.374845,0
002144,宏达高科,1.1,186069,0.0,11.11,-554497,0.91,,-554497,1828220,-2382717,医疗器械、汽车类,0.91,23659354,1417492224,0.84332,0
600987,航民股份,2.1,165834,0.95,7.48,-575087,1.08,,-575087,4587120,-5162207,化工、三季报增长,0.13,33837768,3927102628,0.691714,0
605180,华生科技,0.4,364095,-0.61,12.94,-580857,-1.45,,-580857,4495988,-5076845,服装家纺、年报增长,-0.84,56383616,628722250,0.6412,0
000850,华茂股份,0.5,82005,-0.26,3.85,-635559,-0.26,,-635559,2942944,-3578503,参股券商、外贸,0.0,22540651,1945029456,0.699962,0
600493,凤竹纺织,2.7,169416,-0.73,5.49,-656400,0.37,,-656400,0,-656400,超跌、壳资源,1.1,11052205,1075875387,0.625948,0
002394,联发股份,0.6,121804,0.0,8.26,-1192760,0.36,,-1192760,427134,-1619894,机器人概念、贬值受益,0.36,23966428,1584501731,0.81872,0
601339,百隆东方,0.1,101314,-0.18,5.52,-1822600,-0.18,,-1822600,3335893,-5158493,贬值受益、外贸,0.0,29212646,2224522459,0.494154,0
002098,浔兴股份,0.2,8850,0.0,5.91,-2168609,0.17,,-2168609,349277,-2517886,外贸、年报增长,0.17,13185300,830769480,1.16439,0
600448,华纺股份,0.5,117092,-0.34,2.91,-2275112,-0.68,,-2275112,2143952,-4419064,服装家纺、新型工业化,-0.34,18961097,1492403199,0.753136,0
301066,万事利,1.6,2088702,-1.03,19.33,-5604464,-0.26,,-5604464,29066825,-34671289,文创产品、年报增长,0.78,142587954,1152234240,0.64845,0
300979,华利集团,1.6,1424031,0.0,46.88,-7291607,-0.91,,-7291607,14265965,-21557572,三季报增长、服装家纺,-0.91,191889207,6848106168,0.989351,0
601599,浙文影业,0.2,3581652,-2.02,4.36,-67916593,-2.24,,-67916593,41930310,-109846903,影视院线、股权转让,-0.23,355210559,3452056095,0.753559,-4359998
