股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
603799,华友钴业,1.5,1986060,0.36,47.74,45899543,1.08,,45899543,152736055,-106836512,金属钴、高镍三元,0.72,518768566,52274605854,0.866535,0
002667,威领股份,36.2,730050,2.31,16.67,30637019,10.03,首板,30637019,47212846,-16575827,锂矿、锂电池,7.55,88273709,2472847102,1.1558,17827801
002428,云南锗业,1.9,185580,-0.29,10.7,11723428,3.48,,11723428,57238116,-45514688,金属锗、光模块,3.78,182215619,5495634150,2.45977,5295385
002167,东方锆业,0.6,654500,-0.4,7.53,5468906,0.27,,5468906,62452775,-56983869,固态电池、军工,0.67,257687181,3842339987,1.00937,3750837
603399,永杉锂业,0.8,1147825,0.66,12.31,2373752,1.15,,2373752,36219258,-33845506,锂矿、文化传媒,0.49,222668915,3481997154,0.682588,0
600459,贵研铂业,0.6,183366,-0.07,15.11,1856478,0.47,,1856478,8656980,-6800502,氢燃料电池、汽车零部件,0.53,42726288,6738429838,0.704936,0
600301,华锡有色,0.1,23954,-0.81,17.06,1672828,-1.1,,1672828,5243390,-3570562,金属锑、有色金属,-0.29,44247263,2727895399,0.652819,0
600711,ST盛屯  ,0.4,216176,0.0,4.75,1636113,0.64,,1636113,16851447,-15215334,ST板块、金属锌,0.64,69779052,12389870329,0.589915,0
301219,腾远钴业,0.5,183718,-0.47,38.22,1357312,0.42,,1357312,11959135,-10601823,金属钴、有色金属,0.9,58717227,4073646145,0.700675,0
600259,广晟有色,0.9,414000,0.41,34.6,1057869,0.7,,1057869,17898334,-16840465,稀土永磁、有色金属,0.29,79993599,6930303992,0.825056,0
002842,翔鹭钨业,0.1,12405,-0.36,8.31,0,0.12,,0,0,0,金属钨、光伏,0.48,15201685,1279302657,0.804725,0
600281,华阳新材,0.1,814,0.49,4.04,0,-0.25,,0,0,0,煤化工、有色金属,-0.74,6000006,1172515671,1.00126,0
301026,浩通科技,0.2,21228,0.0,35.15,-574686,-0.65,,-574686,4374683,-4949369,有色金属、江苏省,-0.65,54818436,1959466065,0.996054,0
002978,安宁股份,3.1,109616,0.03,32.15,-735914,-0.25,,-735914,1391288,-2127202,并购重组、铁矿石,-0.28,18727054,6983985459,0.635091,0
000657,中钨高新,10.1,272715,0.32,9.22,-1348245,-0.86,,-1348245,6143342,-7491587,金属钨、工业母机,-1.18,43025168,6206752382,1.04044,0
603663,三祥新材,0.2,58220,-0.35,14.25,-1636550,0.0,,-1636550,1594517,-3231067,固态电池、稀土永磁,0.35,23925304,2027180265,0.531438,0
300618,寒锐钴业,0.7,246240,-0.25,32.77,-2370520,0.89,,-2370520,3809957,-6180477,金属钴、有色金属,1.14,72803190,7177908610,0.4476,0
605376,博迁新材,0.7,277550,0.23,30.26,-2432278,-0.56,,-2432278,6610622,-9042900,元器件、有色金属,-0.79,55541383,4169435247,0.511061,0
300390,天华新能,0.3,2313810,0.57,37.39,-3811726,0.7,,-3811726,106149799,-109961525,锂电池、锂矿,0.13,522157810,18482023893,0.575531,3722699
000962,东方钽业,0.5,100812,0.0,10.79,-5324147,-0.46,,-5324147,1096786,-6420933,核电、钽电容,-0.46,30279338,2577813665,0.694772,0
002378,章源钨业,0.1,74083,0.18,5.63,-6419381,-0.88,,-6419381,6158635,-12578016,金属钨、有色金属,-1.05,37707382,2620105387,0.953442,0
002149,西部材料,0.1,13275,0.0,15.18,-6815888,2.92,,-6815888,3136502,-9952390,军工、芯片,2.92,82041302,4761043759,1.239,0
603993,洛阳钼业,0.4,418323,-0.37,5.37,-7078843,-0.37,,-7078843,65981579,-73060422,有色金属、年报增长,0.0,278132483,37605608310,0.712481,9907126
600392,盛和资源,0.3,116207,-0.31,12.77,-10893116,-0.31,,-10893116,12284189,-23177305,稀土永磁、有色金属,0.0,87009972,16519294783,0.965973,0
002176,江特电机,0.3,365670,-0.08,11.86,-12477782,-0.84,,-12477782,32257763,-44735545,锂矿、氢氧化锂,-0.75,204269338,17375097108,0.68241,-3066778
600456,宝钛股份,0.3,113050,-0.19,32.66,-13027276,0.93,,-13027276,17624972,-30652248,军工、有色金属,1.11,147022168,8161182010,1.17836,0
002182,宝武镁业,0.7,278775,-0.15,20.68,-13384238,0.0,,-13384238,26417472,-39801710,机器人概念、金属镁,0.15,136376739,9048010417,1.0416,0
002756,永兴材料,0.2,1289616,-0.23,64.63,-15163586,0.5,,-15163586,60038375,-75201961,锂矿、军工,0.73,359303053,18483612811,0.496277,0
002240,盛新锂能,0.4,2958121,0.18,33.76,-15295127,0.27,,-15295127,78678209,-93973336,锂矿、并购重组,0.09,446345663,23979092291,0.479507,3133726
600549,厦门钨业,0.6,191964,-0.37,18.91,-16759072,0.11,,-16759072,17213472,-33972544,有色金属、新型工业化,0.48,115935455,15846707179,0.971335,381549
601958,金钼股份,0.8,613250,0.0,11.17,-23632708,0.18,,-23632708,19084570,-42717278,有色金属、化工,0.18,198948751,9917737394,1.00487,-9355947
002497,雅化集团,0.4,455249,-0.37,18.72,-27017301,-1.27,,-27017301,34900173,-61917474,锂矿、汽车零部件,-0.9,238816618,19205128474,0.710842,0
002738,中矿资源,0.8,4819280,0.02,56.12,-29667448,-0.3,,-29667448,88997625,-118665073,锂电池、汽车类,-0.32,488892991,27950500380,0.568024,0
000762,西藏矿业,0.2,220392,0.03,30.27,-30043394,-1.08,,-30043394,44295409,-74338803,有色金属、盐湖提锂,-1.11,255543740,12466468186,0.90516,0
002192,融捷股份,0.1,2893460,0.0,72.38,-33753354,-0.44,,-33753354,134479297,-168232651,锂矿、刀片电池,-0.44,626549866,14279230968,0.543569,-9188945
600111,北方稀土,0.3,715477,-0.25,23.75,-37017841,-0.34,,-37017841,52647573,-89665414,稀土永磁、有色金属,-0.08,286628115,54222214405,0.683357,9289714
000831,中国稀土,0.3,107820,-0.13,29.92,-38042331,-0.23,,-38042331,39358274,-77400605,稀土永磁、有色金属,-0.1,235813925,17590957889,0.759808,-3096033
000960,锡业股份,0.2,569637,0.0,14.79,-56222798,-1.6,,-56222798,49051837,-105274635,金属锡、有色金属,-1.6,250840948,13679093983,0.813449,-10154567
002460,赣锋锂业,2.7,5841080,0.63,63.21,-70497587,0.19,,-70497587,158567727,-229065314,锂矿、特斯拉概念,-0.44,628908913,68102422474,0.737204,-27326084
002466,天齐锂业,0.4,3905078,-0.09,73.87,-116079359,-0.03,,-116079359,418135847,-534215206,锂矿、特斯拉概念,0.07,1258933590,78206319578,0.661101,-5932177
