股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
600085,同仁堂  ,1.0,914792,0.02,55.99,27845848,0.39,,27845848,61623572,-33777724,中药、地方国企,0.38,306040740,36517980055,0.672439,0
600332,白云山  ,0.6,982254,-0.21,33.2,18517226,-0.84,,18517226,96182295,-77665069,止咳药、地方国企,-0.63,382374834,22375059250,1.05966,10267939
600351,亚宝药业,0.2,113900,-0.89,6.75,12221257,-0.15,,12221257,25431337,-13210080,医药、三季报增长,0.75,71929393,4560972706,0.943522,3384074
000650,仁和药业,0.3,224724,-0.16,6.15,5425268,0.0,,5425268,21669576,-16244308,医美、并购重组,0.16,92552379,6137927337,0.655624,0
600222,太龙药业,2.0,65435,-0.52,5.72,3922368,0.0,,3922368,8342949,-4420581,流感、新冠药概念,0.53,31927073,2336670902,0.796892,0
002198,嘉应制药,0.1,199320,-0.13,7.64,2860534,1.06,,2860534,5901316,-3040782,医药、大麻,1.19,36051809,2858649178,0.782441,0
002566,益盛药业,0.4,60606,-0.61,8.16,1464924,-0.97,,1464924,2515568,-1050644,中药、农业,-0.37,25236007,1623773394,0.841115,0
002907,华森制药,0.5,31983,-0.13,15.05,1341608,-1.31,,1341608,1765247,-423639,维生素、中药,-1.18,28673634,1171463815,1.05457,0
600976,健民集团,0.7,233244,-0.01,70.93,1054211,0.34,,1054211,11122426,-10068215,中药、武汉,0.35,104091213,8211931752,0.686832,0
603963,*ST大药 ,0.0,1039,-0.57,10.36,943636,-0.86,,943636,943636,0,ST板块、病毒防治,-0.29,11410332,721728288,0.800539,0
300878,维康药业,0.8,20133,-0.53,22.68,899395,0.85,,899395,899395,0,民营医院、中药,1.39,18180004,903253090,1.10688,0
000590,启迪药业,2.4,108940,-0.12,8.38,749885,-0.12,,749885,1613658,-863773,AI医疗、中药,0.0,17506291,1078525308,1.03948,0
002433,太安退,0.6,975702,-0.55,1.84,660229,0.55,,660229,6711847,-6051618,流感、抗原检测,1.1,41606783,1086163019,0.663565,0
301111,粤万年青,1.2,9800,-0.36,19.72,420368,0.25,,420368,815145,-394777,流感、中药,0.61,19664503,1028171046,0.752948,0
600671,ST目药  ,14.0,10402,-0.8,7.6,372548,1.47,,372548,999878,-627330,ST板块、年报增长,2.29,7571172,534193491,1.88004,0
603139,康惠制药,1.1,27472,-0.74,16.31,307380,0.18,,307380,307380,0,医疗器械、农业,0.93,11110127,664796076,0.883985,0
603567,珍宝岛  ,0.9,556100,0.54,16.36,306860,-1.8,,306860,21327785,-21020925,医药、股权转让,-2.33,99495329,3566503885,0.435889,-3270848
002750,*ST龙津,2.3,21160,-0.11,9.14,0,-0.76,,0,0,0,ST板块、中药,-0.65,17499356,1595261383,0.543898,0
002118,*ST紫鑫,0.3,66994,-4.65,0.41,0,-4.65,,0,0,0,中药、碳中和,0.0,1979685,455973795,2.99038,0
600535,天士力  ,1.6,262064,0.07,14.62,-45349,-1.75,,-45349,14859362,-14904711,实控人变更、病毒防治,-1.81,161309673,11942159435,0.833812,0
600771,广誉远  ,0.3,546000,0.17,35.89,-99850,-1.24,,-99850,50462080,-50561930,白酒、股权转让,-1.4,247955452,14999120620,0.911645,-6491695
300519,新光药业,0.6,56315,0.0,15.92,-172609,-1.06,,-172609,1191550,-1364159,中药、多胎概念,-1.06,17389223,1109800815,0.78485,0
002287,奇正藏药,0.3,54648,0.08,23.43,-386194,-1.31,,-386194,3246712,-3632906,中药、三季报增长,-1.39,34493534,1536361967,1.19119,0
300108,*ST吉药,0.9,307071,-0.49,2.09,-641529,1.95,,-641529,1957132,-2598661,ST板块、股权转让,2.45,15546706,1062470019,0.724798,0
300147,香雪制药,2.5,155400,0.0,5.18,-874893,-1.33,,-874893,4203402,-5078295,中药、创新药,-1.33,46933618,2612233166,1.13272,0
600252,中恒集团,0.4,52998,0.0,2.42,-970257,0.0,,-970257,5380858,-6351115,资产管理、地方国企,0.0,23077964,6210097726,0.582773,0
002082,万邦德,14.5,62553,0.0,7.1,-1470622,-1.25,,-1470622,4455945,-5926567,医药、新冠药概念,-1.25,25569321,2238245626,1.11943,0
002107,沃华医药,2.8,226060,0.0,6.29,-1480779,-0.94,,-1480779,943368,-2424147,中药、并购重组,-0.94,28124201,1760015264,0.917986,0
600080,金花股份,0.2,24783,-0.27,7.55,-1530901,0.27,,-1530901,301600,-1832501,中药、年报增长,0.53,17978930,1946893466,0.431976,0
002412,汉森制药,2.4,180082,0.0,6.71,-1834563,-0.89,,-1834563,1661104,-3495667,中药、三季报增长,-0.89,32068350,1890830807,0.719806,0
600329,达仁堂  ,0.3,693390,0.36,47.0,-2204691,-1.36,,-2204691,43744827,-45949518,中药、年报增长,-1.71,423787442,8841933142,1.20037,-4698118
300391,长药控股,0.0,0,0.0,7.34,-2312019,-2.13,,-2312019,2947889,-5259908,中药、汽车零部件,-2.13,25672475,1994864339,1.24536,0
605199,葫芦娃  ,0.1,12104,0.07,15.06,-2318080,-0.4,,-2318080,1674505,-3992585,流感、专精特新,-0.46,25379639,1405711725,0.638341,0
301331,恩威医药,1.1,174555,-0.54,38.7,-2327725,-0.77,,-2327725,2425076,-4752801,病毒防治、西部大开发,-0.23,24847534,678798000,0.57765,0
600557,康缘药业,2.5,401478,0.27,25.42,-2637154,-2.23,,-2637154,25806766,-28443920,新冠药概念、江苏省,-2.49,262250028,9364839585,1.06697,4269746
002644,佛慈制药,0.9,186310,0.0,11.64,-3149531,-3.16,,-3149531,4244732,-7394263,中药、股权转让,-3.16,77386920,2279910739,1.63765,0
600572,康恩贝  ,0.4,366415,-0.75,6.59,-3879295,-1.64,,-3879295,35981207,-39860502,病毒防治、并购重组,-0.9,197171190,11032934268,0.66686,-3193865
002349,精华制药,0.9,402375,-0.11,9.24,-4277102,-0.22,,-4277102,9348015,-13625117,中药、地方国企,-0.11,79326386,4908143214,0.583251,0
002390,信邦制药,0.8,97897,0.0,4.35,-4480431,-0.91,,-4480431,7827965,-12308396,基因疗法、病毒防治,-0.91,49320063,4833496073,0.78285,-3262500
603439,贵州三力,0.5,104517,-0.06,16.44,-4578618,-0.96,,-4578618,6077446,-10656064,止咳药、并购重组,-0.9,101018933,5634845457,0.933564,0
300181,佐力药业,0.6,940170,-1.39,11.75,-4934661,-4.24,,-4934661,64435006,-69369667,中药、股权转让,-2.89,448232313,5590986681,2.65969,0
002166,莱茵生物,1.9,345359,0.28,7.11,-4960563,-1.11,,-4960563,6792015,-11752578,合成生物、代糖概念,-1.39,43217579,2833589566,0.852342,0
002873,新天药业,0.1,5716,-0.07,13.86,-4998356,-3.08,,-4998356,12385827,-17384183,医药、中药,-3.01,99023946,1980253551,1.2795,0
600422,昆药集团,1.3,1109046,0.72,21.74,-5606976,-1.67,,-5606976,66847064,-72454040,年报增长、股权转让,-2.38,267882062,10543942985,0.812632,-1643836
002275,桂林三金,0.7,47528,0.0,18.05,-5965832,-1.26,,-5965832,2292878,-8258710,流感、病毒防治,-1.26,41116765,3374173379,0.595848,0
000538,云南白药,0.3,743775,0.0,53.05,-6404109,0.57,,-6404109,77954051,-84358160,医药、并购重组,0.57,312419886,34633308869,0.963835,-22397426
300534,陇神戎发,1.0,152608,-0.1,9.94,-6539308,-1.09,,-6539308,9810146,-16349454,中药、股权转让,-1.0,80302053,1874543417,0.695011,0
002728,特一药业,0.8,961584,-0.57,15.74,-7432664,0.32,,-7432664,11054476,-18487140,NMN、止咳药,0.9,135860847,3015514077,0.487269,0
000423,东阿阿胶,2.7,1124504,0.04,48.5,-7700579,0.1,,-7700579,25996793,-33697372,年报增长、国有企业,0.06,280019547,18753144094,0.804112,0
002737,葵花药业,0.4,432432,-0.08,24.05,-7892531,-2.2,,-7892531,25611384,-33503915,中药、病毒防治,-2.12,174598123,6775362344,1.01316,0
603896,寿仙谷  ,0.1,27030,0.04,43.28,-8100604,-3.89,,-8100604,13268802,-21369406,中药、大麻,-3.93,146875191,5632389159,0.838905,0
