股票代码,股票名称,竞价量比,竞价金额,竞价涨幅%,价格,净额,涨幅%,板上信息,主力净额,主力买,主力卖,所属板块,区间涨幅%,成交额,实际流通,量比,300w大单净额
000422,湖北宜化,1.8,4001144,1.42,12.42,40061097,4.02,,40061097,160406420,-120345323,化工、磷化工,2.56,615260489,10411188963,0.83105,3086772
603079,圣达生物,5.2,1642761,4.93,12.51,30624272,10.03,首板,30624272,38786931,-8162659,合成生物、年报增长,4.86,50344407,1012551114,0.69657,24261039
600331,宏达股份,0.7,425484,0.45,6.81,27182691,2.25,,27182691,100846200,-73663509,股权转让、数字经济,1.79,218563953,8996004116,0.729966,-3002932
600426,华鲁恒升,0.4,506800,0.0,29.02,16138967,0.21,,16138967,38768600,-22629633,醋酸、化工,0.21,194661898,38339271158,0.465033,0
002312,川发龙蟒,1.4,1805672,0.39,7.9,15767530,1.54,,15767530,91370400,-75602870,磷化工、并购重组,1.15,376421027,8312604167,0.606784,174515
603823,百合花  ,0.3,3177540,-0.78,11.75,14072763,2.0,,14072763,76205746,-62132983,固态电池、芯片,2.8,364691713,1727381269,0.664641,0
002496,辉丰股份,147.7,118724,0.37,2.76,11983809,3.37,,11983809,29815561,-17831752,农药、农业,2.99,75404907,2939857417,1.46319,0
600596,新安股份,1.1,147408,0.57,8.95,10829639,1.36,,10829639,29577199,-18747560,化工、华为概念,0.79,142237716,7335138437,1.51574,3471558
002827,高争民爆,0.3,4929629,-0.89,23.39,10717130,-0.64,,10717130,117710729,-106993599,民用爆破、芯片,0.26,598506566,2666446043,0.80226,-3270423
688639,华恒生物,2.2,436684,-0.09,105.35,10189132,-4.17,,10189132,33700154,-23511022,科创板、农业,-4.08,140032195,16560196163,1.28954,0
300821,东岳硅材,2.7,512372,1.5,7.98,9915883,-0.25,,9915883,12064244,-2148361,化工、年报增长,-1.72,74680787,2750389992,1.63662,0
002407,多氟多,0.6,565348,0.08,13.16,9567573,-0.53,,9567573,27801368,-18233795,电解液、比亚迪产业链,-0.6,132119059,13857584571,0.708986,5773811
300796,贝斯美,1.0,144330,0.0,14.54,9515627,2.76,,9515627,36820561,-27304934,农业、农药,2.76,149673652,3761093693,1.99402,-4293000
603379,三美股份,0.3,308580,0.0,41.09,8237018,-1.46,,8237018,24412062,-16175044,氟化工、化工,-1.46,135849594,9296522285,0.565527,0
300727,润禾材料,2.8,447356,1.32,25.74,8163242,6.1,,8163242,34598370,-26435128,液冷服务器、有机硅,4.72,228205273,1299418646,3.00372,0
300910,瑞丰新材,3.0,374400,0.86,48.02,7893253,0.9,,7893253,18238425,-10345172,化工、三季报增长,0.04,124868764,6592346433,1.72539,0
002783,凯龙股份,0.9,229600,0.37,8.09,7522017,-0.98,,7522017,13507695,-5985678,氢能源、军工,-1.34,69291886,2216063075,0.532195,0
000408,藏格矿业,0.4,2387700,0.64,26.82,7233555,1.75,,7233555,56460401,-49226846,股权转让、锂矿,1.09,234903816,21193413064,0.543069,-281924
002226,江南化工,1.3,851370,-0.41,4.87,7120394,0.83,,7120394,21323018,-14202624,ChatGPT、光伏,1.25,128481075,4810677989,0.568065,0
688065,凯赛生物,5.2,742056,0.27,48.85,6508563,-0.04,,6508563,13088186,-6579623,化工、科创板,-0.31,72101345,12530806149,0.763926,0
002455,百川股份,0.4,10320015,0.25,11.94,6044394,0.51,,6044394,407625028,-401580634,TMA、石墨化,0.25,1295256032,5758239470,0.761292,8428243
603260,合盛硅业,0.4,875432,-1.09,54.39,5922177,0.78,,5922177,30352552,-24430375,硅料、芯片,1.89,182068665,14361170435,1.0212,3993968
603722,阿科力  ,0.0,154875,1.35,46.3,5735616,6.05,,5735616,35366687,-29631071,化工、通信,4.63,124311231,2218115889,2.73013,0
301156,美农生物,0.4,250418,0.85,14.64,5647322,4.13,,5647322,17164695,-11517373,饲料、化工,3.24,114634652,784852790,1.22324,0
003002,壶化股份,0.5,324077,-1.33,12.65,5302387,-1.02,,5302387,7836911,-2534524,民用爆破、军工,0.32,73043743,1120652906,0.654921,0
002545,东方铁塔,27.0,1290520,0.65,7.65,4939643,0.0,,4939643,17333197,-12393554,化工、农业,-0.65,75511817,3902372725,0.945616,0
002648,卫星化学,0.5,322596,-0.05,18.44,4805742,-0.59,,4805742,28073408,-23267666,氢能源、光伏,-0.54,157441321,27693876903,0.363204,0
603916,苏博特  ,0.2,181412,-0.34,8.51,4323033,-2.3,,4323033,6265386,-1942353,基础建设、化工,-1.96,72990182,2188691017,0.471901,0
002096,易普力,0.2,249796,0.0,12.6,4253298,-0.63,,4253298,29561110,-25307812,民用爆破、基础建设,-0.63,136641699,3108791050,0.432094,0
301209,联合化学,2.0,569025,0.0,25.2,4208944,-0.36,,4208944,9787621,-5578677,分散染料、年报增长,-0.36,98865493,617400000,0.6578,0
603062,麦加芯彩,0.7,1069510,0.42,43.0,3351298,-0.28,,3351298,31538061,-28186763,化工、风电,-0.69,128748534,1161000000,0.637145,0
605016,百龙创园,45.5,274092,1.31,29.84,3227486,0.37,,3227486,5311486,-2084000,代糖概念、年报增长,-0.93,29676137,3246097831,0.80398,0
603125,常青科技,1.1,1538166,-1.33,21.35,3064079,1.62,,3064079,47945482,-44881403,化工、芯片,2.99,205655085,1490294050,0.694733,0
605077,华康股份,2.7,208260,0.56,22.9,2896980,-0.48,,2896980,7595392,-4698412,并购重组、食品饮料,-1.04,47930029,3228265100,1.1523,4394995
300829,金丹科技,1.0,218368,0.53,17.19,2839581,1.3,,2839581,9557325,-6717744,可降解概念、化工,0.76,79084482,1449648234,0.775799,0
300505,川金诺,1.7,1048086,0.74,14.82,2719238,0.0,,2719238,46223424,-43504186,磷化工、年报增长,-0.74,274382929,2952753414,0.607509,0
